name,club,periods
Dedik Setiawan,Arema FC,2016-2025
Cristian Gonzáles,Arema FC,2013-2018
Makan Konate,Arema FC,2018-2020
Beto,Arema FC,2012-2025
Charles Lokolingoy,Arema FC,2023-2025
Carlos Fortes,Arema FC,2021-2022
Dalberto,Arema FC,2024-2025
Greg Nwokolo,Arema FC,2013-2024
Gustavo,Arema FC,"2023-2023, 2024-2024"
Sunarto,Arema FC,"2009-2017, 2018-2020"
Johan Alfarizi,Arema FC,2012-2013
Muhammad Rafli,Arema FC,2017-2025
Ahmad Nur Hardianto,Arema FC,2018-2020
Rivaldi Bawuo,Arema FC,2018-2020
Ricky Kayame,Arema FC,2019-2020
Hamka Hamzah,Arema FC,"2016-2017, 2018-2020"
Keith Gumbs,Arema FC,2013-2014
Esteban Vizcarra,Arema FC,2015-2017
Rizky Dwi,Arema FC,"2020-2023, 2024-2024"
Wiliam Marcilio,Arema FC,2024-2025
Salim Tuharea,Arema FC,2024-2025
Thierry Gathuessi,Arema FC,2013-2017
Hanif Sjahbandi,Arema FC,2017-2022
Abel Camará,Arema FC,2022-2023
Sylvano Comvalius,Arema FC,"2019-2020, 2020-2020"
Hendro Siswanto,Arema FC,2011-2021
KH Yudo,Arema FC,2020-2023
Thiago Furtuoso,Arema FC,2018-2018
Arthur Cunha,Arema FC,"2017-2020, 2020-2020"
Ridwan Tawainela,Arema FC,2018-2022
Jayus Hariono,Arema FC,"2018-2025, 2025-2025"
Gian Zola,Arema FC,2022-2023
Pablo Oliveira,Arema FC,2024-2025
Irsyad Maulana,Arema FC,"2012-2012, 2012-2023"
Juan Pablo Pino,Arema FC,2017-2018
Ahmet Atayev,Arema FC,2017-2018
Ilham Armaiyn,Arema FC,2022-2023
Julián Guevara,Arema FC,2023-2025
Ahmad Bustomi,Arema FC,"2017-2018, 2023-2023, 2024-2024"
Balsa Bozovic,Arema FC,2018-2018
Gustavo Giron,Arema FC,2016-2016
Charles Raphael,Arema FC,2023-2024
Gede Sukadana,Arema FC,2012-2016
Putut Waringin Jati,Arema FC,2012-2015
Evan Dimas,Arema FC,"2022-2023, 2024-2024"
Sérgio Silva,Arema FC,2021-2023
Feby Eka,Arema FC,2020-2022
Gilbert Álvarez,Arema FC,2023-2024
Bayu Setiawan,Arema FC,2024-2025
Dedi Kusnandar,Arema FC,2013-2025
Nasir,Arema FC,2017-2020
Arkhan Fikri,Arema FC,2022-2025
Srdjan Lopicic,Arema FC,2016-2016
Ginanjar,Arema FC,2023-2024
Flabio Soares,Arema FC,2023-2025
Kurnia Meiga,Arema FC,2013-2017
Jad Noureddine,Arema FC,2017-2017
Elías Alderete,Arema FC,2020-2020
Robert Gladiador,Arema FC,2019-2019
Markus Kabiay,Arema FC,2017-2017
Raphael Maitimo,Arema FC,2016-2017
Adam Alis,Arema FC,"2017-2017, 2022-2023"
Hasim Kipuw,Arema FC,"2012-2014, 2022-2023"
Achmad Maulana,Arema FC,"2023-2024, 2024-2025"
Goran Gancev,Arema FC,2016-2017
Joko Susilo,Arema FC,2023-2023
Tito Hamzah,Arema FC,"2021-2023, 2024-2025"
Thales,Arema FC,2024-2025
Feri Saragih,Arema FC,2011-2012
Ricky Ohorella,Arema FC,2018-2020
Rachmat Latief,Arema FC,2019-2020
Asyraq Gufron,Arema FC,"2023-2023, 2024-2024"
Kevin Armedyah,Arema FC,"2023-2023, 2024-2024, 2024-2024, 2025-2025"
Shulton Fajar,Arema FC,2024-2025
Taufik Hidayat,Arema FC,2020-2021
Antoni Nugroho,Arema FC,2016-2016
Ikhwan Ciptady,Arema FC,2021-2021
Seiya Da Costa Lay,Arema FC,2020-2023
Matias Malvino,Arema FC,2020-2020
Sandy Firmansyah,Arema FC,2019-2020
Edemar Garcia,Arema FC,2013-2014
Bruno Smith,Arema FC,2020-2021
Sandy Ferizal,Arema FC,2021-2021
In-kyun Oh,Arema FC,2020-2020
Dicki Agung,Arema FC,2023-2025
Achmad Kurniawan,Arema FC,2010-2025
Gilang Ginarsa,Arema FC,2013-2016
Mochammad Zaenuri,Arema FC,2018-2018
TA Musafri,Arema FC,2010-2013
Nurdiansyah,Arema FC,2020-2021
Capixaba,Arema FC,2020-2021
Aji Saka,Arema FC,2020-2022
Ricga Febiyan,Arema FC,2021-2021
Engelberd Sani,Arema FC,2012-2025
Yericho Christiantoko,Arema FC,2013-2025
