name,club,periods
Ferdinan Sinaga,PSM Makassar,"2016-2018, 2018-2020, 2020-2021, 2022-2022"
Wiljan Pluim,PSM Makassar,2016-2023
Zulham Zamrun,PSM Makassar,"2017-2020, 2021-2021"
Yakob Sayuri,PSM Makassar,2020-2024
Kenzo Nambu,PSM Makassar,2022-2024
Rahmat,PSM Makassar,2007-2020
Marc Klok,PSM Makassar,2017-2020
Rizky Pellu,PSM Makassar,"2016-2021, 2023-2023, 2024-2024, 2025-2025"
Everton,PSM Makassar,2022-2024
Nermin Haljeta,PSM Makassar,2024-2025
Yuran Fernandes,PSM Makassar,2022-2025
Guy Junior,PSM Makassar,2018-2020
Adilson Silva,PSM Makassar,"2023-2025, 2025-2025"
Eero Markkanen,PSM Makassar,2019-2019
Ramadhan Sananta,PSM Makassar,2022-2023
Reinaldo,PSM Makassar,2017-2017
Rasyid Bakri,PSM Makassar,2011-2025
Yance Sayuri,PSM Makassar,2021-2024
Amido Baldé,PSM Makassar,2019-2020
Aloísio Neto,PSM Makassar,2024-2025
Ponaryo Astaman,PSM Makassar,"2004-2006, 2014-2014, 2014-2015"
Rizky Eka Pratama,PSM Makassar,2019-2025
Hamka Hamzah,PSM Makassar,"2001-2002, 2017-2018"
Anco Jansen,PSM Makassar,2021-2022
Aaron Evans,PSM Makassar,2019-2020
Latyr Fall,PSM Makassar,2024-2025
Titus Bonai,PSM Makassar,2016-2018
Saldi,PSM Makassar,"2018-2019, 2019-2022"
Daisuke Sakai,PSM Makassar,2024-2025
Sandro,PSM Makassar,2018-2019
Abdul Rahman,PSM Makassar,2024-2025
Victor Dethan,PSM Makassar,2023-2025
Victor Mansaray,PSM Makassar,2023-2024
Giancarlo,PSM Makassar,2020-2020
Pavel Puryshkin,PSM Makassar,2017-2018
Michael Baird,PSM Makassar,2014-2015
Balotelli,PSM Makassar,2025-2025
Ezra Walian,PSM Makassar,2019-2021
Safrudin Tahar,PSM Makassar,"2013-2014, 2022-2024"
Syamsul Chaeruddin,PSM Makassar,"2001-2010, 2013-2018"
Ilham Armaiyn,PSM Makassar,2021-2022
Kurniawan Karman,PSM Makassar,2012-2016
Sutanto Tan,PSM Makassar,2021-2022
Bayu Gatra,PSM Makassar,2019-2021
Serif Hasic,PSM Makassar,2020-2022
Ridwan Tawainela,PSM Makassar,2015-2018
Tito Okello,PSM Makassar,2024-2025
Muhammad Arfan,PSM Makassar,2017-2025
Asnawi Mangkualam,PSM Makassar,2017-2021
Steven Paulle,PSM Makassar,2017-2019
Abdul Rahman,PSM Makassar,2018-2023
Ananda Raehan,PSM Makassar,2022-2025
Ricky Pratama,PSM Makassar,2022-2025
Andy Harjito,PSM Makassar,"2023-2024, 2024-2025"
Akbar Tanjung,PSM Makassar,2022-2025
Delvin Rumbino,PSM Makassar,2022-2022
Osas Saha,PSM Makassar,2020-2021
Romario Rumpaisum,PSM Makassar,2017-2018
Patrich Wanggai,PSM Makassar,2021-2021
Zulkifli Syukur,PSM Makassar,"2017-2019, 2019-2022"
Lamarana Diallo,PSM Makassar,2014-2015
Hussein El-Dor,PSM Makassar,2020-2020
Irsyad Maulana,PSM Makassar,"2020-2020, 2020-2021"
Andi Oddang,PSM Makassar,"2003-2006, 2011-2016"
Azka Fauzi,PSM Makassar,2021-2022
Aji Kurniawan,PSM Makassar,"2018-2021, 2021-2022"
Muchlis Hadi,PSM Makassar,2016-2017
Abdul Rachman,PSM Makassar,2021-2022
Alex Pixote,PSM Makassar,2015-2017
Boman Aimé,PSM Makassar,2014-2016
Raphael Maitimo,PSM Makassar,"2017-2017, 2019-2020"
Reva Adi,PSM Makassar,"2016-2019, 2019-2020"
Syahrul Lasinari,PSM Makassar,2024-2025
Donald Bissa,PSM Makassar,2022-2024
Mufli Hidayat,PSM Makassar,2022-2025
Ardan Aras,PSM Makassar,"2005-2007, 2013-2019"
Lamine Diarrassouba,PSM Makassar,2016-2016
Miswar Saputra,PSM Makassar,2020-2021
Djayusman Triasdi,PSM Makassar,"2006-2009, 2010-2011, 2014-2015"
Ahmad Hari,PSM Makassar,"2018-2019, 2021-2021"
Kike Linares,PSM Makassar,2023-2024
Adam Mitter,PSM Makassar,2022-2022
Dedy Gusmawan,PSM Makassar,"2020-2020, 2020-2021"
Firza Andika,PSM Makassar,"2019-2019, 2020-2020"
Arsyad Yusgiantoro,PSM Makassar,2018-2019
Maldini Pali,PSM Makassar,2013-2017
Jajang Maulana,PSM Makassar,2016-2016
Mario Costas,PSM Makassar,2014-2014
Ronny Beroperay,PSM Makassar,2020-2021
Fathul Rahman,PSM Makassar,"2009-2011, 2017-2018"
Valentino Telaubun,PSM Makassar,
Shahar Ginanjar,PSM Makassar,"2017-2018, 2018-2019"
Yusuf Hamzah,PSM Makassar,"2005-2007, 2013-2015"
Ngurah Komang Arya,PSM Makassar,2014-2015
Syahrul Mustofa,PSM Makassar,2021-2022
Samuel Simanjuntak,PSM Makassar,2022-2023
Agung Mannan,PSM Makassar,2022-2023
Rafli Asrul,PSM Makassar,"2022-2023, 2024-2024"
Sulthan Zaky,PSM Makassar,2023-2025
Farhan Rahman,PSM Makassar,2020-2022
