name,club,periods
Moussa Sidibé,PERSIS Solo,2023-2025
Fernando Rodríguez,PERSIS Solo,2022-2023
Ramadhan Sananta,PERSIS Solo,2023-2025
Alexis Messidoro,PERSIS Solo,2022-2024
Beto,PERSIS Solo,2021-2022
Ryo Matsumura,PERSIS Solo,2022-2023
Roni,PERSIS Solo,2023-2024
Althaf Alrizky,PERSIS Solo,2022-2025
Samsul Arif,PERSIS Solo,2022-2023
Ferdinan Sinaga,PERSIS Solo,"2021-2022, 2022-2023"
Irfan Bachdim,PERSIS Solo,2021-2023
Rivaldi Bawuo,PERSIS Solo,"2021-2022, 2022-2022"
Fabiano Beltrame,PERSIS Solo,"2021-2022, 2022-2023"
Irfan Jauhari,PERSIS Solo,"2021-2022, 2022-2025"
Lautaro Belleggia,PERSIS Solo,2025-2025
Sutanto Tan,PERSIS Solo,2022-2025
Eky Taufik,PERSIS Solo,"2021-2022, 2022-2025"
Ricardo Lima,PERSIS Solo,2024-2025
Miftahul Hamdi,PERSIS Solo,"2021-2022, 2022-2022"
Karim Rossi,PERSIS Solo,2024-2025
Jhon Cley,PERSIS Solo,2025-2025
Iman Budi,PERSIS Solo,2019-2021
Muhammad Isa,PERSIS Solo,2019-2021
Zanadin Fariz,PERSIS Solo,2022-2025
Jaime,PERSIS Solo,2022-2024
Sho Yamamoto,PERSIS Solo,2023-2025
Sunarto,PERSIS Solo,2018-2018
Cleylton,PERSIS Solo,2025-2025
Fransiskus Alesandro,PERSIS Solo,2024-2025
Alfath Faathier,PERSIS Solo,"2021-2022, 2022-2024"
Azka Fauzi,PERSIS Solo,"2018-2018, 2021-2021, 2022-2022"
Ugik Sugiyanto,PERSIS Solo,2019-2020
Gerard Artigas,PERSIS Solo,2022-2022
Dimas Galih,PERSIS Solo,"2015-2016, 2018-2020"
Arapenta Poerba,PERSIS Solo,2021-2024
Diego Bardanca,PERSIS Solo,2023-2024
Abduh Lestaluhu,PERSIS Solo,"2011-2013, 2021-2022, 2022-2023"
Gavin Kwan,PERSIS Solo,2022-2024
Arkhan Kaka,PERSIS Solo,2023-2025
Tegar Pangestu,PERSIS Solo,2018-2019
Aaron Evans,PERSIS Solo,2022-2022
Susanto,PERSIS Solo,2020-2021
Wahyu Kristanto,PERSIS Solo,2019-2019
Andre Oriza,PERSIS Solo,"2017-2018, 2019-2020"
Crah Angger,PERSIS Solo,2019-2020
Ilham Irhaz,PERSIS Solo,2019-2020
Marinus Wanewar,PERSIS Solo,2021-2022
Oky Derry,PERSIS Solo,2018-2021
Braif Fatari,PERSIS Solo,2024-2025
Eriyanto,PERSIS Solo,"2021-2022, 2022-2022"
Hamsa Lestaluhu,PERSIS Solo,"2022-2022, 2023-2023"
Khairallah Abdelkbir,PERSIS Solo,2021-2021
Assanur Rijal,PERSIS Solo,"2021-2022, 2022-2022"
Harlan Suardi,PERSIS Solo,2021-2022
Ganjar Mukti,PERSIS Solo,"2021-2022, 2022-2022"
Kevin Gomes,PERSIS Solo,2022-2023
Ilham Fathoni,PERSIS Solo,"2022-2022, 2023-2023"
Yulius Pamungkas,PERSIS Solo,"2021-2021, 2022-2023"
Dedi Tri Maulana,PERSIS Solo,2018-2021
Samuel Simanjuntak,PERSIS Solo,"2023-2023, 2024-2024"
Wirabuana Prayogo,PERSIS Solo,2019-2020
Sukasto Efendi,PERSIS Solo,2019-2019
Rifqi Ray,PERSIS Solo,2023-2024
Gardhika Arya,PERSIS Solo,2024-2025
Fary Komul,PERSIS Solo,2021-2022
Jordy Tutuarima,PERSIS Solo,2025-2025
Slamet Budiono,PERSIS Solo,2019-2020
Gonzalo Andrada,PERSIS Solo,2024-2025
Rian Miziar,PERSIS Solo,2021-2025
Muhamad Riyandi,PERSIS Solo,2022-2025
Shulton Fajar,PERSIS Solo,2019-2024
Gianluca Pandeynuwu,PERSIS Solo,2022-2025
Taufiq Febriyanto,PERSIS Solo,2022-2024
Faqih Maulana,PERSIS Solo,"2022-2025, 2025-2025"
Mohammad Kanu,PERSIS Solo,"2021-2022, 2022-2024"
Chrystna Bhagascara,PERSIS Solo,"2021-2022, 2022-2024"
Eduardo Kunde,PERSIS Solo,2024-2025
Ripal Wahyudi,PERSIS Solo,2024-2025
Rizky Dwi,PERSIS Solo,2024-2025
Andri Ibo,PERSIS Solo,2022-2023
Giovani Numberi,PERSIS Solo,2024-2025
Facundo Aranda,PERSIS Solo,2024-2025
Arif Budiyono,PERSIS Solo,"2021-2022, 2023-2024"
Dwi Cahyono,PERSIS Solo,2019-2020
Rendy Sanjaya,PERSIS Solo,2023-2025
Sandi Sute,PERSIS Solo,"2021-2022, 2022-2022"
Wahyu Tri Nugroho,PERSIS Solo,"2006-2009, 2021-2022"
Mochammad Zaenuri,PERSIS Solo,2024-2025
Jodi Kustiawan,PERSIS Solo,2019-2020
Agi Pratama,PERSIS Solo,2021-2022
Abdul Aziz,PERSIS Solo,2024-2025
Pancar,PERSIS Solo,"2021-2023, 2024-2025"
Nanang Asripin,PERSIS Solo,"2015-2016, 2019-2021"
Hapidin,PERSIS Solo,2019-2021
Hyun-koo Yu,PERSIS Solo,2021-2022
Heri Susanto,PERSIS Solo,2021-2022
Delvin Rumbino,PERSIS Solo,"2021-2022, 2022-2022"
Sendri Johansah,PERSIS Solo,2019-2021
Dicky Daniel,PERSIS Solo,2022-2023
