name,club,periods
Vendry Mofu,Semen Padang FC,"2010-2014, 2014-2017, 2019-2021, 2022-2023"
Kenneth Ngwoke,Semen Padang FC,2023-2025
Nur Iskandar,Semen Padang FC,"2012-2015, 2015-2017, 2020-2021"
Irsyad Maulana,Semen Padang FC,"2009-2011, 2014-2015, 2015-2020, 2020-2020"
Esteban Vizcarra,Semen Padang FC,2010-2015
Marcel Sacramento,Semen Padang FC,2016-2018
Edward Wilson,Semen Padang FC,2008-2014
Ahmad Ihwan,Semen Padang FC,2023-2024
Osas Saha,Semen Padang FC,2014-2015
Vanderlei,Semen Padang FC,2019-2020
Karl Max Barthélémy,Semen Padang FC,2019-2020
Rosad Setiawan,Semen Padang FC,2018-2025
Airlangga Sucipto,Semen Padang FC,2014-2015
Bruno Gomes,Semen Padang FC,2025-2025
Tambun Naibaho,Semen Padang FC,2017-2017
Vivi Asrizal,Semen Padang FC,"2020-2021, 2021-2022, 2023-2024"
Silvio Escobar,Semen Padang FC,2022-2023
Cornelius Stewart,Semen Padang FC,2024-2025
Flávio Beck Junior,Semen Padang FC,2019-2020
Agung Prasetyo,Semen Padang FC,2016-2020
Gala Pagamo,Semen Padang FC,2024-2025
Hendra Bayauw,Semen Padang FC,2012-2015
Firman Juliansyah,Semen Padang FC,2021-2025
Serdhy Ephyfano,Semen Padang FC,2021-2021
Tin Martic,Semen Padang FC,2024-2025
Riko Simanjuntak,Semen Padang FC,2016-2018
Muhammad Rifqi,Semen Padang FC,2019-2020
Mariando Uropmabin,Semen Padang FC,"2015-2016, 2019-2020"
Dedy Gusmawan,Semen Padang FC,"2019-2020, 2021-2022"
Victor Juffo,Semen Padang FC,2019-2019
Filipe Chaby,Semen Padang FC,2025-2025
Mario Aibekob,Semen Padang FC,2021-2022
Ryohei Michibuchi,Semen Padang FC,2024-2025
Alhassan Wakaso,Semen Padang FC,2025-2025
Muhammad Sanjaya,Semen Padang FC,2022-2023
Naufal Rahmanda,Semen Padang FC,2022-2023
Titus Bonai,Semen Padang FC,2012-2014
Aulia Hidayat,Semen Padang FC,2020-2023
Seftia Hadi,Semen Padang FC,2014-2015
Irkham Mila,Semen Padang FC,2025-2025
Dimas Saputra,Semen Padang FC,2023-2025
Muhammad Rizal,Semen Padang FC,2009-2015
Arsyad Yusgiantoro,Semen Padang FC,2023-2024
Jae-sung Ko,Semen Padang FC,2017-2019
Tri Rahmad Priadi,Semen Padang FC,2021-2022
Wiganda Pradika,Semen Padang FC,2022-2024
Rudi,Semen Padang FC,2010-2023
Dedi Hartono,Semen Padang FC,"2006-2013, 2019-2020"
Hyun-koo Yu,Semen Padang FC,"2010-2015, 2015-2016, 2019-2020"
Agus Nova,Semen Padang FC,"2022-2023, 2023-2024"
Florent Zitte,Semen Padang FC,2019-2019
Cássio de Jesus,Semen Padang FC,2016-2017
Ronaldo Eko,Semen Padang FC,2017-2020
Putra Chaniago,Semen Padang FC,2022-2023
Mario Barcia,Semen Padang FC,2019-2019
Rori Pranandi,Semen Padang FC,2022-2023
Kaleb Sobor,Semen Padang FC,2023-2024
Kelvin Wopi,Semen Padang FC,2021-2022
Agung Saputra,Semen Padang FC,2022-2023
Muhammad Fahri,Semen Padang FC,2020-2022
Muhammad Ridwan,Semen Padang FC,2024-2025
Syaiful Indra,Semen Padang FC,2019-2019
Cakra Yudha,Semen Padang FC,2022-2023
Rendy Setiawan,Semen Padang FC,2023-2024
Fahrizal Dillah,Semen Padang FC,2014-2015
Dewa Sapalas,Semen Padang FC,2024-2025
Defri Rizki,Semen Padang FC,2016-2017
Ikram Al Giffari,Semen Padang FC,2022-2025
Ramadhan,Semen Padang FC,2024-2024
Afriansyah,Semen Padang FC,2018-2019
Christovel Sibi,Semen Padang FC,2016-2017
Muchlis Hadi,Semen Padang FC,2017-2018
Fandry Imbiri,Semen Padang FC,2016-2017
Zidane Afandi,Semen Padang FC,2025-2025
Gilang Esa,Semen Padang FC,2023-2025
Syamsul Bahri,Semen Padang FC,2017-2018
Samuel Reimas,Semen Padang FC,2022-2023
Kurniadi,Semen Padang FC,2021-2022
Mukhti Alhaq,Semen Padang FC,"2018-2018, 2023-2024"
Aldo Claudio,Semen Padang FC,2022-2023
Marco Baixinho,Semen Padang FC,2025-2025
Nico Malau,Semen Padang FC,2012-2014
Satrio Syam,Semen Padang FC,2015-2017
Stevie Bonsapia,Semen Padang FC,2014-2014
Charlie Scott,Semen Padang FC,2024-2025
Apri Yogi,Semen Padang FC,2018-2020
Ibrahim Sanjaya,Semen Padang FC,2017-2019
Markus Kabiay,Semen Padang FC,2019-2020
Aimar Ohorella,Semen Padang FC,2020-2022
Aries Tuansyah,Semen Padang FC,2013-2014
Valentino Telaubun,Semen Padang FC,2014-2015
Anwar Sani,Semen Padang FC,2024-2025
Feri Sistianto,Semen Padang FC,2021-2022
Firman Septian,Semen Padang FC,2018-2019
Zulkifli Yahya,Semen Padang FC,2024-2025
Tegar Pangestu,Semen Padang FC,2023-2023
Yoga Noviandre,Semen Padang FC,"2020-2021, 2022-2023"
Romadona,Semen Padang FC,2023-2024
Kevin Ivander,Semen Padang FC,"2017-2018, 2018-2019"
Aldino,Semen Padang FC,2021-2022
