name,club,periods
Wilkson,Malut United FC,2023-2024
Diego Martínez,Malut United FC,2024-2025
Yakob Sayuri,Malut United FC,2024-2025
Jorge Correa,Malut United FC,2024-2025
Yance Sayuri,Malut United FC,2024-2025
Hari Nur,Malut United FC,2023-2025
Wawan Febrianto,Malut United FC,2023-2024
Indra Setiawan,Malut United FC,
Ilham Armaiyn,Malut United FC,2023-2025
Junior Brandão,Malut United FC,2024-2025
Dave Mustaine,Malut United FC,2023-2024
Husnuzhon,Malut United FC,
Frets Butuan,Malut United FC,2023-2025
Adriano Castanheira,Malut United FC,2024-2025
Rifal Lastori,Malut United FC,2023-2025
Adam Malik,Malut United FC,
Tatsuro Nagamatsu,Malut United FC,2024-2024
Victor Mansaray,Malut United FC,2024-2024
Joko Supriyanto,Malut United FC,
Andreas Ado,Malut United FC,2023-2024
Cássio Scheid,Malut United FC,2024-2025
Firman Ramadhan,Malut United FC,2024-2025
Ichlasul Qadri,Malut United FC,"2023-2024, 2025-2025"
Feri Saragih,Malut United FC,
Eduardus,Malut United FC,"2023-2023, 2024-2024"
Flabio Soares,Malut United FC,
Darel Valentino,Malut United FC,2024-2025
Finky Pasamba,Malut United FC,2023-2025
Ahmad Baasith,Malut United FC,2023-2025
Anis Mujiono,Malut United FC,
Zainal Haq,Malut United FC,
Joko Ribowo,Malut United FC,2023-2024
Yandi Sofyan,Malut United FC,"2024-2025, 2025-2025"
Dwi Cahyono,Malut United FC,
Mukhammad Isaev,Malut United FC,2023-2023
Rizky Nasution,Malut United FC,
Muhammad Rifqi,Malut United FC,2023-2024
Kasim Slamat,Malut United FC,
Dedy Gusmawan,Malut United FC,2023-2024
Khoirur Rozikin,Malut United FC,
Habibie,Malut United FC,
Frezy Hudaifi,Malut United FC,2023-2024
Ridwan Tawainela,Malut United FC,"2023-2023, 2024-2024"
Sandi Septian,Malut United FC,
Oky Derry,Malut United FC,
Izmy Hatuwe,Malut United FC,2023-2024
Jeki Arisandi,Malut United FC,
Muhammad Ridwan,Malut United FC,2024-2025
Dedy Mustofa,Malut United FC,
Rizal Setiawan,Malut United FC,
Firmansyah,Malut United FC,"2023-2023, 2024-2024"
Hendra Bayauw,Malut United FC,2023-2024
Sony Nordé,Malut United FC,2025-2025
Syarif Wijianto,Malut United FC,2023-2024
Derrick Sasraku,Malut United FC,2023-2023
Safrudin Tahar,Malut United FC,2024-2025
Wbeymar Angulo,Malut United FC,2024-2025
Ray Redondo,Malut United FC,2023-2025
Bagus Nirwanto,Malut United FC,2023-2025
Wahyu Prasetyo,Malut United FC,2024-2025
Manahati Lestusen,Malut United FC,2024-2025
Rio Saputro,Malut United FC,2023-2025
Ho-min Jeong,Malut United FC,2023-2024
Aditya Putra Dewa,Malut United FC,2023-2024
Saddam Tenang,Malut United FC,2023-2025
Pramoedya Putra,Malut United FC,"2023-2024, 2025-2025"
Irsan Lestaluhu,Malut United FC,2023-2025
Fahri,Malut United FC,2024-2025
Chechu Meneses,Malut United FC,2025-2025
Fredyan Wahyu,Malut United FC,2024-2025
Dida,Malut United FC,2025-2025
Donny Monim,Malut United FC,2023-2024
Ahmad Wadil,Malut United FC,2024-2025
Rafly Selang,Malut United FC,2023-2025
Jonathan Bustos,Malut United FC,2025-2025
Alwi Slamat,Malut United FC,2023-2025
Putut Wijiarto,Malut United FC,
Rendra Teddy,Malut United FC,
Rio Valentino,Malut United FC,
Derry Herlangga,Malut United FC,
Rifky Afryan,Malut United FC,
