name,club,periods
Beto,Madura United FC,"2019-2019, 2019-2020, 2020-2021, 2022-2023, 2024-2024"
Lulinha,Madura United FC,"2022-2023, 2024-2025"
Greg Nwokolo,Madura United FC,"2017-2020, 2021-2022"
Jajá,Madura United FC,2021-2024
Slamet Nurcahyono,Madura United FC,2016-2024
Aleksandar Rakic,Madura United FC,2019-2020
Malik Risaldi,Madura United FC,2022-2024
Bayu Gatra,Madura United FC,"2016-2019, 2021-2024"
Fabiano Beltrame,Madura United FC,2016-2019
Francisco Rivera,Madura United FC,2023-2024
Jaime,Madura United FC,"2019-2019, 2019-2022"
Zah Rahan Krangar,Madura United FC,"2018-2019, 2020-2020"
Engelberd Sani,Madura United FC,2016-2020
Dane Milovanovic,Madura United FC,"2016-2018, 2019-2019"
David Laly,Madura United FC,2019-2022
Fachruddin Aryanto,Madura United FC,"2017-2019, 2019-2024"
Andik Vermansyah,Madura United FC,2019-2020
Andi Irfan,Madura United FC,2024-2025
Iran Júnior,Madura United FC,2024-2025
Cleberson,Madura United FC,2022-2024
Alfath Faathier,Madura United FC,2017-2020
Haris Tuharea,Madura United FC,2020-2023
Pedro Monteiro,Madura United FC,2024-2025
Munhar,Madura United FC,2016-2019
Ricki Ariansyah,Madura United FC,2022-2024
Kevy Syahertian,Madura United FC,"2019-2023, 2023-2023"
Kadek Raditya,Madura United FC,2019-2023
Esteban Vizcarra,Madura United FC,2022-2023
Jacob Mahler,Madura United FC,2023-2024
Zulfiandi,Madura United FC,2019-2023
Asep Berlian,Madura United FC,2016-2022
Rizky Dwi,Madura United FC,2017-2019
Rendika Rama,Madura United FC,"2017-2022, 2023-2023, 2024-2024"
Fandry Imbiri,Madura United FC,"2019-2021, 2022-2022"
Yu-jun Lee,Madura United FC,2022-2023
Beny Wahyudi,Madura United FC,2017-2019
Silvio Escobar,Madura United FC,2021-2022
Satria Tama,Madura United FC,"2017-2021, 2023-2024"
Rendy Siregar,Madura United FC,2016-2017
Reva Adi,Madura United FC,2022-2023
Jordy Wehrmann,Madura United FC,2024-2025
Hery Prasetyo,Madura United FC,2016-2019
Guntur Ariyadi,Madura United FC,2016-2024
Marckho Merauje,Madura United FC,2019-2021
Muhammad Ridho,Madura United FC,2019-2022
Koko Ari,Madura United FC,2023-2025
Alexvan Djin,Madura United FC,2020-2024
Novan Sasongko,Madura United FC,2021-2024
Feby Ramzy,Madura United FC,2022-2025
