name,club,periods
Hari Nur,PSIS Semarang,2013-2023
Bruno Silva,PSIS Semarang,"2018-2019, 2019-2022"
David Maulana,PSIS Semarang,2019-2025
Carlos Fortes,PSIS Semarang,2022-2024
Jonathan Cantillana,PSIS Semarang,2019-2023
Wallace,PSIS Semarang,2019-2022
Taisei Marukawa,PSIS Semarang,2022-2024
Paulo Gali,PSIS Semarang,2023-2025
Riyan Ardiansyah,PSIS Semarang,2019-2025
Bayu Nugroho,PSIS Semarang,2018-2020
Fredyan Wahyu,PSIS Semarang,2019-2024
Alfeandra Dewangga,PSIS Semarang,2020-2025
Claudir,PSIS Semarang,2019-2020
Komarodin,PSIS Semarang,2017-2022
Ibrahim Conteh,PSIS Semarang,2017-2019
Tri Setiawan,PSIS Semarang,2023-2025
Abdallah Sudi,PSIS Semarang,2024-2025
Wawan Febrianto,PSIS Semarang,"2022-2023, 2024-2024"
Lucão,PSIS Semarang,2023-2024
Fandi Utomo,PSIS Semarang,2020-2022
Eka Febri Setiawan,PSIS Semarang,"2020-2023, 2024-2024"
Ridho Syuhada,PSIS Semarang,"2023-2023, 2024-2025"
Rachmad Hidayat,PSIS Semarang,2022-2023
Vitinho,PSIS Semarang,2023-2024
Rizky Dwi,PSIS Semarang,"2023-2023, 2023-2023, 2024-2024"
Boubakary Diarra,PSIS Semarang,2023-2025
Evandro Brandão,PSIS Semarang,2024-2025
Heru Setyawan,PSIS Semarang,2019-2020
Pratama Arhan,PSIS Semarang,2020-2022
Silvio Escobar,PSIS Semarang,2019-2019
Aqsha Saniskara,PSIS Semarang,"2020-2023, 2024-2024"
Chevaughn Walsh,PSIS Semarang,2022-2022
Wildan Ramdhani,PSIS Semarang,2024-2025
Shohei Matsunaga,PSIS Semarang,2019-2019
Gustavo Souza,PSIS Semarang,2024-2025
Evan Dimas,PSIS Semarang,2023-2024
Bahril Fahreza,PSIS Semarang,"2021-2023, 2024-2024"
Farrel Arya,PSIS Semarang,2021-2023
Debby Liana,PSIS Semarang,2024-2025
Gian Zola,PSIS Semarang,2023-2024
Melcior Majefat,PSIS Semarang,2018-2019
Giovani Numberi,PSIS Semarang,2023-2024
Oktafianus Fernando,PSIS Semarang,2022-2023
Andreas Ado,PSIS Semarang,2019-2023
João Ferrari,PSIS Semarang,2024-2025
Bayu Fiqri,PSIS Semarang,"2023-2023, 2023-2024"
Wahyu Prasetyo,PSIS Semarang,2020-2024
Azyah Madilesa,PSIS Semarang,2024-2025
Ahmad Baasith,PSIS Semarang,2022-2022
Wahyu Fitriyanto,PSIS Semarang,2018-2019
Eduardus,PSIS Semarang,2022-2023
Brian Ferreira,PSIS Semarang,2021-2022
Basajum Latuconsina,PSIS Semarang,"2024-2024, 2025-2025"
Gilang Ginarsa,PSIS Semarang,2018-2019
Frendi Saputra,PSIS Semarang,2017-2023
Akbar Riansyah,PSIS Semarang,2017-2020
Brandon Scheunemann,PSIS Semarang,"2023-2023, 2024-2025"
Riski Fajar,PSIS Semarang,2020-2022
Taufee Skandari,PSIS Semarang,2024-2025
Rahmat Syawal,PSIS Semarang,2024-2025
Meru Kimura,PSIS Semarang,2023-2023
Reiva Apriliansyah,PSIS Semarang,
Akhlidin Israilov,PSIS Semarang,2018-2018
Abu Baker Al-Mel,PSIS Semarang,2018-2018
Aji Bayu Putra,PSIS Semarang,2016-2018
Gustur CP,PSIS Semarang,2017-2019
Mohammad Akrom,PSIS Semarang,2023-2024
Fariq Aqmal,PSIS Semarang,2024-2025
Kelvin Wopi,PSIS Semarang,2019-2019
Yudi Safrizal,PSIS Semarang,"2023-2023, 2024-2024"
Fauzan Jamal,PSIS Semarang,2019-2019
Syaiful,PSIS Semarang,2023-2023
Sendri Johansah,PSIS Semarang,2017-2019
Fajar Setya,PSIS Semarang,"2017-2018, 2022-2022, 2023-2023"
Endang Subrata,PSIS Semarang,2019-2020
Jorry Guruh,PSIS Semarang,"2020-2022, 2023-2023, 2024-2024"
Abanda Rahman,PSIS Semarang,2020-2021
Yofandani Pranata,PSIS Semarang,2019-2023
Titus Bonai,PSIS Semarang,2022-2022
Faqih Maulana,PSIS Semarang,2025-2025
Barnabas Sobor,PSIS Semarang,2023-2024
Beny Wahyudi,PSIS Semarang,2022-2022
Septinus Alua,PSIS Semarang,2019-2019
Jandia,PSIS Semarang,2018-2022
Ganjar Mukti,PSIS Semarang,2019-2020
Safrudin Tahar,PSIS Semarang,2014-2021
Fauzan Fajri,PSIS Semarang,"2012-2017, 2018-2020"
Damas Damar,PSIS Semarang,2020-2023
Guntur Triaji,PSIS Semarang,2022-2023
Petar Planic,PSIS Semarang,2018-2019
Tegar Infantrie,PSIS Semarang,2016-2021
Hafit Ibrahim,PSIS Semarang,2017-2018
Muhammad Yunus,PSIS Semarang,2013-2020
Ray Redondo,PSIS Semarang,2022-2023
Alie Sesay,PSIS Semarang,2022-2023
Patrick Mota,PSIS Semarang,2019-2019
Ruxi,PSIS Semarang,2024-2025
Soni Setiawan,PSIS Semarang,2019-2021
Nerius Alom,PSIS Semarang,"2018-2019, 2021-2021"
