name,club,periods
Liedson,Sporting CP,2003-2011
Bas Dost,Sporting CP,2016-2019
Viktor Gyökeres,Sporting CP,2023-2025
Pedro Gonçalves,Sporting CP,2020-2025
Jardel,Sporting CP,2001-2003
Bruno Fernandes,Sporting CP,2017-2020
Islam Slimani,Sporting CP,"2013-2016, 2022-2022"
Paulinho,Sporting CP,2021-2024
Ricky van Wolfswinkel,Sporting CP,2011-2013
Adrien Silva,Sporting CP,"2008-2010, 2011-2011, 2012-2017"
Sebastián Coates,Sporting CP,"2016-2017, 2017-2024"
Pedro Barbosa,Sporting CP,1995-2005
Alberto Acosta,Sporting CP,1998-2001
Yannick Djaló,Sporting CP,"2005-2005, 2006-2011"
Trincão,Sporting CP,"2022-2023, 2023-2025"
Ricardo Sá Pinto,Sporting CP,"1994-1997, 2000-2006"
Nani,Sporting CP,"2005-2007, 2014-2015, 2018-2019"
João Pinto,Sporting CP,2000-2004
João Moutinho,Sporting CP,2004-2010
Gelson Martins,Sporting CP,2014-2018
Simon Vukcevic,Sporting CP,2007-2011
Marcus Edwards,Sporting CP,"2022-2025, 2025-2025"
Jovane Cabral,Sporting CP,"2016-2022, 2022-2023, 2024-2024, 2024-2024"
Manuel Fernandes,Sporting CP,1975-1987
João Lourenço,Sporting CP,1964-1972
Pablo Sarabia,Sporting CP,2021-2022
Gonçalo Inácio,Sporting CP,2019-2025
Beto,Sporting CP,"1994-1994, 1995-1995, 1996-2006"
Marius Niculae,Sporting CP,2001-2005
Matías Fernández,Sporting CP,2009-2012
Ivaylo Yordanov,Sporting CP,1991-2001
Marat Izmailov,Sporting CP,"2007-2008, 2008-2013"
Hélder Postiga,Sporting CP,2008-2011
Bryan Ruiz,Sporting CP,2015-2018
Luiz Phellype,Sporting CP,"2019-2021, 2022-2022, 2022-2022, 2022-2023"
João Mário,Sporting CP,"2012-2014, 2014-2016, 2020-2021"
Diego Capel,Sporting CP,2011-2015
Oceano,Sporting CP,"1984-1991, 1994-1998"
Teófilo Gutiérrez,Sporting CP,"2015-2016, 2017-2017"
Jorge Cadete,Sporting CP,"1987-1988, 1989-1995"
Soeiro,Sporting CP,1933-1945
Carlos Mané,Sporting CP,"2013-2016, 2018-2019, 2019-2019"
André Cruz,Sporting CP,2000-2002
Tonel,Sporting CP,2005-2010
Derlei,Sporting CP,2007-2009
Domingos Mascarenhas,Sporting CP,1962-1965
Rui Jordão,Sporting CP,1977-1987
Bruno César,Sporting CP,2015-2019
Pedro Porro,Sporting CP,"2020-2022, 2022-2023, 2023-2023"
Fábio Rochemback,Sporting CP,"2003-2005, 2008-2009"
Toñito,Sporting CP,"1999-2001, 2002-2004"
Figueiredo,Sporting CP,1960-1968
Leandro Romagnoli,Sporting CP,"2006-2007, 2007-2009"
Paulo Alves,Sporting CP,"1995-1997, 1997-1998"
William Carvalho,Sporting CP,"2011-2011, 2011-2012, 2013-2018"
Daniel Bragança,Sporting CP,"2018-2019, 2019-2019, 2020-2025"
Andraz Sporar,Sporting CP,"2020-2021, 2021-2021, 2022-2022"
Geny Catamo,Sporting CP,"2020-2022, 2022-2022, 2023-2025"
Carlos Martins,Sporting CP,"2000-2001, 2002-2003, 2003-2007"
Hugo Viana,Sporting CP,"2001-2002, 2004-2005"
Roudolphe Douala,Sporting CP,"2004-2006, 2007-2007"
Hidemasa Morita,Sporting CP,2022-2025
Ricardo Quaresma,Sporting CP,2001-2003
Conrad Harder,Sporting CP,2024-2025
Héctor Yazalde,Sporting CP,1971-1975
Tiago Tomás,Sporting CP,"2019-2022, 2023-2023"
Raphinha,Sporting CP,2018-2019
Deivid,Sporting CP,2005-2006
Edmílson,Sporting CP,1998-2001
Luciano Vietto,Sporting CP,2019-2020
Peres,Sporting CP,"1965-1968, 1969-1974"
Jérémy Mathieu,Sporting CP,2017-2020
Marcos Acuña,Sporting CP,2017-2020
Matheus Nunes,Sporting CP,2019-2022
Paulinho Cascavel,Sporting CP,1987-1990
Seydou Doumbia,Sporting CP,"2017-2017, 2018-2018"
Alecsandro,Sporting CP,2006-2007
Bruno Tabata,Sporting CP,2020-2022
Vitaliy Kutuzov,Sporting CP,2002-2003
Custódio,Sporting CP,2002-2007
António Oliveira,Sporting CP,1981-1985
Marcos Rojo,Sporting CP,2012-2014
Mauricio Pinilla,Sporting CP,"2004-2006, 2006-2006"
Morten Hjulmand,Sporting CP,2023-2025
Alan Ruiz,Sporting CP,"2016-2018, 2018-2019, 2019-2019, 2020-2020"
Rodrigo Tello,Sporting CP,2001-2007
Fernando Gomes,Sporting CP,1989-1991
Raphael Meade,Sporting CP,"1985-1988, 1988-1988"
Abdoulay Diaby,Sporting CP,"2018-2019, 2020-2020, 2021-2021, 2021-2021"
Junya Tanaka,Sporting CP,"2014-2016, 2016-2017"
João Palhinha,Sporting CP,"2014-2015, 2016-2016, 2017-2018, 2020-2022"
Carlos Saleiro,Sporting CP,"2004-2006, 2007-2007, 2008-2008, 2008-2009, 2009-2011"
Kwame Ayew,Sporting CP,1999-2000
Mustapha Hadji,Sporting CP,1996-1997
Emmanuel Amunike,Sporting CP,1994-1996
