name,club,periods
Gaúcho,CF Estrela Amadora,"1996-1999, 1999-2001"
Paulinho,CF Estrela Amadora,2021-2023
Kikas,CF Estrela Amadora,"2023-2023, 2023-2025"
Anselmo,CF Estrela Amadora,2005-2009
Diogo Pinto,CF Estrela Amadora,2021-2022
António Semedo,CF Estrela Amadora,2000-2006
Ronaldo Tavares,CF Estrela Amadora,"2022-2024, 2024-2025, 2025-2025"
Júlio César,CF Estrela Amadora,2003-2004
Maurício,CF Estrela Amadora,"2005-2006, 2007-2008"
Rui Neves,CF Estrela Amadora,"1988-1993, 1994-2004"
Rodrigo Pinho,CF Estrela Amadora,2024-2025
Manú,CF Estrela Amadora,2005-2006
João Silva,CF Estrela Amadora,2022-2023
Varela,CF Estrela Amadora,2008-2009
Gustavo Henrique,CF Estrela Amadora,"2022-2023, 2023-2024, 2025-2025"
Ronald,CF Estrela Amadora,2022-2024
Régis N'Do,CF Estrela Amadora,"2022-2024, 2025-2025"
Renato,CF Estrela Amadora,"1995-1998, 2001-2001"
André Luiz,CF Estrela Amadora,"2023-2024, 2024-2025"
Lázaro Oliveira,CF Estrela Amadora,1997-2004
Henrique,CF Estrela Amadora,2004-2005
Mateus Borges,CF Estrela Amadora,2007-2008
Paulo Ferreira,CF Estrela Amadora,"1992-1999, 2000-2001"
Jean Felipe,CF Estrela Amadora,2022-2024
José Carlos,CF Estrela Amadora,1995-2002
Jaime Júnior,CF Estrela Amadora,2006-2007
Léo Jabá,CF Estrela Amadora,2023-2024
Djalma,CF Estrela Amadora,"2000-2002, 2003-2004"
Rui Borges,CF Estrela Amadora,2004-2007
Rómulo,CF Estrela Amadora,2004-2005
Vítor Moreno,CF Estrela Amadora,2007-2009
Démé N'Diaye,CF Estrela Amadora,2006-2009
Paollo,CF Estrela Amadora,2020-2021
Tiago Gomes,CF Estrela Amadora,"2006-2008, 2009-2009"
Léo Cordeiro,CF Estrela Amadora,2023-2025
Jardel,CF Estrela Amadora,2008-2010
Diogo Salomão,CF Estrela Amadora,2021-2023
Miran,CF Estrela Amadora,2002-2004
Madson,CF Estrela Amadora,2021-2022
Leandro Tipote,CF Estrela Amadora,2021-2022
Leonel Bucca,CF Estrela Amadora,2024-2025
Cristóvão,CF Estrela Amadora,2000-2003
Paulo Fonseca,CF Estrela Amadora,2000-2005
Latón,CF Estrela Amadora,2020-2022
Diogo Leitão,CF Estrela Amadora,2020-2021
Pedro Simões,CF Estrela Amadora,"1993-1993, 1994-1994, 1996-2007"
Dário,CF Estrela Amadora,2006-2007
Moses Sakyi,CF Estrela Amadora,2006-2008
Aloísio,CF Estrela Amadora,2021-2024
Raúl Oliveira,CF Estrela Amadora,1997-2002
Jordão,CF Estrela Amadora,"1990-1993, 1994-1994, 1995-1997, 2004-2007"
Ricky,CF Estrela Amadora,1990-1991
Capitão,CF Estrela Amadora,"1996-1999, 1999-1999, 2000-2000"
José Luís Vidigal,CF Estrela Amadora,2008-2009
Kenedy,CF Estrela Amadora,1999-2001
Sérgio Conceição,CF Estrela Amadora,2020-2022
Jasminko Velic,CF Estrela Amadora,1996-1998
Luís Loureiro,CF Estrela Amadora,2006-2007
Xavi,CF Estrela Amadora,2020-2022
Gilberto,CF Estrela Amadora,
Fabrício,CF Estrela Amadora,2021-2022
Abdelsattar Sabry,CF Estrela Amadora,2003-2004
Miguel Rosa,CF Estrela Amadora,2021-2022
Capita,CF Estrela Amadora,"2022-2023, 2024-2024"
Paulo Machado,CF Estrela Amadora,2005-2006
Wagnão,CF Estrela Amadora,2007-2008
Santamaria,CF Estrela Amadora,2004-2006
Verona,CF Estrela Amadora,"1999-2000, 2004-2005"
Horácio Jau,CF Estrela Amadora,"2020-2021, 2022-2022"
Rui Duarte,CF Estrela Amadora,"2005-2006, 2007-2015"
Dmitriy Prokopenko,CF Estrela Amadora,2002-2003
Pedro Pereira,CF Estrela Amadora,2007-2009
Celestino,CF Estrela Amadora,2008-2009
Leal,CF Estrela Amadora,1996-2001
João Reis,CF Estrela Amadora,2022-2024
Mansur,CF Estrela Amadora,2023-2024
Marcelo Goianira,CF Estrela Amadora,2007-2009
Marco Paulo,CF Estrela Amadora,2006-2009
André Duarte,CF Estrela Amadora,2021-2022
Luís Mota,CF Estrela Amadora,2020-2021
Cardoso,CF Estrela Amadora,2007-2008
Quim Berto,CF Estrela Amadora,2004-2005
Kialonda Gaspar,CF Estrela Amadora,2022-2024
Travassos,CF Estrela Amadora,2024-2025
Duílio,CF Estrela Amadora,1988-1991
Leonson Lewis,CF Estrela Amadora,1998-2000
Igor Souza,CF Estrela Amadora,"2000-2001, 2005-2006, 2006-2006"
André Barreto,CF Estrela Amadora,2006-2006
Jovane Cabral,CF Estrela Amadora,2024-2025
Hélder Cabral,CF Estrela Amadora,2007-2008
Edu Silva,CF Estrela Amadora,2006-2008
Alberto Bodelón,CF Estrela Amadora,1996-1998
Chico Banza,CF Estrela Amadora,2025-2025
Valério,CF Estrela Amadora,1990-1992
Nélson Pedroso,CF Estrela Amadora,2008-2009
Federico Nieto,CF Estrela Amadora,2006-2006
Ibraima Baldé,CF Estrela Amadora,
Paulo Sérgio,CF Estrela Amadora,2006-2006
Filipe Gaspar,CF Estrela Amadora,2020-2021
