name,club,periods
Óscar Cardozo,SL Benfica,2007-2014
Nuno Gomes,SL Benfica,"1997-2000, 2002-2011"
Jonas,SL Benfica,2014-2019
Pizzi,SL Benfica,"2013-2013, 2014-2022, 2022-2022"
Rafa,SL Benfica,2016-2024
Simão,SL Benfica,2001-2007
Haris Seferovic,SL Benfica,"2017-2022, 2023-2023, 2023-2023"
Lima,SL Benfica,2012-2015
Eduardo Salvio,SL Benfica,"2010-2011, 2012-2019"
Eusébio,SL Benfica,1960-1975
Konstantinos Mitroglou,SL Benfica,"2015-2016, 2016-2017"
Darwin Núñez,SL Benfica,2020-2022
Luisão,SL Benfica,2003-2018
Ángel Di María,SL Benfica,"2007-2010, 2023-2025"
Rodrigo,SL Benfica,"2010-2010, 2011-2014, 2015-2015"
Nico Gaitán,SL Benfica,2010-2016
Gonçalo Ramos,SL Benfica,"2020-2023, 2023-2024"
Javier Saviola,SL Benfica,2009-2012
João Pinto,SL Benfica,1992-2000
João Mário,SL Benfica,"2021-2024, 2025-2025"
Nené,SL Benfica,1968-1986
Raúl Jiménez,SL Benfica,"2015-2018, 2019-2019"
Mantorras,SL Benfica,2001-2011
Alejandro Grimaldo,SL Benfica,2016-2023
Tomislav Sokota,SL Benfica,2001-2005
José Augusto,SL Benfica,1959-1970
Pierre van Hooijdonk,SL Benfica,2000-2001
José Torres,SL Benfica,1959-1971
Franco Cervi,SL Benfica,2016-2021
Maxi Pereira,SL Benfica,2007-2015
Isaías,SL Benfica,1990-1995
Geovanni,SL Benfica,"2003-2003, 2003-2006"
Vangelis Pavlidis,SL Benfica,2024-2025
Talisca,SL Benfica,"2014-2016, 2018-2018, 2018-2019"
Zlatko Zahovic,SL Benfica,2001-2005
João Félix,SL Benfica,2018-2019
Fabrizio Miccoli,SL Benfica,2005-2007
José Águas,SL Benfica,1949-1963
João Tomás,SL Benfica,2000-2001
Pablo Aimar,SL Benfica,2008-2013
Petar Musa,SL Benfica,2022-2024
David Neres,SL Benfica,2022-2024
Arthur Cabral,SL Benfica,2023-2025
Jardel,SL Benfica,2011-2021
Nolito,SL Benfica,"2011-2013, 2013-2013"
Karel Poborský,SL Benfica,1998-2001
Rui Costa,SL Benfica,"1990-1990, 1991-1994, 2006-2008"
Konstantinos Katsouranis,SL Benfica,2006-2009
Everton,SL Benfica,2020-2022
Petit,SL Benfica,2002-2008
Javi García,SL Benfica,2009-2012
Sergiy Kandaurov,SL Benfica,1997-2001
Bruno César,SL Benfica,2011-2013
Alfredo Valadas,SL Benfica,1934-1944
Miguel,SL Benfica,2000-2005
Gonçalo Guedes,SL Benfica,"2015-2017, 2023-2023, 2023-2024"
Kerem Aktürkoğlu,SL Benfica,2024-2025
Sergey Yuran,SL Benfica,1991-1994
Luca Waldschmidt,SL Benfica,2020-2021
Ezequiel Garay,SL Benfica,2011-2014
Rui Águas,SL Benfica,"1985-1988, 1990-1994"
Rúben Dias,SL Benfica,2017-2020
Maniche,SL Benfica,"1995-1996, 1999-2002"
André Almeida,SL Benfica,"2011-2011, 2011-2023"
Mário Coluna,SL Benfica,1954-1970
Valdo,SL Benfica,"1988-1991, 1995-1997"
Franco Jara,SL Benfica,"2010-2011, 2012-2012, 2013-2013, 2014-2015"
Nicolás Otamendi,SL Benfica,2020-2025
Rui Jordão,SL Benfica,1971-1976
Zoran Filipovic,SL Benfica,1981-1984
Santana,SL Benfica,1954-1967
Enzo Pérez,SL Benfica,"2011-2012, 2012-2015"
Pacheco,SL Benfica,1987-1993
Donizete,SL Benfica,1996-1997
Diamantino,SL Benfica,"1977-1980, 1982-1990"
Michael Manniche,SL Benfica,1983-1987
Roman Yaremchuk,SL Benfica,2021-2022
Chiquinho,SL Benfica,"2018-2018, 2019-2021, 2021-2022, 2022-2024"
Ola John,SL Benfica,"2012-2014, 2014-2015, 2016-2016, 2017-2017, 2017-2017"
Nemanja Matic,SL Benfica,2011-2014
Zeki Amdouni,SL Benfica,2024-2025
António Simões,SL Benfica,1961-1975
Fredrik Aursnes,SL Benfica,2022-2025
Edgaras Jankauskas,SL Benfica,2002-2002
Edgar,SL Benfica,"1995-1996, 1997-1998"
Miklós Fehér,SL Benfica,2002-2025
António Silva,SL Benfica,2022-2025
Abdelsattar Sabry,SL Benfica,2000-2002
Alan Kardec,SL Benfica,"2010-2011, 2012-2013, 2014-2014"
Gilberto,SL Benfica,2020-2023
Vítor Paneira,SL Benfica,"1987-1987, 1988-1995"
Fábio Coentrão,SL Benfica,"2007-2008, 2008-2008, 2008-2009, 2009-2011"
César Brito,SL Benfica,"1985-1987, 1989-1995"
Tahar El Khalej,SL Benfica,1996-2000
