name,club,periods
Fran Navarro,Gil Vicente FC,2021-2023
Hugo Vieira,Gil Vicente FC,"2009-2012, 2013-2013, 2014-2014, 2020-2020"
João Vilela,Gil Vicente FC,"2006-2006, 2006-2009, 2010-2012, 2013-2015"
Paulinho,Gil Vicente FC,2013-2017
Simy,Gil Vicente FC,2013-2016
Samuel Lino,Gil Vicente FC,2019-2022
Paulo Alves,Gil Vicente FC,"1988-1991, 2001-2005"
Luís Carlos,Gil Vicente FC,"2010-2011, 2011-2013"
Carlitos,Gil Vicente FC,"1989-1997, 1999-2000, 2004-2007, 2010-2011"
Cláudio,Gil Vicente FC,2010-2013
Kanya Fujimoto,Gil Vicente FC,"2020-2022, 2022-2025"
Luís Coentrão,Gil Vicente FC,2002-2008
Rodrigo Galo,Gil Vicente FC,"2008-2011, 2012-2012"
Nandinho,Gil Vicente FC,2002-2007
Murilo de Souza,Gil Vicente FC,2021-2024
Lourency,Gil Vicente FC,2019-2021
Luís Loureiro,Gil Vicente FC,2001-2004
Casquilha,Gil Vicente FC,1997-2005
Avto,Gil Vicente FC,2013-2017
Vítor Carvalho,Gil Vicente FC,"2020-2021, 2021-2023"
Sandro,Gil Vicente FC,2009-2013
André Cunha,Gil Vicente FC,2010-2013
Pecks,Gil Vicente FC,2012-2016
Rúben Fernandes,Gil Vicente FC,2019-2025
Richard Almeyda,Gil Vicente FC,2010-2012
Kódjo Alphonse,Gil Vicente FC,"2014-2014, 2015-2017, 2018-2018"
Carlos,Gil Vicente FC,1999-2002
José Lemos,Gil Vicente FC,1994-2002
Diego Gaúcho,Gil Vicente FC,2006-2009
Rovérsio,Gil Vicente FC,2004-2007
Vítor Gonçalves,Gil Vicente FC,2013-2016
Sérgio Lomba,Gil Vicente FC,1997-2002
Júnior Caiçara,Gil Vicente FC,2010-2012
Nuno Amaro,Gil Vicente FC,2000-2005
Ricardinho,Gil Vicente FC,2014-2018
Zé Carlos,Gil Vicente FC,"2021-2022, 2023-2023, 2023-2025"
Braíma Injai,Gil Vicente FC,2002-2006
Bruno Tiago,Gil Vicente FC,2004-2007
Daniel Faria,Gil Vicente FC,"2001-2006, 2008-2014"
Halisson,Gil Vicente FC,"2011-2013, 2013-2014"
Filipe Fernandes,Gil Vicente FC,"2006-2009, 2010-2011"
Gabriel Moura,Gil Vicente FC,"2013-2015, 2017-2018"
Sandro Costa,Gil Vicente FC,"2008-2009, 2015-2018"
Andrew,Gil Vicente FC,2021-2025
Luís Manuel,Gil Vicente FC,"2007-2008, 2010-2013"
Paulo Arantes,Gil Vicente FC,2003-2013
Denis,Gil Vicente FC,2019-2021
Adriano Facchini,Gil Vicente FC,2011-2015
Paulo Jorge,Gil Vicente FC,1998-2008
