name,club,periods
Joeano,FC Arouca,2011-2013
Rafa Mujica,FC Arouca,2022-2024
Roberto,FC Arouca,"2013-2014, 2014-2016, 2017-2017, 2017-2018"
André Bukia,FC Arouca,"2017-2018, 2018-2019, 2019-2023, 2023-2024"
Cristo,FC Arouca,2023-2024
André Silva,FC Arouca,2019-2022
Oday Dabbagh,FC Arouca,2021-2023
David Simão,FC Arouca,"2013-2016, 2022-2025"
Kiko,FC Arouca,2010-2012
Adílio Santos,FC Arouca,"2017-2022, 2022-2022"
Jason,FC Arouca,2023-2025
Basso,FC Arouca,2019-2023
Walter González,FC Arouca,2016-2017
Jeremie Njock,FC Arouca,2010-2011
Cephas Malele,FC Arouca,2018-2019
Fábio Fortes,FC Arouca,2018-2020
André Claro,FC Arouca,2012-2015
Morlaye Sylla,FC Arouca,2022-2025
Nuno Coelho,FC Arouca,2013-2018
Kuca,FC Arouca,2016-2017
Luís Pinto,FC Arouca,2012-2013
Antony,FC Arouca,"2021-2023, 2023-2023"
Nuno Valente,FC Arouca,2015-2018
Arsénio,FC Arouca,2021-2023
Babanco,FC Arouca,2010-2012
Hélder,FC Arouca,2007-2012
Maurides,FC Arouca,2015-2016
Jorge Leitão,FC Arouca,2009-2012
Victor Massaia,FC Arouca,2018-2019
Sema Velázquez,FC Arouca,"2015-2017, 2021-2023"
Diogo Santos,FC Arouca,2010-2012
Roberto,FC Arouca,2011-2012
Pintassilgo,FC Arouca,2013-2016
Jorginho,FC Arouca,"2016-2017, 2017-2017"
Alan Ruiz,FC Arouca,2022-2023
Clemente,FC Arouca,2012-2013
Ivo Rodrigues,FC Arouca,"2015-2016, 2024-2025"
Tiago Esgaio,FC Arouca,"2021-2024, 2024-2025"
Bruno Amaro,FC Arouca,2013-2015
Alfonso Trezza,FC Arouca,2023-2025
Henrique Araújo,FC Arouca,2024-2025
Heliardo,FC Arouca,"2018-2020, 2020-2021, 2022-2022"
Adilson Goiano,FC Arouca,2015-2017
Hugo Monteiro,FC Arouca,"2010-2015, 2015-2016, 2016-2016"
Eboue Kouassi,FC Arouca,"2021-2022, 2023-2025"
Miguel Oliveira,FC Arouca,2012-2015
Lassad Nouioui,FC Arouca,2013-2014
Bruninho,FC Arouca,2009-2012
Mika,FC Arouca,2012-2014
Rafael Crivellaro,FC Arouca,2016-2017
Lucas Lima,FC Arouca,2015-2016
Stevan Kovacevic,FC Arouca,2012-2014
Güven Yalçın,FC Arouca,2024-2025
Aleksandar Palocevic,FC Arouca,2017-2018
Serginho,FC Arouca,"2013-2015, 2015-2015"
Gegé,FC Arouca,2015-2017
Iuri Medeiros,FC Arouca,2015-2015
Barnes Osei,FC Arouca,2017-2018
Bruno Marques,FC Arouca,2022-2023
Amessan,FC Arouca,2012-2012
Valdumar,FC Arouca,2019-2020
Gabi,FC Arouca,2012-2013
Tomané,FC Arouca,2017-2017
Rui Areias,FC Arouca,2017-2018
Rui Sampaio,FC Arouca,2014-2015
Pedro Santos,FC Arouca,2023-2025
Thales Oleques,FC Arouca,2018-2022
Romeu Torres,FC Arouca,2011-2012
Leandro Silva,FC Arouca,"2020-2021, 2021-2022"
Bijou,FC Arouca,2012-2013
Cristian Ceballos,FC Arouca,2013-2014
Miguel Ângelo,FC Arouca,2011-2013
André Soares,FC Arouca,2010-2011
Edu Souza,FC Arouca,
André Salvador,FC Arouca,2019-2020
Hugo Cruz,FC Arouca,2010-2012
Hugo Basto,FC Arouca,2015-2018
Kheireddine Zarabi,FC Arouca,2011-2013
Agustín Vuletich,FC Arouca,2015-2016
Dani Coelho,FC Arouca,2012-2013
Nildo Petrolina,FC Arouca,2014-2016
Jeroen Lumu,FC Arouca,2019-2019
Zequinha,FC Arouca,2015-2017
Mauro Caballero,FC Arouca,2021-2021
Anthony Blondell,FC Arouca,2020-2021
Toni Gomes,FC Arouca,2018-2019
Jubal,FC Arouca,"2016-2017, 2018-2018, 2019-2019, 2019-2019"
Willian Dias,FC Arouca,2019-2019
Diogo Costa,FC Arouca,2019-2021
Pedro Moreira,FC Arouca,2020-2025
Jefre Vargas,FC Arouca,2017-2018
Matías Rocha,FC Arouca,2023-2025
Manuel Arteaga,FC Arouca,2018-2019
Cícero,FC Arouca,2017-2018
Dylan Nandín,FC Arouca,2025-2025
Henrique Martins,FC Arouca,2019-2020
José Fontán,FC Arouca,2024-2025
Chico Lamba,FC Arouca,2024-2025
