name,club,periods
Saviour Godwin,Casa Pia AC,2020-2023
Jota Silva,Casa Pia AC,2021-2022
Clayton,Casa Pia AC,2022-2024
Felippe Cardoso,Casa Pia AC,2023-2024
Nuno Moreira,Casa Pia AC,2024-2025
Malik Abubakari,Casa Pia AC,2020-2021
Leonardo Lelo,Casa Pia AC,2021-2025
Rafael Martins,Casa Pia AC,2022-2023
Cassiano,Casa Pia AC,2024-2025
Yuki Soma,Casa Pia AC,"2023-2023, 2023-2024"
Zach Muscat,Casa Pia AC,2020-2022
Carnejy Antoine,Casa Pia AC,2022-2023
João Vieira,Casa Pia AC,2021-2022
Vitó,Casa Pia AC,2020-2023
Leandro Sanca,Casa Pia AC,2021-2022
Kenidy,Casa Pia AC,"2012-2015, 2019-2020"
Jorge Ribeiro,Casa Pia AC,2019-2020
Jérémy Livolant,Casa Pia AC,2024-2025
Pablo Roberto,Casa Pia AC,2023-2025
Neto,Casa Pia AC,2021-2024
José Embaló,Casa Pia AC,2018-2019
Derick Poloni,Casa Pia AC,2020-2023
João Coito,Casa Pia AC,2010-2020
Yevgeniy Serdyuk,Casa Pia AC,2019-2020
Camilo Triana,Casa Pia AC,"2021-2021, 2021-2022, 2022-2022"
Max Svensson,Casa Pia AC,2024-2025
Gonçalo Gregório,Casa Pia AC,"2015-2016, 2018-2019"
Nermin Zolotić,Casa Pia AC,2020-2025
Lucas Soares,Casa Pia AC,2021-2023
Gaizka Larrazabal,Casa Pia AC,2023-2025
Miguel Bandarra,Casa Pia AC,2018-2019
Platiny,Casa Pia AC,2020-2021
Fernando Andrade,Casa Pia AC,2023-2024
Diego Medeiros,Casa Pia AC,2020-2021
Henrique Pereira,Casa Pia AC,2024-2025
Ousmane Sountoura,Casa Pia AC,2019-2020
Diogo Pinto,Casa Pia AC,2022-2023
Alexandros Voilis,Casa Pia AC,2020-2020
Evandro Roncatto,Casa Pia AC,2018-2020
Mateus Fonseca,Casa Pia AC,2016-2020
João Goulart,Casa Pia AC,2024-2025
Vasco Fernandes,Casa Pia AC,2021-2024
Fernando Varela,Casa Pia AC,2022-2024
Tchamba,Casa Pia AC,"2022-2023, 2023-2025"
Zidane Banjaqui,Casa Pia AC,2021-2022
Telasco Segovia,Casa Pia AC,2023-2025
João Nunes,Casa Pia AC,2022-2024
Marvin Martins,Casa Pia AC,2020-2021
Andrian Kraev,Casa Pia AC,2024-2025
André Lacximicant,Casa Pia AC,2024-2024
Raúl Blanco,Casa Pia AC,"2024-2025, 2025-2025"
Tiago Dias,Casa Pia AC,2023-2025
Léo Bolgado,Casa Pia AC,2022-2023
Bruno Sousa,Casa Pia AC,2020-2021
Hugo Goncalves,Casa Pia AC,2009-2010
Tharcysio,Casa Pia AC,2019-2020
Rodrigo Dantas,Casa Pia AC,2019-2020
Ença Fati,Casa Pia AC,2021-2021
Samuel Obeng,Casa Pia AC,2024-2025
Ruben Kluivert,Casa Pia AC,2024-2025
Martim Maia,Casa Pia AC,2019-2020
Kikas,Casa Pia AC,2018-2020
Yan Eteki,Casa Pia AC,"2022-2023, 2023-2023"
Christian,Casa Pia AC,2020-2021
Samuel Justo,Casa Pia AC,2023-2024
Tiago Rente,Casa Pia AC,2014-2015
Sávio Roberto,Casa Pia AC,2019-2021
Anderson Cordeiro,Casa Pia AC,2022-2023
Alex,Casa Pia AC,2020-2021
Artur Serobyan,Casa Pia AC,2023-2024
Andrezinho,Casa Pia AC,2017-2019
Takahiro Kunimoto,Casa Pia AC,2022-2023
Kiki,Casa Pia AC,2023-2025
Hélder Lemos,Casa Pia AC,2006-2013
Nélson Graça,Casa Pia AC,2012-2017
Eduardo,Casa Pia AC,2014-2015
Fábio Jorge,Casa Pia AC,2018-2019
Eduin Quero,Casa Pia AC,2019-2020
João Marreiros,Casa Pia AC,2015-2017
José Semedo,Casa Pia AC,2015-2016
Gonçalo,Casa Pia AC,"2001-2003, 2009-2014"
Samu,Casa Pia AC,2023-2025
Maurício Antunes,Casa Pia AC,2018-2019
Crespo,Casa Pia AC,"2009-2013, 2014-2015"
Nuno Almeida,Casa Pia AC,2012-2015
Iyad Mohamed,Casa Pia AC,2025-2025
Kleis Bozhanaj,Casa Pia AC,2021-2022
Kevin Krygård,Casa Pia AC,2024-2024
Miguel Tavares,Casa Pia AC,2020-2021
Gonçalo Cruchinho,Casa Pia AC,2018-2019
Duarte Coelho,Casa Pia AC,2018-2019
João Freitas,Casa Pia AC,2013-2016
Fábio Pala,Casa Pia AC,"2011-2013, 2013-2014, 2015-2016, 2016-2017"
Martim Águas,Casa Pia AC,2012-2015
Rui Santos,Casa Pia AC,
João Afonso,Casa Pia AC,2018-2019
André Paulo,Casa Pia AC,2016-2019
Isaac Monteiro,Casa Pia AC,"2022-2024, 2024-2025"
Franc Paiva,Casa Pia AC,2018-2018
André Faísca,Casa Pia AC,"2010-2016, 2017-2018"
