name,club,periods
Clemente,CD Santa Clara,2014-2019
Carlos Júnior,CD Santa Clara,"2019-2020, 2020-2021"
Osama Rashid,CD Santa Clara,2017-2021
Hugo Henrique,CD Santa Clara,2004-2007
Pedro Pacheco,CD Santa Clara,"2003-2005, 2007-2009, 2010-2019"
Fernando Andrade,CD Santa Clara,2017-2019
Basílio Almeida,CD Santa Clara,"2005-2008, 2011-2012"
Rafael Batatinha,CD Santa Clara,"2015-2017, 2018-2018"
Rafael Porcellis,CD Santa Clara,2012-2013
Leandro Tatu,CD Santa Clara,2009-2010
Júlio César,CD Santa Clara,2006-2008
Bruno Almeida,CD Santa Clara,"2022-2023, 2023-2025, 2025-2025"
Accioly,CD Santa Clara,"2006-2008, 2012-2019"
Cryzan,CD Santa Clara,2020-2022
Gabriel Silva,CD Santa Clara,"2022-2023, 2023-2025"
Moreira,CD Santa Clara,2010-2012
Rincón,CD Santa Clara,2008-2010
Hugo Santos,CD Santa Clara,"2004-2005, 2012-2014, 2015-2017"
João Pedro,CD Santa Clara,2002-2003
Zé Manuel,CD Santa Clara,2018-2020
Fabrício Ceará,CD Santa Clara,2002-2004
Nuno Santos,CD Santa Clara,2008-2010
Ricardinho,CD Santa Clara,"2019-2019, 2020-2020, 2021-2025"
Platini,CD Santa Clara,2010-2013
António Oliveira,CD Santa Clara,2008-2010
Guilherme Schettine,CD Santa Clara,"2017-2017, 2017-2018, 2018-2018, 2019-2020"
Vinícius Lopes,CD Santa Clara,"2023-2024, 2024-2025"
Fábio Cardoso,CD Santa Clara,2018-2021
Reguila,CD Santa Clara,2012-2013
Minhoca,CD Santa Clara,"2011-2014, 2017-2019, 2024-2025"
Renan Marques,CD Santa Clara,2009-2012
Figueiredo,CD Santa Clara,1996-2004
Rui Costa,CD Santa Clara,2021-2022
António Livramento,CD Santa Clara,2005-2007
Lincoln,CD Santa Clara,2019-2022
George,CD Santa Clara,1999-2004
Maurinho,CD Santa Clara,2005-2007
Alisson Safira,CD Santa Clara,"2024-2025, 2025-2025"
Kyosuke Tagawa,CD Santa Clara,2022-2023
Danilo Rocha,CD Santa Clara,"2005-2006, 2009-2010"
Brandão,CD Santa Clara,2000-2003
Diogo Siston,CD Santa Clara,2004-2007
Portela,CD Santa Clara,1997-2008
Toñito,CD Santa Clara,2001-2002
Diogo Santos,CD Santa Clara,2016-2019
João Reis,CD Santa Clara,2016-2018
Matheus Babi,CD Santa Clara,2022-2023
Lourenço,CD Santa Clara,2011-2012
Patrick Vouho,CD Santa Clara,"2008-2009, 2015-2015"
Allano,CD Santa Clara,2021-2023
Vítor Silva,CD Santa Clara,2004-2008
Serginho,CD Santa Clara,2012-2013
Mateus,CD Santa Clara,2006-2007
Paulo Henrique,CD Santa Clara,"2014-2015, 2021-2024"
Tiago Leonço,CD Santa Clara,2013-2014
Rúben Saldanha,CD Santa Clara,2016-2018
Rafael Martins,CD Santa Clara,2023-2024
Kall,CD Santa Clara,2006-2008
João Ventura,CD Santa Clara,"2012-2015, 2016-2016, 2017-2017, 2024-2025"
Bruno Lamas,CD Santa Clara,"2018-2020, 2020-2020, 2021-2021"
Denis Pineda,CD Santa Clara,"2016-2017, 2017-2020, 2020-2020"
Hernâni,CD Santa Clara,2008-2010
Serginho,CD Santa Clara,2023-2025
Vítor Vieira,CD Santa Clara,2001-2003
Neto,CD Santa Clara,2008-2010
Pedro Pacheco,CD Santa Clara,2023-2025
João Pedro,CD Santa Clara,2013-2014
Luiz Carlos,CD Santa Clara,2012-2013
Jorge Monteiro,CD Santa Clara,2010-2011
Hidemasa Morita,CD Santa Clara,2021-2022
Reginaldo,CD Santa Clara,"2015-2015, 2015-2016"
João Afonso,CD Santa Clara,2019-2022
Kennedy Boateng,CD Santa Clara,2021-2023
Alex,CD Santa Clara,2010-2013
Ukra,CD Santa Clara,2018-2021
Sidney Lima,CD Santa Clara,2023-2025
Mike,CD Santa Clara,2013-2015
Manuel Godinho,CD Santa Clara,2012-2013
Iván Miner,CD Santa Clara,2000-2004
Sylvestre,CD Santa Clara,2011-2013
Calila,CD Santa Clara,2022-2025
Sandro,CD Santa Clara,1999-2003
Jean Patric,CD Santa Clara,2020-2022
César Martins,CD Santa Clara,2018-2020
André Simões,CD Santa Clara,2011-2013
João Dias,CD Santa Clara,"2008-2010, 2015-2017"
Valter Borges,CD Santa Clara,2008-2010
André Pinto,CD Santa Clara,2008-2009
Paiva,CD Santa Clara,2001-2004
Orestes,CD Santa Clara,2005-2006
Sandro Silva,CD Santa Clara,"2011-2012, 2012-2014"
Nuno Sociedade,CD Santa Clara,"2000-2002, 2002-2010"
Tony Figueira,CD Santa Clara,2012-2013
Andrezinho,CD Santa Clara,2022-2024
Igor Rocha,CD Santa Clara,"2013-2014, 2015-2018"
Edgar Sá,CD Santa Clara,2010-2012
Sérgio Nunes,CD Santa Clara,2001-2004
Bruno Novo,CD Santa Clara,2005-2008
Lico,CD Santa Clara,2008-2010
