name,club,periods
Karim El Berkaoui,Al-Raed SFC,2020-2025
Ismaël Bangoura,Al-Raed SFC,"2016-2019, 2019-2019"
Mohammed Fouzair,Al-Raed SFC,2019-2025
Saleh Al-Shehri,Al-Raed SFC,"2015-2019, 2020-2020"
Yves-Diba Ilunga,Al-Raed SFC,2011-2013
Julio Tavarès,Al-Raed SFC,2022-2024
Fahad Al-Juhani,Al-Raed SFC,2013-2016
Raed Al-Ghamdi,Al-Raed SFC,"2019-2020, 2021-2025"
Amir Sayoud,Al-Raed SFC,2023-2025
Mousa Al-Shamri,Al-Raed SFC,
Meshal Al-Enazi,Al-Raed SFC,"2016-2017, 2017-2017"
Shikabala,Al-Raed SFC,2017-2018
Jalal Daoudi,Al-Raed SFC,2019-2021
Boris Kabi,Al-Raed SFC,2008-2009
Sultan Al-Sawadi,Al-Raed SFC,"2015-2016, 2016-2020"
Ahmad Al-Zain,Al-Raed SFC,2019-2022
Waleed Al-Gizani,Al-Raed SFC,2011-2013
Hassan Al-Tir,Al-Raed SFC,2014-2015
Felipe,Al-Raed SFC,"2009-2010, 2011-2011"
Abdulmajeed Al-Ruwaili,Al-Raed SFC,2009-2012
Issam Erraki,Al-Raed SFC,"2011-2013, 2018-2018"
Arnaud Djoum,Al-Raed SFC,2019-2021
Salaheddine Aqqal,Al-Raed SFC,2010-2011
Abdullah Al-Mogren,Al-Raed SFC,2018-2022
Éder,Al-Raed SFC,2021-2022
Yahya Al-Muslem,Al-Raed SFC,2017-2020
Mohsen Al-Qarni,Al-Raed SFC,2009-2011
Faisal Darwish,Al-Raed SFC,2010-2015
Saleh Al-Amri,Al-Raed SFC,2024-2025
Alexandru Mitriță,Al-Raed SFC,2022-2023
Sager Otayf,Al-Raed SFC,2017-2019
Edison Tarabai,Al-Raed SFC,2018-2018
Amjed Radhi,Al-Raed SFC,2015-2016
Marcos Pizzelli,Al-Raed SFC,2016-2016
Mohammed Al-Sahli,Al-Raed SFC,2019-2021
Marco Pérez,Al-Raed SFC,2019-2021
Jawad Akadar,Al-Raed SFC,
Bruno Moreno,Al-Raed SFC,2013-2014
Ahmed Hammoudan,Al-Raed SFC,2018-2019
Abdulkarim Al-Qahtani,Al-Raed SFC,2016-2017
Hussain Al-Hadhri,Al-Raed SFC,2013-2014
Oumar Gonzalez,Al-Raed SFC,2023-2025
Abdoh Hakami,Al-Raed SFC,2010-2012
Nemanja Nikolic,Al-Raed SFC,2020-2021
Daniel Amora,Al-Raed SFC,2016-2019
Jehad Al-Hussien,Al-Raed SFC,2019-2020
N'Diaye Papa Waigo,Al-Raed SFC,2014-2015
Husein Al-Shuwaish,Al-Raed SFC,"2013-2014, 2015-2021"
Mohammed Al-Amri,Al-Raed SFC,"2015-2016, 2016-2020"
Ferhan Hasani,Al-Raed SFC,2018-2019
Wander Luiz,Al-Raed SFC,2017-2018
Saeed Al-Mowalad,Al-Raed SFC,2016-2017
Yahya Sunbul,Al-Raed SFC,2021-2025
Abdullah Al-Shamekh,Al-Raed SFC,"2015-2016, 2017-2019"
Ronnie Fernández,Al-Raed SFC,2021-2021
Damjan Djokovic,Al-Raed SFC,2022-2023
Abdulaziz Al-Kalthem,Al-Raed SFC,
Ahmad Najr Al-Harbi,Al-Raed SFC,
Eid Al-Farsi,Al-Raed SFC,2015-2016
Abdullah Al-Shehan,Al-Raed SFC,2009-2010
Majed Al-Muwallid,Al-Raed SFC,
Leandro Sena,Al-Raed SFC,2009-2009
Mazen Al-Faraj,Al-Raed SFC,"2000-2011, 2011-2011"
Anas Bani Yaseen,Al-Raed SFC,2014-2015
Ahmad Al-Hderme,Al-Raed SFC,2011-2013
Gilmar,Al-Raed SFC,2016-2017
Ilombe Mboyo,Al-Raed SFC,2019-2019
Janvier Abouta,Al-Raed SFC,
Abdulilah Hawsawi,Al-Raed SFC,
Hamad Al-Hamad,Al-Raed SFC,2015-2016
Adriano Alves,Al-Raed SFC,2016-2017
Mathias Normann,Al-Raed SFC,2023-2025
Mansor Al-Beshe,Al-Raed SFC,"2021-2022, 2022-2024"
Issoumaila Dao,Al-Raed SFC,2013-2014
Yassine El Ghanassy,Al-Raed SFC,2018-2019
Saleh Abdulhameed,Al-Raed SFC,2008-2009
Reinaldo,Al-Raed SFC,2011-2012
Ahmad Al-Kaabi,Al-Raed SFC,2011-2013
Rayan Belal,Al-Raed SFC,2012-2013
Charles,Al-Raed SFC,2010-2011
Bader Al-Sulaiteen,Al-Raed SFC,2017-2019
Xuxa,Al-Raed SFC,2012-2013
Bruno Luiz,Al-Raed SFC,2010-2010
Pablo Santos,Al-Raed SFC,2022-2023
Abdulaziz Al-Jebreen,Al-Raed SFC,2022-2024
Alexis Mendomo,Al-Raed SFC,2013-2015
Kanu,Al-Raed SFC,2019-2019
Salman Al-Sibyani,Al-Raed SFC,2014-2015
Naji Majrashi,Al-Raed SFC,2011-2012
Faris Al-Ayaf,Al-Raed SFC,2014-2018
Nayef Hazazi,Al-Raed SFC,2021-2025
