name,club,periods
Mukhtar Fallatah,Al-Wehda FC,2016-2017
Youssoufou Niakaté,Al-Wehda FC,"2019-2021, 2022-2022"
Muhannad Assiri,Al-Wehda FC,2006-2013
Essa Al-Mehyani,Al-Wehda FC,2003-2009
Anselmo,Al-Wehda FC,"2018-2021, 2022-2024"
Odion Ighalo,Al-Wehda FC,2023-2025
Craig Goodwin,Al-Wehda FC,"2019-2020, 2023-2025"
Sulaiman Amedu,Al-Wehda FC,2003-2015
Nasser Al-Shamrani,Al-Wehda FC,"2003-2006, 2006-2007"
Ali Awagi,Al-Wehda FC,2014-2016
Ahmed Abdu,Al-Wehda FC,2018-2022
Amir Akrout,Al-Wehda FC,2008-2009
Marcos Guilherme,Al-Wehda FC,2018-2020
Dimitri Petratos,Al-Wehda FC,"2020-2021, 2022-2022"
Luisinho,Al-Wehda FC,2020-2023
Fayçal Fajr,Al-Wehda FC,2022-2024
Abdulaziz Noor,Al-Wehda FC,2022-2025
Ahmed Al Musa,Al-Wehda FC,2006-2012
Kamel Al-Mousa,Al-Wehda FC,"2003-2006, 2006-2010, 2016-2017"
Mohannad Al-Farsi,Al-Wehda FC,2013-2019
Patrick Kazadi,Al-Wehda FC,2004-2006
Rómulo Otero,Al-Wehda FC,2018-2019
Salman Al-Sibyani,Al-Wehda FC,
Alaa Al-Kuwaikabi,Al-Wehda FC,
Kamil Fallatah Al-Mor,Al-Wehda FC,2016-2018
Abdelkarim Benhania,Al-Wehda FC,2010-2012
Renato Chaves,Al-Wehda FC,2018-2020
Hernâni,Al-Wehda FC,2020-2021
Issam Erraki,Al-Wehda FC,2010-2011
Majed Al-Hazzani,Al-Wehda FC,
Hussain Al-Eissa,Al-Wehda FC,"2020-2021, 2022-2025"
Sager Otayf,Al-Wehda FC,2014-2016
Paulo Silva,Al-Wehda FC,2003-2004
Youssef Amyn,Al-Wehda FC,2024-2025
Adolfo Lima,Al-Wehda FC,2015-2017
Jawad El Yamiq,Al-Wehda FC,2023-2025
Óscar Duarte,Al-Wehda FC,2022-2024
Kabongo Kasongo,Al-Wehda FC,2019-2019
Vinícius Reche,Al-Wehda FC,2013-2013
Obeid Al-Dosari,Al-Wehda FC,1993-1999
Rafik Abdessamad,Al-Wehda FC,2009-2010
Karim Yoda,Al-Wehda FC,2022-2023
Hazzaa Al-Ghamdi,Al-Wehda FC,2021-2024
Salman Al-Muwashar,Al-Wehda FC,2011-2014
Yahya Al-Muslem,Al-Wehda FC,2016-2017
Jean-David Beauguel,Al-Wehda FC,2022-2024
Murad Khadhari,Al-Wehda FC,2024-2025
Hatem Bilal,Al-Wehda FC,"2015-2017, 2019-2021, 2021-2022"
Saad Bguir,Al-Wehda FC,2024-2025
Juninho Bacuna,Al-Wehda FC,2024-2025
Ahmad Sharbini,Al-Wehda FC,2013-2013
Mousa Madkhali,Al-Wehda FC,"2014-2019, 2019-2020"
Issam Jebali,Al-Wehda FC,2019-2019
Islam Seraj,Al-Wehda FC,2011-2013
Ernest N'For,Al-Wehda FC,2016-2016
Fernandão,Al-Wehda FC,2018-2019
Gerson Rodrigues,Al-Wehda FC,2022-2023
Abdullah Al-Zoari,Al-Wehda FC,2018-2020
Hamad Ji,Al-Wehda FC,
Fawaz Al-Sqoor,Al-Wehda FC,2018-2020
Abdullah Bilal,Al-Wehda FC,2015-2018
Yahya Naji,Al-Wehda FC,2022-2025
Zouhaier Dhaouadi,Al-Wehda FC,2015-2016
Mootaz Al-Mousa,Al-Wehda FC,2016-2017
Mohamed Bashir,Al-Wehda FC,2012-2013
Jihad Al-Baour,Al-Wehda FC,2015-2017
Talal Al-Khaibari,Al-Wehda FC,1999-2010
Ali Madhali,Al-Wehda FC,"2013-2013, 2015-2015"
Vladimir Vujović,Al-Wehda FC,
Awule Quaye,Al-Wehda FC,
Abdulkhaleq Barnawi,Al-Wehda FC,2004-2016
Khaled Al-Hazmi,Al-Wehda FC,
Felipe,Al-Wehda FC,2010-2011
Abdullah Al-Hafith,Al-Wehda FC,"2020-2021, 2022-2025"
Ala'a Al-Hajji,Al-Wehda FC,2020-2025
Alberto Botía,Al-Wehda FC,2019-2023
Ali Al-Salem,Al-Wehda FC,2024-2025
Muhand Awad,Al-Wehda FC,2016-2016
Fareed Al-Harbi,Al-Wehda FC,2016-2018
Bandar Darwish,Al-Wehda FC,2024-2025
Abdulelah Al-Amri,Al-Wehda FC,2018-2019
Emre Çolak,Al-Wehda FC,2018-2019
Bader Al-Shahrani,Al-Wehda FC,2016-2018
Ibrahim Al-Zubaidi,Al-Wehda FC,2009-2013
Rakan Al-Shamlan,Al-Wehda FC,2019-2020
Zidane Mebarakou,Al-Wehda FC,2019-2019
Mohammed Al-Dahi,Al-Wehda FC,2015-2015
Mishal Al-Alaeli,Al-Wehda FC,2024-2025
Harison,Al-Wehda FC,2009-2009
Hani Al-Gifri,Al-Wehda FC,
Nawaf Al-Azizi,Al-Wehda FC,2023-2025
