name,club,periods
Léandre Tawamba,Al-Taawoun FC,2018-2023
Paul Alo'o Efoulou,Al-Taawoun FC,2013-2016
Abdulfattah Adam,Al-Taawoun FC,"2018-2019, 2023-2025"
Musa Barrow,Al-Taawoun FC,2023-2025
Kaku,Al-Taawoun FC,2021-2023
Héldon,Al-Taawoun FC,2018-2020
Cédric Amissi,Al-Taawoun FC,2017-2022
João Pedro,Al-Taawoun FC,2023-2025
Jehad Al-Hussien,Al-Taawoun FC,2014-2019
Abdulmajeed Al-Ruwaili,Al-Taawoun FC,"2015-2016, 2018-2018"
Bader Al-Khames,Al-Taawoun FC,2014-2016
Sumayhan Al-Nabit,Al-Taawoun FC,2020-2023
Rabea Al-Sofiani,Al-Taawoun FC,"2016-2016, 2018-2020"
Naif Mousa,Al-Taawoun FC,2014-2019
Mohammed Al-Rashed,Al-Taawoun FC,2012-2013
Abdulmajid Al-Sawat,Al-Taawoun FC,"2017-2017, 2017-2020"
Ricardo Machado,Al-Taawoun FC,2015-2020
Mostafa Fathi,Al-Taawoun FC,"2017-2018, 2022-2022, 2023-2023"
Álvaro Medrán,Al-Taawoun FC,2022-2024
Sandro Manoel,Al-Taawoun FC,"2015-2017, 2017-2017, 2018-2022"
Ismael Al-Maghrabi,Al-Taawoun FC,"2015-2015, 2017-2019"
Fahad Al-Rashidi,Al-Taawoun FC,2019-2023
Iago Santos,Al-Taawoun FC,2020-2022
Ahmad Al-Zain,Al-Taawoun FC,2015-2017
Nildo Petrolina,Al-Taawoun FC,2019-2020
Alassane N'Diaye,Al-Taawoun FC,2017-2017
Dejan Rusic,Al-Taawoun FC,"2011-2011, 2012-2013"
Adnan Fallatah,Al-Taawoun FC,2013-2016
Aschraf El Mahdioui,Al-Taawoun FC,2022-2025
Mateus,Al-Taawoun FC,2023-2025
Vinícius Reche,Al-Taawoun FC,2013-2014
Saeed Al-Dosari,Al-Taawoun FC,2016-2019
Sultan Mandash,Al-Taawoun FC,"2020-2020, 2024-2025"
Luvannor,Al-Taawoun FC,2021-2022
Mounir El Hamdaoui,Al-Taawoun FC,2016-2017
Mohammed Al-Kuwaykibi,Al-Taawoun FC,"2024-2024, 2024-2025"
Alhaji Kamara,Al-Taawoun FC,2017-2018
Talal Al-Absi,Al-Taawoun FC,2015-2020
Hassan Kadesh,Al-Taawoun FC,2020-2023
Mohammed Al-Saiari,Al-Taawoun FC,2017-2017
Flávio,Al-Taawoun FC,"2022-2023, 2023-2024, 2024-2025"
Waleed Al-Ahmad,Al-Taawoun FC,2023-2025
Salaheddine Aqqal,Al-Taawoun FC,2011-2012
Hussein Al-Nagai,Al-Taawoun FC,2011-2012
Saad Al-Nasser,Al-Taawoun FC,"2022-2023, 2023-2025"
Jufain Al-Bishi,Al-Taawoun FC,2017-2019
Migen Memelli,Al-Taawoun FC,2011-2012
Ahmad Mefleh,Al-Taawoun FC,2012-2013
Mensur Kurtisi,Al-Taawoun FC,2010-2011
Andrei Girotto,Al-Taawoun FC,2023-2025
Ibrahim Al-Zubaidi,Al-Taawoun FC,2016-2021
Madallah Al-Olayan,Al-Taawoun FC,2014-2020
Ali Al-Turki,Al-Taawoun FC,2009-2011
Khaled Al-Zylaeei,Al-Taawoun FC,2015-2016
Hadj Bouguèche,Al-Taawoun FC,2012-2013
Abdulmalik Al-Oyayari,Al-Taawoun FC,2021-2024
Abdoulaye Sané,Al-Taawoun FC,2020-2021
Abdullah Al-Jawaey,Al-Taawoun FC,"2019-2020, 2020-2021"
Sattam Al-Roqi,Al-Taawoun FC,"2023-2024, 2025-2025"
Mohamad Amman,Al-Taawoun FC,2011-2012
Ibrahim Al-Talhi,Al-Taawoun FC,2015-2017
Sultan Al-Sawadi,Al-Taawoun FC,2014-2015
Omar Al-Mazial,Al-Taawoun FC,
Yaseen Al-Bakheet,Al-Taawoun FC,2012-2012
Emad Hontol,Al-Taawoun FC,2011-2012
Naif Ahmed Taib Hazazi,Al-Taawoun FC,2017-2018
Sager Otayf,Al-Taawoun FC,2016-2017
Abdullah Radif,Al-Taawoun FC,2022-2023
Renne Rivas,Al-Taawoun FC,2024-2025
Abdulaziz Al-Bishi,Al-Taawoun FC,2017-2018
Mousa Al-Shamri,Al-Taawoun FC,2016-2017
Yazeed Al-Bakr,Al-Taawoun FC,2021-2023
Ahmed Saleh Bahusayn,Al-Taawoun FC,2023-2025
David Ochieng,Al-Taawoun FC,2013-2016
Hassan Al-Omari,Al-Taawoun FC,2021-2023
Ahmed Asiri,Al-Taawoun FC,2019-2022
Shadi Abu Hash'hash,Al-Taawoun FC,"2010-2011, 2013-2015"
Abdullah Al-Shammari,Al-Taawoun FC,2013-2017
Mahmoud Moaz,Al-Taawoun FC,2013-2017
Sakir Redzepi,Al-Taawoun FC,2011-2012
Ali Al-Namer,Al-Taawoun FC,2020-2022
Turki Al-Mutairi,Al-Taawoun FC,2022-2023
Lucian Sânmărtean,Al-Taawoun FC,2017-2017
Roger Martínez,Al-Taawoun FC,2025-2025
Majed Hazazi,Al-Taawoun FC,"2010-2011, 2013-2015"
Abdalrazaq Hossin,Al-Taawoun FC,
Bader Al-Kharashi,Al-Taawoun FC,2013-2014
Mansour Al-Muwallad,Al-Taawoun FC,"2019-2020, 2020-2020"
Abdelhamid Sabiri,Al-Taawoun FC,2025-2025
Malek Al-Abdulmenem,Al-Taawoun FC,"2020-2021, 2022-2022"
Rayan Belal,Al-Taawoun FC,2014-2015
Hussein Al-Shehri,Al-Taawoun FC,2010-2012
Abdulmalek Al-Shammari,Al-Taawoun FC,"2023-2024, 2025-2025"
Hamad Al-Hamad,Al-Taawoun FC,2011-2011
Zé Luís,Al-Taawoun FC,2022-2022
