name,club,periods
Myziane Maolida,Al-Kholood Club,2024-2025
Ahmed Yasin,Al-Kholood Club,2023-2024
Mohammed Sawaan,Al-Kholood Club,"2021-2023, 2023-2025"
Arthur Rezende,Al-Kholood Club,2023-2024
Mariano Vázquez,Al-Kholood Club,2023-2024
Uilliam,Al-Kholood Club,2023-2023
Sultan Al-Shehri,Al-Kholood Club,2020-2025
Jackson Muleka,Al-Kholood Club,2024-2025
Roberto Dias,Al-Kholood Club,2022-2024
Álex Collado,Al-Kholood Club,2024-2025
Alain Akono,Al-Kholood Club,2022-2023
Saud Al-Rashid,Al-Kholood Club,2023-2024
Riyadh Al-Ibrahim,Al-Kholood Club,2024-2024
Jamaan Al-Dosari,Al-Kholood Club,"2022-2025, 2025-2025"
Jhonnattann,Al-Kholood Club,2022-2023
Hammam Al-Hammami,Al-Kholood Club,2024-2025
William Troost-Ekong,Al-Kholood Club,2024-2025
Abdullah Hadhereti,Al-Kholood Club,2022-2023
Abdulmajeed Obaid,Al-Kholood Club,2022-2023
Samuel Armenteros,Al-Kholood Club,2023-2024
Aliou Dieng,Al-Kholood Club,2024-2025
Khemais Maaouani,Al-Kholood Club,2021-2023
Mazen Hussain Al-Suwailem,Al-Kholood Club,2023-2024
Moaid Al-Telihi,Al-Kholood Club,2018-2024
Abdulrahman Al-Safari,Al-Kholood Club,2024-2025
Bassem Al-Arini,Al-Kholood Club,2024-2025
Muhadjiri Hakizimana,Al-Kholood Club,2022-2023
Nikola Stojiljkovic,Al-Kholood Club,2024-2024
Afonso Taira,Al-Kholood Club,2023-2024
Hamdan Al-Shammrani,Al-Kholood Club,2024-2025
Ahmed Al-Hafiz,Al-Kholood Club,2021-2024
Abdullah Al-Hawsawi,Al-Kholood Club,2024-2025
Majed Al-Najrani,Al-Kholood Club,2023-2023
Malik Asselah,Al-Kholood Club,2022-2023
Zaid Al-Anazi,Al-Kholood Club,2025-2025
Jiloan Hamad,Al-Kholood Club,2023-2023
Ambrose Ochigbo,Al-Kholood Club,2025-2025
Majed Khalifa,Al-Kholood Club,2024-2025
Mahmood Albuhassan,Al-Kholood Club,2022-2023
Salah Al-Banali,Al-Kholood Club,2024-2024
Abdulrahman Al-Shereaf,Al-Kholood Club,2022-2023
Abdullah Masoud,Al-Kholood Club,"2023-2024, 2025-2025"
Mohammed Mazyad Al-Shammari,Al-Kholood Club,2024-2025
Fahad Al-Dossari,Al-Kholood Club,2023-2023
Abdulmajeed Al-Rashidi,Al-Kholood Club,2021-2023
Abdullah Al-Rashidi,Al-Kholood Club,2024-2025
Farhah Al-Shamrani,Al-Kholood Club,2024-2025
Mohammed Al-Shahrani,Al-Kholood Club,2022-2024
Mohammed Al-Meniqash,Al-Kholood Club,2021-2023
Abdullah Al-Harbi,Al-Kholood Club,2023-2024
Jobson,Al-Kholood Club,2023-2023
Kévin N'Doram,Al-Kholood Club,2024-2025
Jassim Al-Oshbaan,Al-Kholood Club,2022-2025
Nawaf Al-Shuwaier,Al-Kholood Club,"2021-2024, 2024-2025"
Hussein Al-Eissa,Al-Kholood Club,2023-2024
Turki Al-Jalfan,Al-Kholood Club,2022-2024
Tariq Al-Kabe,Al-Kholood Club,2020-2024
Mohammed Jahfali,Al-Kholood Club,2024-2025
Rafael Martins,Al-Kholood Club,2023-2024
Ahmed Al-Nakhli,Al-Kholood Club,2023-2024
Norbert Gyömbér,Al-Kholood Club,2024-2025
Marcelo Grohe,Al-Kholood Club,2024-2025
Hassan Al-Asmari,Al-Kholood Club,2024-2025
Abdulfattah Asiri,Al-Kholood Club,2024-2025
Abdullah Mahbub,Al-Kholood Club,2023-2023
