name,club,periods
Nikola Stojiljkovic,Al-Riyadh SC,2022-2023
Muralha,Al-Riyadh SC,2022-2023
Saleh Al-Abbas,Al-Riyadh SC,2023-2024
Miodrag Gemovic,Al-Riyadh SC,2022-2023
Andre Gray,Al-Riyadh SC,2023-2024
Ibrahim Bayesh,Al-Riyadh SC,2024-2025
Tozé,Al-Riyadh SC,2024-2025
Mohammed Saleh,Al-Riyadh SC,2022-2025
Mohamed Konaté,Al-Riyadh SC,2024-2025
Birama Touré,Al-Riyadh SC,2023-2024
Knowledge Musona,Al-Riyadh SC,2023-2024
Nawaf Al-Habashi,Al-Riyadh SC,2022-2023
Diego Miranda,Al-Riyadh SC,2022-2023
Bernard Mensah,Al-Riyadh SC,2024-2025
Faïz Selemani,Al-Riyadh SC,2024-2025
Oumar Traoré,Al-Riyadh SC,1999-2003
Schwenck,Al-Riyadh SC,2002-2003
Fahad Al-Rashidi,Al-Riyadh SC,2021-2024
Abdulhadi Al-Harajin,Al-Riyadh SC,2023-2024
Didier Ndong,Al-Riyadh SC,2023-2024
Khalifa Ayil Al-Naufli,Al-Riyadh SC,2004-2005
Diene Faye,Al-Riyadh SC,
Lucas Kal,Al-Riyadh SC,2024-2025
Sekou Lega,Al-Riyadh SC,2025-2025
Saad Al-Dosari,Al-Riyadh SC,1997-2000
Moussa N'Daw,Al-Riyadh SC,1999-2000
Cesinha,Al-Riyadh SC,
Jens Cools,Al-Riyadh SC,2022-2022
Omar Al-Ruwaili,Al-Riyadh SC,2023-2023
Khalid Al-Shammari,Al-Riyadh SC,2022-2023
Awad Al-Otabi,Al-Riyadh SC,2010-2011
Amad Al-Hosni,Al-Riyadh SC,2004-2005
Yoann Barbet,Al-Riyadh SC,2024-2025
Fahad Al-Abdulrazzaq,Al-Riyadh SC,2020-2023
Khalid Al-Shuwayyi,Al-Riyadh SC,2022-2024
Mohammed Al-Shwirekh,Al-Riyadh SC,2019-2024
Yahya Al-Shehri,Al-Riyadh SC,2023-2025
Juanmi,Al-Riyadh SC,2023-2024
Ahmed Asiri,Al-Riyadh SC,2023-2025
Ali Al-Zaqan,Al-Riyadh SC,2023-2025
Abdulrahman Al-Shammari,Al-Riyadh SC,2023-2025
Rakan Al-Najjar,Al-Riyadh SC,2022-2024
Abdulaziz Al-Abduassalam,Al-Riyadh SC,2009-2016
Saud Zaydan,Al-Riyadh SC,2025-2025
Enes Sali,Al-Riyadh SC,2025-2025
Abdulaziz Al-Aryani,Al-Riyadh SC,2022-2023
Badar Al-Maimani,Al-Riyadh SC,2004-2005
Bander Hawsawi,Al-Riyadh SC,2010-2022
Moayad Al-Houti,Al-Riyadh SC,2023-2024
Saif Hussain,Al-Riyadh SC,2022-2023
Awadh Khrees,Al-Riyadh SC,2022-2023
Saleh Ali Al-Dosari,Al-Riyadh SC,2010-2015
Sultan Al-Dhahri,Al-Riyadh SC,
Yazeed Al-Bakr,Al-Riyadh SC,2024-2025
Mohammed Al-Shahrani,Al-Riyadh SC,2011-2011
Bader Al-Shahrani,Al-Riyadh SC,
Sami Abdulghani,Al-Riyadh SC,
Talal Jebreen,Al-Riyadh SC,
Fawaz Al-Khaibari,Al-Riyadh SC,2019-2020
Bader Al-Deayea,Al-Riyadh SC,2010-2011
Jumaan Al-Dosari,Al-Riyadh SC,
Awidah Al-Amry,Al-Riyadh SC,2014-2025
Waleed Al-Gizani,Al-Riyadh SC,
Meshaal Al-Mutairi,Al-Riyadh SC,
Rayan Belal,Al-Riyadh SC,
Yahya Shouaf,Al-Riyadh SC,
Abdul Ilah Al-Khaibri,Al-Riyadh SC,2017-2025
Nawaf Al-Hawsawi,Al-Riyadh SC,2024-2025
Marzouq Tambakti,Al-Riyadh SC,2024-2025
Ibrahim Madkhali,Al-Riyadh SC,
Khalid Radhi,Al-Riyadh SC,2001-2006
