name,club,periods
Pato,Al-Okhdood Club,"2022-2023, 2025-2025"
Saviour Godwin,Al-Okhdood Club,2023-2025
Borhane Hakimi,Al-Okhdood Club,2022-2023
Kaká Mendes,Al-Okhdood Club,2020-2023
Andrei Burcă,Al-Okhdood Club,2023-2024
Reinaldo,Al-Okhdood Club,2021-2023
Christian Bassogog,Al-Okhdood Club,2024-2025
Knowledge Musona,Al-Okhdood Club,2024-2025
Léandre Tawamba,Al-Okhdood Club,2023-2024
Masalah Al-Shaekh,Al-Okhdood Club,"2022-2024, 2025-2025"
Álex Collado,Al-Okhdood Club,2023-2024
Ahmed Al-Muwallad,Al-Okhdood Club,2021-2023
Saeed Al-Rubaie,Al-Okhdood Club,"2023-2024, 2024-2025"
Ibrahima Koné,Al-Okhdood Club,2024-2025
Abdulaziz Al-Hatila,Al-Okhdood Club,2021-2025
Saleh Al-Harthi,Al-Okhdood Club,"2018-2022, 2022-2025"
Florin Tănase,Al-Okhdood Club,2023-2024
Saleh Al-Abbas,Al-Okhdood Club,2024-2025
Eid Al-Muwallad,Al-Okhdood Club,2022-2025
Maicon Douglas,Al-Okhdood Club,2021-2023
Yaseen Al-Zubaidi,Al-Okhdood Club,"2024-2024, 2025-2025"
Juan Sebastián Pedroza,Al-Okhdood Club,"2023-2024, 2024-2025"
Hasan Al-Habib,Al-Okhdood Club,2023-2024
Murad Khadhari,Al-Okhdood Club,2023-2024
Hussain Al-Zabdani,Al-Okhdood Club,2017-2025
Hamad Al-Mansour,Al-Okhdood Club,2023-2024
Hussain Al-Masabi,Al-Okhdood Club,2017-2023
Naif Asiri,Al-Okhdood Club,2023-2025
Solomon Kvirkvelia,Al-Okhdood Club,2023-2024
Mohammed Al-Jahif,Al-Okhdood Club,2015-2025
Khalid Al-Magrabi,Al-Okhdood Club,2022-2023
Abdulrahman Al-Rio,Al-Okhdood Club,2023-2024
Sultan Hawsawi,Al-Okhdood Club,2022-2023
Saleh Jamhoor,Al-Okhdood Club,
Abdulaziz Al-Awairdhi,Al-Okhdood Club,2023-2024
Bassel Al-Zerea,Al-Okhdood Club,
Asser Housawi,Al-Okhdood Club,2023-2023
Paulo Vítor,Al-Okhdood Club,2023-2025
Rakan Al-Najjar,Al-Okhdood Club,2024-2025
Rayan Hattan,Al-Okhdood Club,2024-2024
Aseel Abed,Al-Okhdood Club,2022-2023
Saif Balhareth,Al-Okhdood Club,2024-2025
Saud Salem,Al-Okhdood Club,2023-2025
Ghassan Hawsawi,Al-Okhdood Club,2024-2025
Ahmed Mostafa,Al-Okhdood Club,2023-2024
Petros,Al-Okhdood Club,2024-2025
Yousef Al-Zaraia,Al-Okhdood Club,2020-2023
Diego Ferreira,Al-Okhdood Club,2024-2025
Mohammed Al-Saeed,Al-Okhdood Club,2024-2025
Awadh Khamis,Al-Okhdood Club,2023-2025
Sharafi Al-Saleem,Al-Okhdood Club,2022-2024
Damion Lowe,Al-Okhdood Club,2024-2025
Vladimir Stojković,Al-Okhdood Club,2022-2023
Mohanad Al-Qaydhi,Al-Okhdood Club,2024-2025
Jalwi Al-Yami,Al-Okhdood Club,2021-2023
Mohammed Reman,Al-Okhdood Club,2022-2023
Karim Ashraf,Al-Okhdood Club,2024-2025
