name,club,periods
Yasser Al-Qahtani,Al-Hilal SFC,"2005-2011, 2012-2018"
Salem Al-Dawsari,Al-Hilal SFC,"2011-2018, 2018-2025"
Bafétimbi Gomis,Al-Hilal SFC,2018-2022
Mohammad Al-Shalhoub,Al-Hilal SFC,1998-2020
Eduardo,Al-Hilal SFC,2015-2020
Nasser Al-Shamrani,Al-Hilal SFC,"2013-2017, 2017-2017"
Aleksandar Mitrović,Al-Hilal SFC,2023-2025
Thiago Neves,Al-Hilal SFC,"2009-2011, 2011-2012, 2013-2015"
Odion Ighalo,Al-Hilal SFC,2022-2023
Christian Wilhelmsson,Al-Hilal SFC,"2008-2011, 2012-2012"
Nawaf Al-Abed,Al-Hilal SFC,2008-2020
Sami Al-Jaber,Al-Hilal SFC,"1989-2000, 2001-2007"
Omar Khribin,Al-Hilal SFC,"2017-2017, 2017-2019, 2019-2021"
Hussain Al-Ali,Al-Hilal SFC,2001-2005
Malcom,Al-Hilal SFC,2023-2025
Abdullah Jumaan Al-Dossary,Al-Hilal SFC,1996-2007
André Carrillo,Al-Hilal SFC,"2018-2019, 2019-2023"
Byung-soo Yoo,Al-Hilal SFC,2011-2013
Moussa Marega,Al-Hilal SFC,2021-2023
Sergej Milinković-Savić,Al-Hilal SFC,2023-2025
Salman Al-Faraj,Al-Hilal SFC,2008-2024
Marcos Leonardo,Al-Hilal SFC,2024-2025
Saleh Al-Shehri,Al-Hilal SFC,"2019-2020, 2020-2024"
Essa Al-Mehyani,Al-Hilal SFC,2009-2012
Abdullah Al-Zoari,Al-Hilal SFC,2007-2018
Camacho,Al-Hilal SFC,2004-2006
Mohamed Kanno,Al-Hilal SFC,2017-2025
Ali Al-Bulayhi,Al-Hilal SFC,2017-2025
Ahmed Al-Suwailh,Al-Hilal SFC,2004-2010
Wesley,Al-Hilal SFC,2012-2013
Mirel Rădoi,Al-Hilal SFC,2009-2011
Michael,Al-Hilal SFC,2022-2024
Tarik El Taib,Al-Hilal SFC,2006-2009
Ahmed Al-Fraidi,Al-Hilal SFC,2007-2013
Luciano Vietto,Al-Hilal SFC,"2020-2022, 2022-2023"
Mohammad Al-Anbar,Al-Hilal SFC,2003-2010
Youssef El Arabi,Al-Hilal SFC,2011-2012
Aílton,Al-Hilal SFC,2015-2016
Sebastian Giovinco,Al-Hilal SFC,2019-2021
Léo Bonatini,Al-Hilal SFC,"2016-2017, 2018-2018"
Yasser Al-Shahrani,Al-Hilal SFC,2012-2025
Abdulaziz Al-Dawsari,Al-Hilal SFC,"2007-2018, 2018-2019"
Gelmin Rivas,Al-Hilal SFC,2017-2019
Kandia Traoré,Al-Hilal SFC,
Edmilson,Al-Hilal SFC,2001-2002
Mohammed Al-Burayk,Al-Hilal SFC,"2014-2014, 2015-2024"
Marcelo Tavares,Al-Hilal SFC,2004-2008
Abdullah Al-Hamdan,Al-Hilal SFC,2021-2025
Ricardo Pérez,Al-Hilal SFC,2000-2003
Serginho,Al-Hilal SFC,1999-2000
Youssef Al-Salem,Al-Hilal SFC,2013-2016
Rodrigão,Al-Hilal SFC,2007-2007
Omar Al-Ghamdi,Al-Hilal SFC,1999-2010
Adil Hermach,Al-Hilal SFC,"2011-2013, 2013-2014"
Nawaf Al-Temyat,Al-Hilal SFC,1995-2008
Rúben Neves,Al-Hilal SFC,2023-2025
Nasser Al-Dawsari,Al-Hilal SFC,2018-2025
Mohammed Jahfali,Al-Hilal SFC,2015-2024
Osama Hawsawi,Al-Hilal SFC,"2008-2012, 2016-2018"
Jatto Ceesay,Al-Hilal SFC,2003-2005
Ahmed Ali,Al-Hilal SFC,2011-2011
Majed Al-Marshadi,Al-Hilal SFC,"2004-2006, 2006-2014"
Nicolás Milesi,Al-Hilal SFC,2016-2018
