name,club,periods
Abdullah Al-Salem,Al-Khaleej FC,"2013-2017, 2023-2025"
Fábio Martins,Al-Khaleej FC,2023-2025
Jandson,Al-Khaleej FC,"2016-2017, 2018-2018"
Hamza Al-Dardour,Al-Khaleej FC,2014-2015
Sokol Cikalleshi,Al-Khaleej FC,2022-2023
Khaled Narey,Al-Khaleej FC,2023-2025
Mohamed Sherif,Al-Khaleej FC,2023-2025
Hattan Bahebri,Al-Khaleej FC,2014-2016
Husain Turki,Al-Khaleej FC,"2005-2006, 2006-2016"
Konstantinos Fortounis,Al-Khaleej FC,2024-2025
Talal Majrashi,Al-Khaleej FC,2012-2017
Ahmed Al-Mubarak,Al-Khaleej FC,2014-2015
Aminou Bouba,Al-Khaleej FC,"2015-2015, 2015-2016"
Ali Lajami,Al-Khaleej FC,2014-2018
Morato,Al-Khaleej FC,2022-2023
Adama François,Al-Khaleej FC,2016-2017
Sidney Moraes,Al-Khaleej FC,2006-2007
Musab Al-Otaibi,Al-Khaleej FC,2015-2016
Habib Meité,Al-Khaleej FC,2014-2015
Alexander López,Al-Khaleej FC,2016-2017
Lassina Diaby,Al-Khaleej FC,2018-2019
Hisham Al-Dubais,Al-Khaleej FC,"2020-2023, 2023-2023, 2024-2025"
Mansour Hamzi,Al-Khaleej FC,2023-2025
André Poko,Al-Khaleej FC,2022-2023
Lucas Souza,Al-Khaleej FC,2022-2023
Mohammed Al-Mutawa,Al-Khaleej FC,
Fawaz Al-Terais,Al-Khaleej FC,"2018-2019, 2023-2024"
Ivo Rodrigues,Al-Khaleej FC,2023-2024
Raed Al-Ghamdi,Al-Khaleej FC,2017-2017
Woo-young Jung,Al-Khaleej FC,2023-2024
Lisandro López,Al-Khaleej FC,2023-2024
Hassan Al-Raheb,Al-Khaleej FC,
Abbas Shengeeti,Al-Khaleej FC,2015-2017
Ismail Diakite,Al-Khaleej FC,2017-2017
Marwan Hussein,Al-Khaleej FC,2015-2015
Dimitrios Kourbelis,Al-Khaleej FC,2024-2025
Pedro Amaral,Al-Khaleej FC,2023-2023
Samer Salem,Al-Khaleej FC,2015-2016
Mohammed Al-Rashed,Al-Khaleej FC,2015-2016
Abdoulaye Koffi,Al-Khaleej FC,2016-2016
Hassan Al-Qead,Al-Khaleej FC,2018-2019
Jackson,Al-Khaleej FC,
Thomas Murg,Al-Khaleej FC,2025-2025
Abdullah Al-Mohammed,Al-Khaleej FC,2016-2018
Zakaria Al-Sudani,Al-Khaleej FC,2016-2018
Hussain Al-Shaikh,Al-Khaleej FC,
Hossam Al-Jadani,Al-Khaleej FC,2014-2017
Muteb Al-Najrani,Al-Khaleej FC,2017-2021
Abdalellah Hawsawi,Al-Khaleej FC,2023-2024
Aboubacar Sylla,Al-Khaleej FC,2015-2016
Saeed Al-Hamsl,Al-Khaleej FC,2023-2025
Fahad Al-Swailem,Al-Khaleej FC,2014-2017
Hamad Al-Abdan,Al-Khaleej FC,"2022-2023, 2023-2024"
Ali Al-Shoula,Al-Khaleej FC,2017-2020
Khaled Al-Sumairi,Al-Khaleej FC,"2022-2023, 2023-2025"
Saleh Aboulshamat,Al-Khaleej FC,2024-2025
Owen Mwandabai,Al-Khaleej FC,
Abdulaziz Al-Nashi,Al-Khaleej FC,2018-2020
Mustafa Al-Musawi,Al-Khaleej FC,"2016-2017, 2018-2020"
Abdulrahman Al-Dhaferi,Al-Khaleej FC,2019-2020
Youness Elewi Al-Enezi,Al-Khaleej FC,2016-2017
Walid Al-Raja,Al-Khaleej FC,2014-2015
Turky Al-Khudhair,Al-Khaleej FC,2015-2016
Alsény Bangoura,Al-Khaleej FC,2018-2020
Sultan Al-Bishi,Al-Khaleej FC,2018-2019
Bernardo,Al-Khaleej FC,2018-2019
Sahib Al-Abdullah,Al-Khaleej FC,1997-2004
Fahad Al-Rashidi,Al-Khaleej FC,2019-2020
Mohammed Al-Abdullah,Al-Khaleej FC,2024-2025
Abdullah Al-Harbi,Al-Khaleej FC,2019-2023
Riyadh Al-Ibrahim,Al-Khaleej FC,2020-2024
Ayman Fenteany,Al-Khaleej FC,2015-2015
Luai Al-Msjen,Al-Khaleej FC,
Ali Al-Madan,Al-Khaleej FC,2017-2019
Abdullah Al-Zoubi,Al-Khaleej FC,2018-2019
Yan,Al-Khaleej FC,
Samuel Sarfo,Al-Khaleej FC,2019-2022
Walid Azaïez,Al-Khaleej FC,
Sultan Al-Shammari,Al-Khaleej FC,2017-2019
Ahmed Mashqi,Al-Khaleej FC,"2015-2016, 2017-2019"
Gilmar,Al-Khaleej FC,2017-2018
Abdullah Al-Khateeb,Al-Khaleej FC,2017-2019
Claudio Prates,Al-Khaleej FC,2002-2004
Hussain Al-Sultan,Al-Khaleej FC,2025-2025
Malek Al-Darwish,Al-Khaleej FC,"2019-2023, 2023-2024"
Khaled Hamdi,Al-Khaleej FC,2017-2020
Lassad Dridi,Al-Khaleej FC,
Bashar Abdallah,Al-Khaleej FC,
