name,club,periods
Iago Aspas,Celta de Vigo,"2006-2013, 2015-2025"
Vladimir Gudelj,Celta de Vigo,1991-1999
Manuel Hermida,Celta de Vigo,1944-1956
Aleksandr Mostovoy,Celta de Vigo,1996-2004
Mauro,Celta de Vigo,"1950-1950, 1952-1952, 1953-1958"
Pahiño,Celta de Vigo,1943-1948
Francisco Roig,Celta de Vigo,1939-1949
Nolito,Celta de Vigo,"2013-2016, 2020-2022"
Adolfo Atienza,Celta de Vigo,1958-1960
Juan del Pino,Celta de Vigo,1940-1943
Juan Sánchez,Celta de Vigo,"1994-1999, 2004-2006"
Catanha,Celta de Vigo,"2000-2004, 2004-2005"
Pablo Olmedo,Celta de Vigo,"1951-1952, 1953-1960"
Peixe,Celta de Vigo,"1935-1936, 1939-1944"
Santi Mina,Celta de Vigo,"2013-2015, 2019-2022, 2023-2023"
Carlos Torres,Celta de Vigo,1952-1957
Juan Aretio,Celta de Vigo,"1943-1949, 1953-1954"
Valeriy Karpin,Celta de Vigo,1997-2002
David Rodríguez,Celta de Vigo,"2008-2009, 2010-2012, 2013-2014"
Juan Fernández,Celta de Vigo,1969-1980
Manolo Jiménez,Celta de Vigo,1968-1976
Fabián Orellana,Celta de Vigo,"2011-2012, 2013-2017, 2017-2017"
Fernando Baiano,Celta de Vigo,2005-2007
Edú,Celta de Vigo,2000-2004
Maxi Gómez,Celta de Vigo,2017-2019
Gustavo López,Celta de Vigo,1999-2007
Haim Revivo,Celta de Vigo,1996-2000
Benni McCarthy,Celta de Vigo,"1999-2002, 2002-2003"
Mekerle,Celta de Vigo,
Jesuli,Celta de Vigo,2000-2004
Juan Vázquez,Celta de Vigo,1947-1952
Mariano Retamar,Celta de Vigo,1945-1949
Jesús Perera,Celta de Vigo,2005-2008
Fabián Canobbio,Celta de Vigo,"2004-2005, 2005-2008"
Eduardo Sobrado,Celta de Vigo,1948-1951
John Guidetti,Celta de Vigo,"2015-2018, 2018-2018"
Francisco Doblas,Celta de Vigo,1969-1978
Juanín,Celta de Vigo,1948-1953
Nolete,Celta de Vigo,"1932-1936, 1939-1943"
Quique de Lucas,Celta de Vigo,2010-2013
Brais Méndez,Celta de Vigo,2016-2022
Antonio Gausí,Celta de Vigo,1953-1958
Roberto Trashorras,Celta de Vigo,2008-2011
Milorad Ratkovic,Celta de Vigo,1992-1998
Gabriel Lezcano,Celta de Vigo,1967-1976
Santiago Castro,Celta de Vigo,1971-1980
Pichi Lucas,Celta de Vigo,
Abel Fernández Valencia,Celta de Vigo,
Baltazar,Celta de Vigo,1985-1988
Pione Sisto,Celta de Vigo,2016-2020
Álex López,Celta de Vigo,"2009-2015, 2016-2016, 2017-2017"
Jørgen Strand Larsen,Celta de Vigo,"2022-2024, 2025-2025"
Anastasios Douvikas,Celta de Vigo,2023-2025
Julio Prieto,Celta de Vigo,1987-1990
Lyuboslav Penev,Celta de Vigo,1998-2000
Michu,Celta de Vigo,2007-2011
Amarildo,Celta de Vigo,1988-1989
Sebastián Losada,Celta de Vigo,1993-1995
Charles,Celta de Vigo,2013-2015
Cesáreo Rivera,Celta de Vigo,1965-1972
Mori,Celta de Vigo,1975-1984
Mario Bermejo,Celta de Vigo,2011-2014
Savo Milošević,Celta de Vigo,2003-2004
Venancio González,Celta de Vigo,"1933-1936, 1939-1948"
Daniel Wass,Celta de Vigo,2015-2018
José Mosquera,Celta de Vigo,1987-1993
Paco Salillas,Celta de Vigo,1991-1994
Ramón Sanromán,Celta de Vigo,
Zoran Maric,Celta de Vigo,1987-1991
Kamel Ghilas,Celta de Vigo,2008-2009
Dinei,Celta de Vigo,2008-2009
Joaquín Larrivey,Celta de Vigo,2014-2015
Chicha II,Celta de Vigo,"1939-1940, 1941-1942"
Hugo Mallo,Celta de Vigo,2009-2023
Vicente Álvarez,Celta de Vigo,
Tomás Azpeitia,Celta de Vigo,1955-1958
Goran Milojevic,Celta de Vigo,1995-1996
Joan Tomás,Celta de Vigo,2010-2013
Cerdá,Celta de Vigo,
Santiago Vázquez,Celta de Vigo,1950-1953
Gabri Veiga,Celta de Vigo,2019-2023
José Ignacio,Celta de Vigo,2002-2006
Mario Turdó,Celta de Vigo,1999-2001
Pablo Hernández,Celta de Vigo,2014-2018
Augusto Fernández,Celta de Vigo,2012-2016
Mazinho,Celta de Vigo,1996-2000
Manolo Zambrano,Celta de Vigo,1987-1990
Brandãozinho,Celta de Vigo,"1957-1959, 1961-1962"
Nenê,Celta de Vigo,2006-2007
Jandro Castro,Celta de Vigo,"2002-2003, 2003-2005"
Fabiano Soares,Celta de Vigo,1989-1992
Juanfran,Celta de Vigo,1999-2004
Moisés García,Celta de Vigo,1997-1998
Stjepan Andrijasevic,Celta de Vigo,1993-1994
Williot Swedberg,Celta de Vigo,2022-2025
Nene Suárez,Celta de Vigo,1983-1986
Ángel Merino,Celta de Vigo,1994-1997
José Villar Fernández,Celta de Vigo,1950-1961
