name,club,periods
Cristhian Stuani,Girona FC,2017-2025
Jandro Castro,Girona FC,2010-2015
Portu,Girona FC,"2016-2019, 2023-2025"
Felipe Sanchón,Girona FC,"2005-2006, 2009-2009, 2012-2017"
Fran Sandaza,Girona FC,"2014-2015, 2016-2017, 2017-2018"
Artem Dovbyk,Girona FC,2023-2024
Borja García,Girona FC,"2015-2020, 2021-2024"
Javi Acuña,Girona FC,"2011-2012, 2012-2013"
Jaime Mata,Girona FC,2014-2016
Roberto Peragón,Girona FC,2009-2011
Ranko Despotovic,Girona FC,2010-2011
Ferrán Corominas,Girona FC,2011-2012
Álex Granell,Girona FC,2014-2020
Nahuel Bustos,Girona FC,2020-2022
Taty Castellanos,Girona FC,2022-2023
Samuele Longo,Girona FC,2016-2017
Benja,Girona FC,2011-2013
Juanpe,Girona FC,2016-2025
Gerard Bordas,Girona FC,"2013-2013, 2013-2015"
Viktor Tsygankov,Girona FC,2023-2025
Samu Saiz,Girona FC,2019-2023
Mamadou Sylla,Girona FC,2020-2021
Chechu Flores,Girona FC,2001-2011
Savinho,Girona FC,2023-2024
Yangel Herrera,Girona FC,"2022-2023, 2023-2025"
Valery Fernández,Girona FC,"2016-2017, 2019-2024, 2025-2025"
Luso,Girona FC,2010-2013
David Timor,Girona FC,"2013-2014, 2017-2018"
Aday Benítez,Girona FC,2014-2021
Jito,Girona FC,2007-2009
Arnau Martínez,Girona FC,"2019-2020, 2021-2025"
Micki Albert,Girona FC,2006-2008
Alfredo Ortuño,Girona FC,2014-2014
Iván Martín,Girona FC,"2022-2023, 2023-2025"
Cristian Herrera,Girona FC,2016-2017
Rubén Alcaraz,Girona FC,"2015-2017, 2018-2018"
Aleix García,Girona FC,"2017-2019, 2021-2024"
Dani Tortolero,Girona FC,2009-2012
David López,Girona FC,2022-2025
Florian Lejeune,Girona FC,"2014-2015, 2015-2016"
Bernardo Espinosa,Girona FC,"2017-2019, 2020-2024"
Moha,Girona FC,2009-2012
Pedro Alcalá,Girona FC,2015-2020
Eloi Amagat,Girona FC,"2004-2005, 2005-2006, 2007-2008, 2009-2009, 2012-2018"
Jairo Morillas,Girona FC,2015-2016
Dani Nieto,Girona FC,2011-2012
Migue,Girona FC,2007-2014
Arnal Conde,Girona FC,2007-2009
Albert Serra,Girona FC,"2005-2009, 2010-2011"
Miguel Gutiérrez,Girona FC,2022-2025
Juanlu Hens,Girona FC,2011-2015
Marc Gual,Girona FC,2019-2020
David Cañas,Girona FC,2008-2010
Jordi Matamala,Girona FC,"2002-2006, 2007-2010, 2013-2014"
Gabriel Gómez,Girona FC,2008-2010
Richy,Girona FC,2011-2017
Kiko Olivas,Girona FC,2015-2017
Eric García,Girona FC,2023-2024
Álex Baena,Girona FC,2021-2022
Jonás Ramalho,Girona FC,"2013-2014, 2014-2015, 2016-2021, 2021-2021"
Yan Couto,Girona FC,"2020-2021, 2022-2024"
Rodrigo Riquelme,Girona FC,2022-2023
Dejan Lekic,Girona FC,2016-2016
Jordi Xumetra,Girona FC,2006-2010
Albert Dorca,Girona FC,2005-2012
David Juncà,Girona FC,"2011-2015, 2021-2022"
Jofre Mateu,Girona FC,2012-2014
Enric Franquesa,Girona FC,2020-2021
Pere Pons,Girona FC,"2012-2014, 2014-2019"
Yoel Bárcenas,Girona FC,2020-2021
Marcos Tébar,Girona FC,"2010-2010, 2010-2013"
Santiago Bueno,Girona FC,2019-2023
Abel Ruiz,Girona FC,2024-2025
Bryan Gil,Girona FC,2024-2025
Gerard López,Girona FC,2009-2011
Bojan Miovski,Girona FC,2024-2025
Donny van de Beek,Girona FC,2024-2025
Alberto Manga,Girona FC,2008-2010
Choco Lozano,Girona FC,"2018-2019, 2020-2020"
Toni Moral,Girona FC,2012-2013
Antonio Calle,Girona FC,2009-2010
Daley Blind,Girona FC,2023-2025
Monchu,Girona FC,2020-2021
Jonathan Soriano,Girona FC,2019-2020
Michael Olunga,Girona FC,2017-2018
Pablo Moreno,Girona FC,"2020-2021, 2021-2022"
Seydou Doumbia,Girona FC,2018-2019
Igor,Girona FC,2009-2009
Reinier,Girona FC,2022-2023
Rubén Sobrino,Girona FC,2015-2016
Brandon Thomas,Girona FC,2020-2020
Raúl Martín,Girona FC,2008-2009
Brian Sarmiento,Girona FC,2009-2009
Ion Vélez,Girona FC,2011-2013
Arnaut Danjuma,Girona FC,2024-2025
Ladislav Krejci,Girona FC,2024-2025
Luis Larios,Girona FC,2007-2008
