name,club,periods
Germán Dévora,UD Las Palmas,1962-1978
Carlos Morete,UD Las Palmas,1975-1980
Jonathan Viera,UD Las Palmas,"2010-2012, 2015-2015, 2015-2018, 2019-2019, 2021-2024"
Rubén Castro,UD Las Palmas,"2000-2004, 2018-2020"
Marcos Márquez,UD Las Palmas,2005-2010
Juani,UD Las Palmas,"1974-1983, 1985-1987"
José Manuel León,UD Las Palmas,"1962-1964, 1964-1975"
Sergio Araujo,UD Las Palmas,"2014-2015, 2015-2017, 2017-2017, 2018-2020, 2020-2021"
Jorge Contreras,UD Las Palmas,1983-1989
Gilberto,UD Las Palmas,1962-1973
Pepe Juan,UD Las Palmas,"1972-1977, 1978-1985"
Turu Flores,UD Las Palmas,1996-1998
Orlando,UD Las Palmas,1989-2005
Javi Guerrero,UD Las Palmas,2009-2013
Nauzet Alemán,UD Las Palmas,"2003-2009, 2012-2016"
Teodoro Fernández,UD Las Palmas,1972-1978
Miguel Ángel Brindisi,UD Las Palmas,1976-1978
José Juan,UD Las Palmas,1966-1971
Justo Gilberto,UD Las Palmas,1967-1974
Macario,UD Las Palmas,"1951-1956, 1957-1960"
Manolo Torres,UD Las Palmas,1957-1959
Eloy Jiménez,UD Las Palmas,"1995-1996, 1998-2002"
Momo,UD Las Palmas,"2001-2004, 2012-2019"
Luis Saavedra,UD Las Palmas,
Alexis Trujillo,UD Las Palmas,"1983-1992, 2000-2004"
Daniel Vidal,UD Las Palmas,"1988-1993, 1996-1997"
Vitolo,UD Las Palmas,"2010-2013, 2017-2017, 2022-2023"
Ricardo,UD Las Palmas,1953-1961
Juan Vázquez,UD Las Palmas,1954-1958
Joaquín Peña,UD Las Palmas,1950-1957
Crispin Maciel,UD Las Palmas,1977-1981
Macauley Chrisantus,UD Las Palmas,2012-2014
Narciso Rodríguez,UD Las Palmas,1982-1988
Julio Suárez,UD Las Palmas,1980-1983
Félix Marrero,UD Las Palmas,1974-1988
Sergio Suárez,UD Las Palmas,"2006-2013, 2013-2014"
Andrés González,UD Las Palmas,1986-1989
Juan Carlos Socorro,UD Las Palmas,"1991-2000, 2001-2004"
Pejiño,UD Las Palmas,"2020-2025, 2025-2025"
Juan Guedes,UD Las Palmas,1960-2025
Paco Castellano,UD Las Palmas,1964-1978
Sandro Ramírez,UD Las Palmas,"2022-2023, 2023-2025"
Jesé,UD Las Palmas,"2017-2017, 2021-2022"
David García,UD Las Palmas,2003-2019
Adolfo Soto,UD Las Palmas,1971-1973
Vicente Gómez,UD Las Palmas,2010-2018
Adolfo Atienza,UD Las Palmas,1955-1957
Luis Tevenet,UD Las Palmas,"1999-2000, 2001-2002"
Jorge Larraz,UD Las Palmas,1957-1960
Renaldo,UD Las Palmas,1998-2000
Josico,UD Las Palmas,"1998-2002, 2009-2011"
Jorge Larena,UD Las Palmas,"1997-2002, 2008-2011"
Carmelo,UD Las Palmas,2001-2005
Siro Darino,UD Las Palmas,2002-2010
Tana,UD Las Palmas,"2012-2013, 2013-2019, 2019-2020"
Antonio Guayre,UD Las Palmas,"1999-2001, 2009-2012"
Kirian Rodríguez,UD Las Palmas,"2015-2018, 2019-2025"
Pablo Lago,UD Las Palmas,1999-2002
Walter Pico,UD Las Palmas,1996-1998
Benito Morales,UD Las Palmas,1980-1987
Alberto Moleiro,UD Las Palmas,2021-2025
Martín Marrero,UD Las Palmas,1966-1979
Asdrúbal Padrón,UD Las Palmas,"2013-2016, 2016-2017"
Aythami Artiles,UD Las Palmas,"2003-2007, 2013-2018, 2019-2021"
Federico Páez,UD Las Palmas,1971-1983
José Parodi,UD Las Palmas,1958-1961
Salomón Rondón,UD Las Palmas,2008-2010
Mauro Quiroga,UD Las Palmas,2010-2012
Álvaro Cejudo,UD Las Palmas,2009-2011
Pedro Vega,UD Las Palmas,"1999-2000, 2001-2004, 2009-2013"
Julio Durán,UD Las Palmas,"1982-1991, 1992-1992"
Roberto Trashorras,UD Las Palmas,2006-2008
Marc Cardona,UD Las Palmas,2022-2025
Trona,UD Las Palmas,1969-1976
Rober González,UD Las Palmas,"2020-2021, 2022-2022"
Maikel Mesa,UD Las Palmas,"2018-2020, 2020-2022"
László Dajka,UD Las Palmas,
Víctor Brito,UD Las Palmas,1980-1983
Marcos Sequeiros,UD Las Palmas,1999-2002
Juanma,UD Las Palmas,2003-2008
Paquito,UD Las Palmas,1992-2001
Hernán Santana,UD Las Palmas,2012-2018
Miguel Ángel,UD Las Palmas,1972-1977
David González,UD Las Palmas,2001-2013
Álvaro Lemos,UD Las Palmas,2018-2024
Saúl Berjón,UD Las Palmas,2008-2010
Alejandro Simionato,UD Las Palmas,1996-1998
Niz,UD Las Palmas,
Benito Ramírez,UD Las Palmas,"2014-2015, 2018-2018, 2019-2025"
Oliver Chinea,UD Las Palmas,1985-1989
José Juan Farias,UD Las Palmas,1978-1987
Felo,UD Las Palmas,
Pedro Bigas,UD Las Palmas,"2015-2018, 2019-2019"
Quique Wolff,UD Las Palmas,1974-1977
Gerardo Miranda,UD Las Palmas,"1976-1981, 1988-1990"
Noly,UD Las Palmas,1972-1982
Ángel Merino,UD Las Palmas,1997-1999
Álvaro,UD Las Palmas,2000-2003
Tomás Olías,UD Las Palmas,1999-2002
Vinny Samways,UD Las Palmas,1996-2002
