name,club,periods
Sabino,CA Osasuna,1953-1963
Ante Budimir,CA Osasuna,"2020-2021, 2021-2025"
Roberto Torres,CA Osasuna,2012-2023
Jan Urban,CA Osasuna,1989-1995
Cuco Ziganda,CA Osasuna,"1987-1991, 1998-2001"
Enrique Martín,CA Osasuna,1979-1988
José Manuel Echeverria,CA Osasuna,
Iván Rosado,CA Osasuna,1999-2005
Javad Nekounam,CA Osasuna,"2006-2012, 2014-2015"
Patxi Rípodas,CA Osasuna,1980-1989
Miguel Sola,CA Osasuna,1985-1992
Patxi Puñal,CA Osasuna,"1996-1999, 2000-2014"
Rubén García,CA Osasuna,"2018-2019, 2019-2025"
Nino,CA Osasuna,2011-2016
Valdo,CA Osasuna,2003-2007
Eugenio Bustingorri,CA Osasuna,1990-1995
Francisco Javier Bayona,CA Osasuna,1977-1985
Ángel Merino,CA Osasuna,1988-1994
José Mari Lumbreras,CA Osasuna,1980-1987
César Palacios,CA Osasuna,1995-2004
Iñaki Muñoz,CA Osasuna,2001-2007
Oier Sanjurjo,CA Osasuna,"2007-2011, 2012-2022"
David García,CA Osasuna,"2015-2018, 2018-2024"
Kike Barja,CA Osasuna,2018-2025
Juanfran Torres,CA Osasuna,2006-2011
César Cruchaga,CA Osasuna,1997-2009
Miguel Flaño,CA Osasuna,2004-2019
Unai García,CA Osasuna,2015-2025
Martín Domínguez,CA Osasuna,1989-1994
Dioni,CA Osasuna,
Iñaki Ibáñez,CA Osasuna,
Lucas Torró,CA Osasuna,"2017-2018, 2020-2025"
Jon Moncayola,CA Osasuna,2019-2025
Pedro Arozarena,CA Osasuna,"1986-1990, 1991-1994"
Aridane Hernández,CA Osasuna,2017-2023
Javier Flaño,CA Osasuna,"2005-2009, 2014-2018"
Ángel Martín,CA Osasuna,"1986-1986, 1986-1995"
José Manuel Yanguas,CA Osasuna,1993-2003
Nacho Vidal,CA Osasuna,"2018-2024, 2024-2025"
Nacho Monreal,CA Osasuna,2006-2011
Pepin,CA Osasuna,
Fermín de Luis,CA Osasuna,1985-1992
Javier Castañeda,CA Osasuna,1980-1991
Josetxo,CA Osasuna,2001-2011
Roberto Santamaría,CA Osasuna,"1985-1985, 1986-1995"
José María Lecumberri,CA Osasuna,"1975-1978, 1979-1988"
Francisco Mina,CA Osasuna,1977-1987
Ricardo,CA Osasuna,"2005-2012, 2013-2013"
Sergio Herrera,CA Osasuna,2017-2025
Juan Cruz,CA Osasuna,2020-2025
