name,club,periods
Míchel,Rayo Vallecano,"1993-1996, 1997-2003, 2006-2012"
Piti,Rayo Vallecano,"2007-2007, 2007-2008, 2008-2013, 2016-2017"
Raúl de Tomás,Rayo Vallecano,"2017-2018, 2018-2019, 2022-2025"
Oscar Trejo,Rayo Vallecano,"2010-2011, 2017-2025"
Bolo,Rayo Vallecano,1999-2004
Álvaro García,Rayo Vallecano,2018-2025
Adrián Embarba,Rayo Vallecano,"2014-2020, 2024-2025"
Sergio Pachón,Rayo Vallecano,2006-2010
Guilherme Alves,Rayo Vallecano,1995-1997
Friedrich Hollaus,Rayo Vallecano,1959-1960
Isi Palazón,Rayo Vallecano,2020-2025
Alberto Bueno,Rayo Vallecano,2013-2015
David Aganzo,Rayo Vallecano,2008-2011
Luis Cembranos,Rayo Vallecano,1999-2004
Elvir Bolic,Rayo Vallecano,2000-2003
Javi Guerra,Rayo Vallecano,2015-2019
Bebé,Rayo Vallecano,"2015-2016, 2018-2018, 2018-2023, 2023-2024"
Emiliano Armenteros,Rayo Vallecano,"2010-2011, 2012-2012, 2018-2018"
Alvarito,Rayo Vallecano,
Diego Klimowicz,Rayo Vallecano,1996-1997
Fernando Morena,Rayo Vallecano,1979-1980
Juan José Collantes,Rayo Vallecano,2004-2010
Onésimo Sánchez,Rayo Vallecano,"1993-1996, 1997-1999"
Coke,Rayo Vallecano,2005-2011
Hugo Sánchez,Rayo Vallecano,1993-1994
Antonio Calderón,Rayo Vallecano,1991-1996
Michu,Rayo Vallecano,2011-2012
Andrija Delibasic,Rayo Vallecano,2010-2013
Rubén Castro,Rayo Vallecano,2009-2010
Manucho,Rayo Vallecano,2014-2018
Toni Polster,Rayo Vallecano,1992-1993
Daniel Aquino,Rayo Vallecano,1995-1996
Léo Baptistão,Rayo Vallecano,"2012-2013, 2014-2015"
Sergio Camello,Rayo Vallecano,"2022-2023, 2023-2025"
Oswaldo González,Rayo Vallecano,
Roberto Peragón,Rayo Vallecano,"1996-1997, 2001-2004"
Santi Comesaña,Rayo Vallecano,2016-2023
Miku,Rayo Vallecano,2015-2017
Jesús Landaburu,Rayo Vallecano,1977-1979
Joaquín Larrivey,Rayo Vallecano,2013-2014
Carlos Llorens,Rayo Vallecano,"1998-2000, 2000-2001, 2006-2009"
Mario Suárez,Rayo Vallecano,2019-2023
Radamel Falcao,Rayo Vallecano,2021-2024
José Francisco Tanco,Rayo Vallecano,
Jozabed Sánchez,Rayo Vallecano,2014-2016
Manuel Canabal,Rayo Vallecano,1999-2000
Mami Quevedo,Rayo Vallecano,2000-2003
Sergi Guardiola,Rayo Vallecano,"2021-2022, 2024-2025"
Raúl Tamudo,Rayo Vallecano,"2011-2012, 2013-2013"
Alejandro Catena,Rayo Vallecano,2019-2023
Jorge de Frutos,Rayo Vallecano,"2020-2020, 2023-2025"
Diego Costa,Rayo Vallecano,2012-2012
Andrés Martín,Rayo Vallecano,"2019-2022, 2022-2023, 2024-2024"
Néstor Susaeta,Rayo Vallecano,2009-2012
Ezequiel Castillo,Rayo Vallecano,1995-1998
Artiles,Rayo Vallecano,1958-1960
Stjepan Andrijasevic,Rayo Vallecano,1995-1998
Pedro Riesco,Rayo Vallecano,1990-1993
Manolo Clares,Rayo Vallecano,1979-1980
José Soto,Rayo Vallecano,1984-1991
Iván Rosado,Rayo Vallecano,1997-1999
Míchel Carrilero,Rayo Vallecano,"1998-2000, 2002-2003"
Álex Moreno,Rayo Vallecano,"2014-2015, 2016-2019"
Antonio Domínguez,Rayo Vallecano,1958-1960
Lass Bangoura,Rayo Vallecano,"2011-2015, 2015-2016, 2016-2018, 2018-2019, 2019-2020, 2020-2020, 2021-2022, 2022-2022"
Roberto Trashorras,Rayo Vallecano,2011-2018
Julio Álvarez,Rayo Vallecano,2002-2003
Antonio Amaya,Rayo Vallecano,"2003-2004, 2004-2009, 2010-2011, 2014-2018"
Luis Marián,Rayo Vallecano,1977-1981
Ramón de Quintana,Rayo Vallecano,"1994-1997, 2000-2003"
Unai López,Rayo Vallecano,"2017-2018, 2021-2022, 2022-2025"
Miguel Albiol,Rayo Vallecano,2004-2009
Randy Nteka,Rayo Vallecano,"2021-2023, 2023-2025"
Yacine Qasmi,Rayo Vallecano,2020-2022
Pablo Sanz,Rayo Vallecano,1997-2004
Santiago Rial,Rayo Vallecano,1976-1981
Juan Villar,Rayo Vallecano,2020-2020
Jean-François Hernandez,Rayo Vallecano,"1998-2000, 2001-2002"
Alejandro Domínguez,Rayo Vallecano,"2012-2013, 2017-2018"
Jordi Ferrón,Rayo Vallecano,"1999-2000, 2002-2002"
Antoñín,Rayo Vallecano,2020-2021
Juanito,Rayo Vallecano,1987-1990
Enrique Francisco,Rayo Vallecano,
Juan Sabas,Rayo Vallecano,1989-1990
Rafael García Cortés,Rayo Vallecano,1990-1992
Florian Lejeune,Rayo Vallecano,"2022-2023, 2023-2025"
José Rivés,Rayo Vallecano,1959-1960
Pathé Ciss,Rayo Vallecano,2021-2025
Juanma Prieto,Rayo Vallecano,1997-1998
Patrick Ebert,Rayo Vallecano,2015-2017
Gaël Kakuta,Rayo Vallecano,"2014-2015, 2018-2019"
Josip Visnjic,Rayo Vallecano,1992-1995
Sergio Korino,Rayo Vallecano,2001-2004
Dave van den Bergh,Rayo Vallecano,1997-2000
Leonardo Ulloa,Rayo Vallecano,2019-2021
José Baroja,Rayo Vallecano,1994-1996
Fabrice Moreau,Rayo Vallecano,1996-1998
Diego Aguirre,Rayo Vallecano,"2014-2014, 2015-2015, 2016-2018"
Joaquín Enguix,Rayo Vallecano,2006-2009
