name,club,periods
Jean-Michel Lesage,Le Havre AC,"1998-2007, 2008-2010"
Alain Caveglia,Le Havre AC,"1994-1996, 2000-2002"
Jean Saunier,Le Havre AC,1958-1959
Philippe Prieur,Le Havre AC,"1981-1986, 1989-1990"
Patrick Martet,Le Havre AC,"1981-1984, 1988-1989"
Joël Tiéhi,Le Havre AC,1987-1994
Alexandre Bonnet,Le Havre AC,2009-2022
Zarko Olarevic,Le Havre AC,1981-1983
Yohann Rivière,Le Havre AC,2011-2014
Guillaume Hoarau,Le Havre AC,"2004-2006, 2007-2008, 2008-2008"
Robert Llorens,Le Havre AC,1982-1988
Kandia Traoré,Le Havre AC,2005-2007
Yvon Douis,Le Havre AC,1959-1961
Pascal Pain,Le Havre AC,1982-1989
Jamal Thiaré,Le Havre AC,2018-2023
Bruno Roux,Le Havre AC,1989-1993
Walid Mesloub,Le Havre AC,2010-2014
Jean-Pascal Fontaine,Le Havre AC,"2007-2010, 2010-2022"
Thomas Deniaud,Le Havre AC,1999-2002
Ignace Valorisek,Le Havre AC,"1948-1953, 1960-1962"
Tino Kadewere,Le Havre AC,"2018-2020, 2020-2020"
Hocine Bouchache,Le Havre AC,1957-1963
Mickaël Le Bihan,Le Havre AC,2013-2015
Eduardo Di Loreto,Le Havre AC,"1953-1955, 1958-1960"
Philippe Jacquet,Le Havre AC,1983-1988
Ryan Mendes,Le Havre AC,2008-2012
Brice Jovial,Le Havre AC,2010-2011
Alessandro Frigerio,Le Havre AC,1937-1939
Jean-Philippe Mateta,Le Havre AC,2017-2018
Amadou Alassane,Le Havre AC,2006-2009
Merry Krimau,Le Havre AC,1985-1986
Tedj Bensaoula,Le Havre AC,1983-1986
Nabil Alioui,Le Havre AC,2020-2024
Mamadou Diallo,Le Havre AC,2009-2011
Teddy Bertin,Le Havre AC,1991-1997
Ghislain Gimbert,Le Havre AC,2015-2017
Cyrille Pouget,Le Havre AC,1997-2000
Alimami Gory,Le Havre AC,2016-2019
Nicolas Huysman,Le Havre AC,1995-1999
André Strappe,Le Havre AC,1958-1961
Thierry Moreau,Le Havre AC,1987-1994
Miladin Becanovic,Le Havre AC,1997-2000
Jean Grumellon,Le Havre AC,1953-1954
John Byrne,Le Havre AC,1988-1990
Michel Hidalgo,Le Havre AC,1952-1954
Mathieu Duhamel,Le Havre AC,2015-2017
Alex Lombardini,Le Havre AC,1951-1954
Geoffrey Malfleury,Le Havre AC,"2012-2013, 2014-2015"
Christophe Lagrange,Le Havre AC,1994-1996
Lys Mousset,Le Havre AC,2012-2016
Joseph Mendes,Le Havre AC,2014-2016
Quentin Cornette,Le Havre AC,2020-2023
Hervé Bugnet,Le Havre AC,2003-2004
Roger Meerseman,Le Havre AC,1951-1952
Zinedine Ferhat,Le Havre AC,2016-2019
Olivier Fauconnier,Le Havre AC,2002-2004
Thierry Uvenard,Le Havre AC,1987-1998
Nikola Nikezic,Le Havre AC,2007-2010
Jean-Pierre Delaunay,Le Havre AC,1985-1999
Henryk Miloszewicz,Le Havre AC,1984-1986
Gia Guruli,Le Havre AC,1992-1994
Badou Gaye,Le Havre AC,1978-1981
David Martot,Le Havre AC,"2002-2007, 2008-2008"
Cédric Daury,Le Havre AC,1994-1996
Nathaël Julan,Le Havre AC,2014-2018
Ladislav Vizek,Le Havre AC,1986-1988
Laurent Ciechelski,Le Havre AC,2000-2004
André Ayew,Le Havre AC,"2023-2024, 2024-2025"
Guy Stéphan,Le Havre AC,1981-1983
Gilbert Carrié,Le Havre AC,1980-1982
Kaj Christiansen,Le Havre AC,1949-1952
Casimir Novotarski,Le Havre AC,1953-1954
Riyad Mahrez,Le Havre AC,2010-2014
Heinrich Vitavsky,Le Havre AC,"1937-1939, 1946-1947"
Stéphane Samson,Le Havre AC,1995-1999
Ibrahim Bá,Le Havre AC,1991-1996
Florent Sinama-Pongolle,Le Havre AC,"2001-2002, 2002-2003"
Hassane Alla,Le Havre AC,2006-2012
Philippe Mahut,Le Havre AC,1989-1993
Ebenezer Assifuah,Le Havre AC,2017-2020
Victor Lekhal,Le Havre AC,"2014-2016, 2016-2023"
Jan Paluch,Le Havre AC,1950-1951
Anthony Le Tallec,Le Havre AC,2002-2003
Jean-Pierre Cyprien,Le Havre AC,1986-1990
Jonathan Jäger,Le Havre AC,2004-2006
James Fanchone,Le Havre AC,2011-2014
Loïc Nestor,Le Havre AC,2007-2012
Jean-Roch Testa,Le Havre AC,"1987-1988, 1992-1992, 1993-1993"
Guillaume Beuzelin,Le Havre AC,1998-2004
Jean-Louis Leonetti,Le Havre AC,1961-1962
André Kana-Biyik,Le Havre AC,1990-1994
Edouard Salzborn,Le Havre AC,1958-1961
Jamel Aït Ben Idir,Le Havre AC,2003-2010
