name,club,periods
Hervé Revelli,AS Saint-Étienne,"1965-1971, 1973-1978"
Salif Keita,AS Saint-Étienne,1967-1972
Rachid Mekhloufi,AS Saint-Étienne,"1954-1958, 1962-1968"
Jean-Michel Larqué,AS Saint-Étienne,1965-1977
Eugène Njo-Léa,AS Saint-Étienne,1952-1959
Patrick Revelli,AS Saint-Étienne,1969-1978
Robert Herbin,AS Saint-Étienne,"1957-1972, 1975-1975"
Michel Platini,AS Saint-Étienne,1979-1982
Georges Bereta,AS Saint-Étienne,1966-1975
Jacques Foix,AS Saint-Étienne,"1953-1956, 1962-1964"
René Alpsteg,AS Saint-Étienne,1944-1953
Romain Hamouma,AS Saint-Étienne,2012-2022
Johnny Rep,AS Saint-Étienne,1979-1983
Ginès Liron,AS Saint-Étienne,1959-1962
Dominique Rocheteau,AS Saint-Étienne,1972-1980
Kees Rijvers,AS Saint-Étienne,"1951-1953, 1955-1957, 1960-1962"
Jacques Santini,AS Saint-Étienne,1969-1981
André Guy,AS Saint-Étienne,1963-1965
Jean-François Larios,AS Saint-Étienne,"1974-1977, 1978-1983"
Bafétimbi Gomis,AS Saint-Étienne,"2003-2005, 2005-2009"
Étienne Mendy,AS Saint-Étienne,1988-1994
René Domingo,AS Saint-Étienne,1949-1964
Pierre-Emerick Aubameyang,AS Saint-Étienne,"2011-2011, 2012-2013"
René Ferrier,AS Saint-Étienne,1955-1965
Philippe Tibeuf,AS Saint-Étienne,1987-1991
Jacques Zimako,AS Saint-Étienne,1977-1981
Pascal Feindouno,AS Saint-Étienne,"2004-2005, 2005-2008"
Antoine Cuissard,AS Saint-Étienne,1947-1952
Alex Dias,AS Saint-Étienne,"1999-2001, 2002-2003"
Wahbi Khazri,AS Saint-Étienne,2018-2022
Lubomir Moravcik,AS Saint-Étienne,1990-1996
Georges Peyroche,AS Saint-Étienne,1955-1961
Robert Beric,AS Saint-Étienne,"2015-2017, 2018-2020"
Dominique Bathenay,AS Saint-Étienne,1973-1978
Koczur Ferry,AS Saint-Étienne,1949-1956
Roger Milla,AS Saint-Étienne,1984-1986
Christian Synaeghel,AS Saint-Étienne,1970-1978
Ferenc Nyers,AS Saint-Étienne,1952-1959
Ilan,AS Saint-Étienne,2006-2010
Max Gradel,AS Saint-Étienne,2011-2015
Loïc Perrin,AS Saint-Étienne,2003-2020
Christian Sarramagna,AS Saint-Étienne,1968-1979
Jean-Louis Zanon,AS Saint-Étienne,1977-1984
Yvon Goujon,AS Saint-Étienne,1954-1959
Christian Lopez,AS Saint-Étienne,1971-1982
André Fefeu,AS Saint-Étienne,1966-1969
Frédéric Piquionne,AS Saint-Étienne,"2004-2005, 2005-2007, 2007-2007"
Denis Bouanga,AS Saint-Étienne,2019-2022
Patrice Garande,AS Saint-Étienne,"1977-1979, 1987-1989"
Jean Oleksiak,AS Saint-Étienne,1955-1963
Aimé Jacquet,AS Saint-Étienne,1960-1973
Dimitri Payet,AS Saint-Étienne,2007-2011
Antoine Rodriguez,AS Saint-Étienne,"1942-1943, 1945-1949, 1950-1950"
Karel Michlowski,AS Saint-Étienne,1949-1951
Roland Mitoraj,AS Saint-Étienne,1958-1970
Brandão,AS Saint-Étienne,2012-2014
Mevlüt Erdinç,AS Saint-Étienne,2013-2015
Roland Wohlfarth,AS Saint-Étienne,1993-1995
Jean-Luc Ribar,AS Saint-Étienne,1983-1987
Bernard Bosquier,AS Saint-Étienne,1966-1971
Yves Triantafilos,AS Saint-Étienne,"1966-1967, 1974-1975"
Osvaldo Piazza,AS Saint-Étienne,1972-1979
Eric Bellus,AS Saint-Étienne,"1979-1982, 1983-1986"
Patrice Carteron,AS Saint-Étienne,"2000-2001, 2001-2005"
Samba N'Diaye,AS Saint-Étienne,"1996-1997, 1999-1999"
Emmanuel Rivière,AS Saint-Étienne,2008-2011
Kévin Monnet-Paquet,AS Saint-Étienne,2014-2021
Jean-Philippe Krasso,AS Saint-Étienne,"2020-2021, 2021-2022, 2022-2023"
Titi Camara,AS Saint-Étienne,1990-1995
Vincent Hognon,AS Saint-Étienne,2002-2007
Arnaud Nordin,AS Saint-Étienne,"2016-2017, 2018-2022"
Pape Sarr,AS Saint-Étienne,1995-2001
Laurent Blanc,AS Saint-Étienne,1993-1995
David Hellebuyck,AS Saint-Étienne,2001-2006
Bernard Lacombe,AS Saint-Étienne,1978-1979
Laurent Paganelli,AS Saint-Étienne,
Bakary Sako,AS Saint-Étienne,"2009-2012, 2022-2022"
Stéphane Pédron,AS Saint-Étienne,1999-2001
Jean-Francois Daniel,AS Saint-Étienne,1981-1987
Rémy Cabella,AS Saint-Étienne,"2017-2018, 2018-2019"
Patrick Revelles,AS Saint-Étienne,1998-2000
Pierre Repellini,AS Saint-Étienne,1969-1980
Léon Alpsteg,AS Saint-Étienne,"1948-1949, 1950-1952"
Nolan Roux,AS Saint-Étienne,2015-2017
Ibrahim Sissoko,AS Saint-Étienne,2023-2025
Roland Guillas,AS Saint-Étienne,1960-1962
Sylvain Kastendeuch,AS Saint-Étienne,1990-1993
Toni Kurbos,AS Saint-Étienne,1985-1986
Bernard Lefèvre,AS Saint-Étienne,1956-1956
