name,club,periods
Victor Nurenberg,OGC Nice,1951-1960
Nenad Bjekovic,OGC Nice,1976-1981
Charly Loubet,OGC Nice,"1963-1969, 1971-1975"
Héctor De Bourgoing,OGC Nice,1959-1963
Jacques Foix,OGC Nice,1956-1961
Joseph Ujlaki,OGC Nice,1953-1958
Omar Barrou,OGC Nice,1956-1963
Jean Courteaux,OGC Nice,"1950-1953, 1954-1955"
Daniel Sanchez,OGC Nice,1972-1981
Leif Eriksson,OGC Nice,1970-1975
Rafael Santos,OGC Nice,1965-1969
Alberto Muro,OGC Nice,1956-1959
Désiré Carre,OGC Nice,1947-1952
Hervé Revelli,OGC Nice,1971-1973
Yvon Giner,OGC Nice,
Jean-Pierre Serra,OGC Nice,1965-1968
Alassane Pléa,OGC Nice,2014-2018
Mario Balotelli,OGC Nice,2016-2019
Jorge Dominguez,OGC Nice,1984-1986
Daniel Bravo,OGC Nice,"1980-1983, 1987-1989, 1999-2000"
Marc Molitor,OGC Nice,1973-1976
Francois Milazzo,OGC Nice,1954-1960
Thomas Larsson,OGC Nice,1982-1985
Darío Cvitanich,OGC Nice,2012-2015
Abdelaziz Ben Tifour,OGC Nice,1948-1953
Fabrice Mège,OGC Nice,"1981-1987, 1990-1991, 1992-1995"
Dick van Dijk,OGC Nice,1972-1974
Bernard Castellani,OGC Nice,1971-1981
Jules Bocandé,OGC Nice,1987-1991
Jacques Faivre,OGC Nice,1956-1960
Josip Katalinski,OGC Nice,1975-1979
Gaëtan Laborde,OGC Nice,2022-2025
Jean-Noël Huck,OGC Nice,1971-1978
Dominique Rustichelli,OGC Nice,1961-2025
Mohamed Chaouch,OGC Nice,1993-1997
Loïc Rémy,OGC Nice,2008-2010
Gilbert Marguerite,OGC Nice,"1981-1982, 1983-1986"
Jean-Pierre Alba,OGC Nice,1956-1962
Bakari Koné,OGC Nice,2005-2008
Roby Langers,OGC Nice,1989-1991
Pär Bengtsson,OGC Nice,1950-1952
Liazid Sandjak,OGC Nice,1992-1995
Christophe Meslin,OGC Nice,2001-2005
Amine Gouiri,OGC Nice,2020-2022
Gérard Buscher,OGC Nice,"1977-1983, 1992-1995"
Carlos Curbelo,OGC Nice,1980-1988
Roger Jouve,OGC Nice,1965-1978
Nambatingue Toko,OGC Nice,1975-1978
James Debbah,OGC Nice,1995-1997
Andy Delort,OGC Nice,"2021-2023, 2023-2023"
Dominique Aulanier,OGC Nice,"1997-1998, 1998-2002"
Oleksandr Bogdan Skotsen,OGC Nice,1948-1950
Vahidin Musemic,OGC Nice,1974-1977
Kasper Dolberg,OGC Nice,"2019-2022, 2022-2023, 2023-2023"
Marama Vahirua,OGC Nice,2004-2007
Abderrazack Ben Mohamed,OGC Nice,1954-1956
Wylan Cyprien,OGC Nice,"2016-2020, 2021-2021"
Osvaldo Dandru,OGC Nice,1959-1964
Lionel Prat,OGC Nice,1999-2001
Eric Bauthéac,OGC Nice,2012-2015
Éric Mouloungui,OGC Nice,2008-2012
Evann Guessand,OGC Nice,"2018-2020, 2021-2022, 2023-2025"
Terem Moffi,OGC Nice,"2023-2023, 2023-2025"
Laurent Gagnier,OGC Nice,1999-2003
René Bocchi,OGC Nice,1975-1981
Dominique Lefebvre,OGC Nice,1983-1986
Antoine Bonifaci,OGC Nice,1948-1953
René Fioroni,OGC Nice,1965-1975
Vincent Scanella,OGC Nice,1957-1962
Hatem Ben Arfa,OGC Nice,2015-2016
Samuel Ipoua,OGC Nice,1992-1996
Pierre Lees-Melou,OGC Nice,2017-2021
Valentin Eysseric,OGC Nice,"2012-2013, 2013-2015, 2016-2017"
Joe Nagbe,OGC Nice,1994-1996
Pablo Rodríguez,OGC Nice,1998-2004
Anthony Mounier,OGC Nice,2009-2012
Jean-Pierre Ascery,OGC Nice,1972-1981
Zlatko Vujovic,OGC Nice,1992-1993
Jean-Pierre Adams,OGC Nice,1973-1977
Antoine Cuissard,OGC Nice,1952-2025
Renato Civelli,OGC Nice,2010-2013
Sammy Traoré,OGC Nice,2002-2006
Thierry Massa,OGC Nice,1971-1978
Lilian Laslandes,OGC Nice,"2003-2004, 2007-2008"
Alexy Bosetti,OGC Nice,"2009-2015, 2016-2016, 2016-2017"
Valère Germain,OGC Nice,2015-2016
Claude Quittet,OGC Nice,1969-1973
David Bellion,OGC Nice,"2006-2006, 2006-2007, 2011-2011"
Jean-Marc Guillou,OGC Nice,1975-1979
Habib Bamogo,OGC Nice,"2007-2008, 2008-2011"
Guy Mengual,OGC Nice,1983-1986
Philippe Mazzuchetti,OGC Nice,1989-1992
Hicham Boudaoui,OGC Nice,2019-2025
Günter Kaltenbrunner,OGC Nice,1970-1972
Abdelmalek Cherrad,OGC Nice,"1998-2000, 2001-2004, 2004-2005, 2005-2005"
