name,club,periods
Just Fontaine,Stade Reims,1956-1962
Carlos Bianchi,Stade Reims,"1973-1977, 1984-1985"
Roger Piantoni,Stade Reims,1957-1964
René Bliard,Stade Reims,1952-1959
Bram Appel,Stade Reims,1949-1954
Jean Vincent,Stade Reims,1956-1964
Cédric Fauré,Stade Reims,"2006-2008, 2009-2012"
Raymond Kopa,Stade Reims,"1951-1956, 1959-1967"
Léon Glovacki,Stade Reims,"1952-1957, 1960-1962"
Pierre Sinibaldi,Stade Reims,1944-1953
Jean-Pierre Bertolino,Stade Reims,"1978-1987, 1993-1996"
Hassan Akesbi,Stade Reims,"1961-1963, 1964-1965"
Francois Calderaro,Stade Reims,1981-1990
Santiago Santamaría,Stade Reims,1974-1980
Francis Méano,Stade Reims,1949-2025
Pierre Flamion,Stade Reims,1944-1950
Armand Penverne,Stade Reims,1947-1959
Jean Templin,Stade Reims,1950-1956
Michel Leblond,Stade Reims,1949-1961
Jean-François Charbonnier,Stade Reims,1978-1984
Bernard Lech,Stade Reims,1971-1975
Paul Sauvage,Stade Reims,1960-1964
Michel Hidalgo,Stade Reims,1954-1957
Boulaye Dia,Stade Reims,2018-2021
Diego Rigonato,Stade Reims,2012-2018
Pablo Chavarría,Stade Reims,2016-2019
Lucien Muller,Stade Reims,"1959-1962, 1968-1970"
Rémi Oudin,Stade Reims,2014-2020
Robert Siatka,Stade Reims,1953-1963
Odaïr Fortes,Stade Reims,2008-2017
Rosario Giannetta,Stade Reims,"1981-1990, 1994-1995"
Gaëtan Charbonnier,Stade Reims,2013-2021
Gaëtan Courtet,Stade Reims,2010-2015
Marshall Munetsi,Stade Reims,2019-2025
Nicolas de Préville,Stade Reims,2013-2016
Grejohn Kyei,Stade Reims,"2014-2018, 2019-2019"
Prince Oniangué,Stade Reims,"2008-2009, 2010-2010, 2013-2016"
Frédéric Lafond,Stade Reims,1980-1989
Tony Giannetta,Stade Reims,"1980-1986, 1993-1995"
Julien Féret,Stade Reims,"2005-2008, 2011-2014"
César-Auguste Laraignée,Stade Reims,1972-1977
Yunis Abdelhamid,Stade Reims,2017-2024
Jean-Luc Arribart,Stade Reims,"1974-1978, 1981-1984"
Didier Jaffres,Stade Reims,1978-1986
Pierre Lechantre,Stade Reims,1981-1984
Albert Batteux,Stade Reims,
Didier Danio,Stade Reims,1986-1990
Aïssa Mandi,Stade Reims,2009-2016
Didier Simon,Stade Reims,1972-1976
Junya Ito,Stade Reims,2022-2025
Robert Rico,Stade Reims,1971-1973
Shiva N'Zigou,Stade Reims,2005-2010
Grzegorz Krychowiak,Stade Reims,"2009-2011, 2012-2014"
Richard Krawczyk,Stade Reims,1970-1976
Louardi Badjika,Stade Reims,1985-1989
Pascal Prince,Stade Reims,1977-1988
Jean-François Jodar,Stade Reims,1967-1975
Jacky Vercruysse,Stade Reims,"1978-1983, 1986-1988"
Georges Lech,Stade Reims,1972-1976
Robert Jonquet,Stade Reims,1945-1960
Arbër Zeneli,Stade Reims,2019-2023
Régis Durand,Stade Reims,1973-1979
Raymond Kaelbel,Stade Reims,1962-1964
Bernard Ducuing,Stade Reims,1975-1978
Gilles Thiéblemont,Stade Reims,1985-1991
Manuel Abreu,Stade Reims,"1979-1983, 1993-1995"
Xavier Chavalerin,Stade Reims,2017-2021
Sylvain Didot,Stade Reims,"1998-2002, 2004-2009"
Bernard Hiegel,Stade Reims,1965-1967
Anthony Weber,Stade Reims,2010-2019
Lucas Deaux,Stade Reims,2006-2012
Raymond Cicci,Stade Reims,1951-1957
Thomas Gamiette,Stade Reims,2008-2011
Daniel Ravier,Stade Reims,1974-1977
Nathanaël Mbuku,Stade Reims,2017-2023
Alain Polaniok,Stade Reims,1976-1980
Antoine Devaux,Stade Reims,2012-2018
Moussa Doumbia,Stade Reims,2018-2022
Wout Faes,Stade Reims,"2020-2020, 2020-2022"
Bruno Rodzik,Stade Reims,1957-1964
Christopher Glombard,Stade Reims,"2010-2011, 2011-2015, 2016-2017"
Patrice Buisset,Stade Reims,1976-1981
Marcel Moreau,Stade Reims,1960-1966
Michel Mathou,Stade Reims,1976-1982
François Haution,Stade Reims,1978-1983
André Betta,Stade Reims,1976-1979
Ghislain Konan,Stade Reims,2018-2022
Emmanuel Agbadou,Stade Reims,2022-2025
Jean-Pierre Brucato,Stade Reims,1970-1976
Habib Baldé,Stade Reims,2005-2009
René Masclaux,Stade Reims,1964-1979
Azor Matusiwa,Stade Reims,2021-2025
