name,club,periods
Gunnar Andersson,Olympique Marseille,1950-1958
Josip Skoblar,Olympique Marseille,"1966-1967, 1969-1975"
Jean-Pierre Papin,Olympique Marseille,1986-1992
Mamadou Niang,Olympique Marseille,2005-2010
Joseph Yegba Maya,Olympique Marseille,1962-1970
Florian Thauvin,Olympique Marseille,"2013-2015, 2016-2016, 2016-2017, 2017-2021"
André-Pierre Gignac,Olympique Marseille,2010-2015
Marc Pascal,Olympique Marseille,1978-1985
Tony Cascarino,Olympique Marseille,1994-1996
Boubacar Sarr,Olympique Marseille,"1975-1976, 1977-1979, 1983-1985"
André Ayew,Olympique Marseille,"2007-2008, 2009-2009, 2010-2015"
Joseph Bonnel,Olympique Marseille,1967-1973
Roger Scotti,Olympique Marseille,1942-1958
Marc Berdoll,Olympique Marseille,1977-1980
Charly Loubet,Olympique Marseille,1969-1971
Loïc Rémy,Olympique Marseille,2010-2013
Albert Emon,Olympique Marseille,1971-1978
Marc Libbra,Olympique Marseille,"1991-1992, 1993-1997"
Franck Sauzée,Olympique Marseille,"1988-1990, 1991-1993"
Didier Couécou,Olympique Marseille,"1969-1969, 1970-1972, 1973-1974"
Vilmos Kohut,Olympique Marseille,1933-1939
Georges Dard,Olympique Marseille,"1937-1937, 1938-1943, 1944-1948, 1949-1954"
Mathieu Valbuena,Olympique Marseille,2006-2014
Hervé Florès,Olympique Marseille,1975-1981
Djibril Cissé,Olympique Marseille,"2006-2007, 2007-2008, 2009-2009"
Philippe Vercruysse,Olympique Marseille,1988-1991
Roger Magnusson,Olympique Marseille,1968-1974
Dominique Rustichelli,Olympique Marseille,
Ibrahima Bakayoko,Olympique Marseille,1999-2003
Michy Batshuayi,Olympique Marseille,2014-2016
Jean Robin,Olympique Marseille,"1938-1943, 1944-1953"
Brandão,Olympique Marseille,"2009-2011, 2011-2011, 2011-2012"
Fabrizio Ravanelli,Olympique Marseille,1997-2000
Valère Germain,Olympique Marseille,2017-2021
Abédi Pelé,Olympique Marseille,"1988-1988, 1990-1993"
Florian Maurice,Olympique Marseille,"1998-2001, 2002-2002"
Chris Waddle,Olympique Marseille,1989-1992
Benoît Cheyrou,Olympique Marseille,2007-2014
Rudi Völler,Olympique Marseille,1992-1994
Lucas Ocampos,Olympique Marseille,"2015-2015, 2015-2016, 2017-2017, 2017-2019"
Jean-Jacques Marcel,Olympique Marseille,1954-1959
Bernard Ferrer,Olympique Marseille,1994-1997
Basile Boli,Olympique Marseille,1990-1994
Taye Taiwo,Olympique Marseille,2005-2011
Morgan Sanson,Olympique Marseille,2017-2021
François Mercurio,Olympique Marseille,1949-1951
Abdoulaye Diallo,Olympique Marseille,1983-1990
Jordan Ayew,Olympique Marseille,"2009-2014, 2014-2014"
Lucho González,Olympique Marseille,2009-2012
Bernard Zénier,Olympique Marseille,1984-1986
Cengiz Ünder,Olympique Marseille,"2021-2022, 2022-2023"
Raul Nogues,Olympique Marseille,1974-1977
Franck Ribéry,Olympique Marseille,2005-2007
Bakari Koné,Olympique Marseille,2008-2010
Clinton N'Jie,Olympique Marseille,"2016-2017, 2017-2019"
Laurent Blanc,Olympique Marseille,1997-1999
Jacky Novi,Olympique Marseille,1967-1973
Daniel Van Buyten,Olympique Marseille,"2001-2004, 2004-2004"
Hatem Ben Arfa,Olympique Marseille,"2008-2010, 2010-2011"
Jean-Marc Ferreri,Olympique Marseille,"1992-1993, 1994-1996"
Robert Pirès,Olympique Marseille,1998-2000
Rémy Cabella,Olympique Marseille,"2015-2016, 2016-2017, 2018-2018"
Bruno Germain,Olympique Marseille,"1988-1991, 1994-1995"
Jean-Louis Zanon,Olympique Marseille,1984-1987
Éric Di Meco,Olympique Marseille,"1980-1986, 1987-1987, 1988-1994"
Chancel Mbemba,Olympique Marseille,2022-2025
Jean-Philippe Durand,Olympique Marseille,1991-1997
Éric Roy,Olympique Marseille,1996-1999
Jean Djorkaeff,Olympique Marseille,1966-1970
Marius Trésor,Olympique Marseille,1972-1980
Samir Nasri,Olympique Marseille,2004-2008
Bernard Bosquier,Olympique Marseille,1971-1974
Luis Henrique,Olympique Marseille,"2020-2022, 2023-2025"
Gilbert Gress,Olympique Marseille,1971-1973
Marcel De Falco,Olympique Marseille,1979-1983
Souleymane Diawara,Olympique Marseille,2009-2014
Titi Camara,Olympique Marseille,1997-1999
Gabriel Heinze,Olympique Marseille,2009-2011
Jordan Veretout,Olympique Marseille,2022-2024
Georges Bereta,Olympique Marseille,1975-1978
Luiz Gustavo,Olympique Marseille,2017-2019
Amine Harit,Olympique Marseille,"2021-2022, 2022-2023, 2023-2025"
Mattéo Guendouzi,Olympique Marseille,"2021-2022, 2022-2023, 2024-2024"
Jean-Charles De Bono,Olympique Marseille,
Didier Deschamps,Olympique Marseille,"1989-1990, 1991-1994"
Olivier Echouafni,Olympique Marseille,1993-1998
Alain Giresse,Olympique Marseille,1986-1988
Lorik Cana,Olympique Marseille,2005-2009
Bouna Sarr,Olympique Marseille,2015-2020
Anders Linderoth,Olympique Marseille,1977-1980
Rod Fanni,Olympique Marseille,"2010-2015, 2016-2018"
Barthélémy Mésas,Olympique Marseille,1951-1958
Jan Paluch,Olympique Marseille,1954-1958
Rolando,Olympique Marseille,2015-2019
Wilson Oruma,Olympique Marseille,2005-2008
