name,club,periods
Valère Germain,Macarthur FC,2023-2025
Ulises Dávila,Macarthur FC,2021-2024
Lachlan Rose,Macarthur FC,2020-2024
Jake Hollman,Macarthur FC,2020-2025
Jed Drew,Macarthur FC,2022-2025
Matt Derbyshire,Macarthur FC,2020-2021
Matthew Millar,Macarthur FC,2022-2024
Al Hassan Touré,Macarthur FC,2021-2023
Tomislav Uskok,Macarthur FC,2021-2025
Marin Jakolis,Macarthur FC,2024-2025
Raphael Borges Rodrigues,Macarthur FC,2023-2024
Daniel De Silva,Macarthur FC,2021-2025
Craig Noone,Macarthur FC,2021-2023
Markel Susaeta,Macarthur FC,2020-2021
Bachana Arabuli,Macarthur FC,2022-2023
Daniel Arzani,Macarthur FC,2022-2023
Bernardo Oliveira,Macarthur FC,2024-2025
Ariath Piol,Macarthur FC,2024-2025
Apostolos Giannou,Macarthur FC,2022-2022
Luke Brattan,Macarthur FC,2024-2025
James Meredith,Macarthur FC,2020-2022
Michael Ruhs,Macarthur FC,2020-2022
Adrian Mariappa,Macarthur FC,2021-2022
Moudi Najjar,Macarthur FC,"2020-2021, 2021-2023"
Charles M'Mombwa,Macarthur FC,2020-2024
Ali Auglah,Macarthur FC,2022-2024
Mark Milligan,Macarthur FC,2020-2021
Denis Genreau,Macarthur FC,2020-2021
Anthony Carter,Macarthur FC,2022-2023
Tommy Oar,Macarthur FC,2020-2022
Loïc Puyo,Macarthur FC,2020-2021
Jonathan Aspropotamitis,Macarthur FC,2022-2024
Kealey Adamson,Macarthur FC,2023-2025
Jake McGing,Macarthur FC,2020-2024
Aleksandar Susnjar,Macarthur FC,2020-2023
Kearyn Baccus,Macarthur FC,2022-2024
Harry Sawyer,Macarthur FC,2024-2025
Dean Bosnjak,Macarthur FC,2024-2025
Jason Romero,Macarthur FC,2023-2023
Tomi Juric,Macarthur FC,2021-2022
Tommy Smith,Macarthur FC,2024-2024
Chris Ikonomidis,Macarthur FC,2024-2025
Jerry Skotadis,Macarthur FC,2022-2024
Beñat Etxebarria,Macarthur FC,2020-2021
Aleksandar Jovanovic,Macarthur FC,2020-2022
Oliver Randazzo,Macarthur FC,2024-2025
Kyle Cimenti,Macarthur FC,2021-2021
Isaac Hovar,Macarthur FC,
Rory Jordan,Macarthur FC,
Joshua Damevski,Macarthur FC,2024-2025
Peter Makrillos,Macarthur FC,2025-2025
Alex Robinson,Macarthur FC,2022-2025
Milislav Popovic,Macarthur FC,2020-2021
Rhys Youlley,Macarthur FC,
Kevin Boli,Macarthur FC,2025-2025
Danijel Nizic,Macarthur FC,2023-2024
Nick Suman,Macarthur FC,2020-2023
Saîf-Eddine Khaoui,Macarthur FC,2025-2025
Joel Bertolissio,Macarthur FC,
Filip Kurto,Macarthur FC,2021-2025
Dino Arslanagic,Macarthur FC,2024-2025
Walter Scott,Macarthur FC,"2020-2021, 2024-2025"
Ivan Vujica,Macarthur FC,2022-2025
Liam Rose,Macarthur FC,"2020-2022, 2024-2025"
Matthew Jurman,Macarthur FC,2023-2025
Clayton Lewis,Macarthur FC,2023-2025
Yianni Nicolaou,Macarthur FC,"2020-2021, 2023-2025"
Oliver Jones,Macarthur FC,2023-2025
Adam Federici,Macarthur FC,2020-2021
Jesper Webber,Macarthur FC,
Antonis Martis,Macarthur FC,2020-2022
Jordon Mutch,Macarthur FC,2021-2022
Ivan Franjic,Macarthur FC,2020-2021
Antony Golec,Macarthur FC,2020-2022
Kristian Popovic,Macarthur FC,2023-2025
Frans Deli,Macarthur FC,2024-2025
