name,club,periods
Adam Le Fondre,Sydney FC,"2018-2020, 2021-2023"
Bobô,Sydney FC,"2016-2018, 2021-2022"
Alex Brosque,Sydney FC,"2006-2011, 2014-2019"
Milos Ninkovic,Sydney FC,2015-2022
Joe Lolley,Sydney FC,2022-2025
Alessandro Del Piero,Sydney FC,2012-2014
Robert Mak,Sydney FC,2022-2024
Trent Buhagiar,Sydney FC,2018-2022
Kosta Barbarouses,Sydney FC,2019-2022
David Carney,Sydney FC,"2005-2007, 2016-2018"
Rhyan Grant,Sydney FC,2009-2025
Anthony Cáceres,Sydney FC,"2019-2019, 2019-2025"
Filip Holosko,Sydney FC,2015-2017
Steve Corica,Sydney FC,2005-2011
Adrian Segecic,Sydney FC,"2022-2023, 2024-2025"
Patrick Wood,Sydney FC,"2020-2025, 2025-2025"
Marc Janko,Sydney FC,2014-2015
Mark Bridge,Sydney FC,"2008-2009, 2009-2012"
Patryk Klimala,Sydney FC,2024-2025
Adrian Mierzejewski,Sydney FC,2017-2018
Fábio Gomes,Sydney FC,2023-2024
Shane Smeltz,Sydney FC,2014-2016
Sasho Petrovski,Sydney FC,2005-2006
David Zdrilic,Sydney FC,2005-2008
Joel Chianese,Sydney FC,2011-2015
Brandon O'Neill,Sydney FC,2015-2020
Bernie Ibini-Isei,Sydney FC,"2014-2015, 2016-2017"
Nick Carle,Sydney FC,"2010-2012, 2013-2015"
Sebastian Ryall,Sydney FC,2009-2018
John Aloisi,Sydney FC,2008-2010
Max Burgess,Sydney FC,"2015-2016, 2021-2025"
Jaiden Kucharski,Sydney FC,2022-2025
Karol Kisel,Sydney FC,"2009-2010, 2011-2012"
Dwight Yorke,Sydney FC,2005-2006
Brett Emerton,Sydney FC,2011-2014
Anas Ouahim,Sydney FC,2024-2025
Shannon Cole,Sydney FC,2008-2012
Siem de Jong,Sydney FC,2018-2019
Jordan Courtney-Perkins,Sydney FC,2023-2025
Ranko Despotovic,Sydney FC,2013-2014
Yairo Yau,Sydney FC,2012-2014
Richard García,Sydney FC,2013-2014
Matt Simon,Sydney FC,2015-2018
Ali Abbas,Sydney FC,2012-2016
Terry Antonis,Sydney FC,2010-2015
Dimitri Petratos,Sydney FC,"2009-2010, 2010-2012"
Elvis Kamsoba,Sydney FC,2021-2022
Douglas Costa,Sydney FC,2024-2025
Paulo Retre,Sydney FC,2017-2023
Joel King,Sydney FC,"2018-2022, 2023-2023, 2023-2025"
Corey Gameiro,Sydney FC,2013-2015
Matthew Bingley,Sydney FC,2005-2006
Ufuk Talay,Sydney FC,2005-2008
Chris Payne,Sydney FC,2008-2010
Milos Dimitrijevic,Sydney FC,2014-2017
Joshua Brillante,Sydney FC,2016-2019
Michael Zullo,Sydney FC,2016-2022
Alex Wilkinson,Sydney FC,2016-2023
Matthew Jurman,Sydney FC,"2008-2011, 2013-2017"
Blake Powell,Sydney FC,2012-2014
Daniel De Silva,Sydney FC,2018-2019
Terry McFlynn,Sydney FC,2005-2014
Luke Brattan,Sydney FC,2019-2024
Christopher Naumoff,Sydney FC,2013-2016
Luke Ivanovic,Sydney FC,2019-2021
Joel Griffiths,Sydney FC,2013-2013
Aaron Calver,Sydney FC,2012-2019
Diego Caballo,Sydney FC,2022-2023
Kofi Danning,Sydney FC,
Kazuyoshi Miura,Sydney FC,2005-2005
Robert Stambolziev,Sydney FC,2015-2016
Jacob Tratt,Sydney FC,"2015-2016, 2018-2019"
Jack Rodwell,Sydney FC,2022-2024
Stuart Musialik,Sydney FC,2008-2011
Mark Rudan,Sydney FC,2004-2008
Harry Van der Saag,Sydney FC,2019-2022
Juho Mäkelä,Sydney FC,2011-2012
Jason Culina,Sydney FC,2012-2013
Sasa Ognenovski,Sydney FC,2014-2015
Hirofumi Moriyasu,Sydney FC,2010-2012
Jacques Faty,Sydney FC,2015-2016
Luke Wilkshire,Sydney FC,2017-2018
Brendan Gan,Sydney FC,2008-2011
Mitchell Mallia,Sydney FC,2011-2014
Matt Thompson,Sydney FC,2013-2014
Alex Parsons,Sydney FC,2022-2023
Andrew Packer,Sydney FC,2005-2006
Marco Tilio,Sydney FC,2019-2020
Tiago Quintal,Sydney FC,2024-2025
Cammy Devlin,Sydney FC,2017-2019
John Buonavoglia,Sydney FC,2005-2006
Reza Ghoochannejhad,Sydney FC,2019-2019
Mark Milligan,Sydney FC,2005-2008
Peter Triantis,Sydney FC,2012-2015
Alex Grant,Sydney FC,2025-2025
Nathan Amanatidis,Sydney FC,2023-2025
Jamie Coyne,Sydney FC,2011-2012
Luciano Narsingh,Sydney FC,2022-2022
