name,club,periods
Craig Goodwin,Adelaide United,"2014-2016, 2018-2019, 2021-2022, 2022-2023"
Bruce Djite,Adelaide United,"2006-2008, 2011-2016"
Hiroshi Ibusuki,Adelaide United,2022-2024
Sergio van Dijk,Adelaide United,"2010-2013, 2016-2016"
Ben Halloran,Adelaide United,"2018-2022, 2022-2024"
Marcelo Carrusca,Adelaide United,2012-2017
Sergio Cirio,Adelaide United,2013-2017
Stefan Mauk,Adelaide United,"2016-2016, 2020-2022, 2024-2025"
Travis Dodd,Adelaide United,2005-2011
Zach Clough,Adelaide United,2022-2025
George Blackwood,Adelaide United,"2017-2020, 2021-2023"
Ryan Kitto,Adelaide United,2016-2025
Pablo Sánchez,Adelaide United,2014-2016
Jerónimo Morales Neumann,Adelaide United,2012-2014
Nikola Mileusnic,Adelaide United,2016-2020
Nestory Irankunda,Adelaide United,2021-2024
Dario Vidosic,Adelaide United,2011-2013
Riley McGree,Adelaide United,"2016-2017, 2019-2020"
Fábio Ferreira,Adelaide United,2012-2015
Luka Jovanovic,Adelaide United,2022-2025
Iain Ramsay,Adelaide United,2010-2013
Tomi Juric,Adelaide United,"2013-2013, 2020-2021"
Mathew Leckie,Adelaide United,2009-2011
Cristiano,Adelaide United,2008-2010
Marcos Flores,Adelaide United,2010-2011
Baba,Adelaide United,2017-2019
Isaías Sánchez,Adelaide United,"2013-2019, 2021-2025"
Fabian Barbiero,Adelaide United,2007-2013
Dylan McGowan,Adelaide United,2014-2017
Jordan Elsey,Adelaide United,"2013-2021, 2024-2025"
Lucas Pantelis,Adelaide United,2004-2011
Awer Mabil,Adelaide United,2013-2015
Cássio,Adelaide United,2007-2014
Mohamed Touré,Adelaide United,2020-2022
Carl Veart,Adelaide United,2003-2004
Fernando,Adelaide United,2005-2007
Kristian Opseth,Adelaide United,2019-2020
Kusini Yengi,Adelaide United,2019-2022
Johan Absalonsen,Adelaide United,2017-2018
Iain Fyfe,Adelaide United,"2009-2011, 2012-2013"
Daniel Adlung,Adelaide United,2017-2018
Bernardo Oliveira,Adelaide United,2021-2024
Nathan Konstandopoulos,Adelaide United,"2015-2016, 2017-2021, 2022-2022"
Robert Cornthwaite,Adelaide United,2005-2011
Apostolos Stamatelopoulos,Adelaide United,2017-2019
Nigel Boogaard,Adelaide United,2010-2015
Al Hassan Touré,Adelaide United,2019-2021
Austin Ayoubi,Adelaide United,2023-2025
Daniel Mullen,Adelaide United,2008-2012
Louis D'Arrigo,Adelaide United,2018-2023
Diego Walsh,Adelaide United,2007-2009
Paul Reid,Adelaide United,2008-2011
Michael Valkanis,Adelaide United,2003-2009
Sergi Guardiola,Adelaide United,2016-2017
Evan Kostopoulos,Adelaide United,2012-2013
Dylan Pierias,Adelaide United,2024-2025
Yaya Dukuly,Adelaide United,"2020-2022, 2024-2025"
Henrique,Adelaide United,2016-2017
Lachlan Barr,Adelaide United,"2013-2015, 2021-2024"
Ken Ilsö,Adelaide United,2018-2019
Vince Lia,Adelaide United,2017-2020
Tarek Elrich,Adelaide United,2013-2018
Javi López,Adelaide United,2020-2025
Ben Warland,Adelaide United,"2014-2018, 2022-2024"
Michael Marrone,Adelaide United,"2009-2010, 2014-2021"
Shengqing Qu,Adelaide United,"2005-2005, 2006-2008"
Bart Vriends,Adelaide United,2024-2025
Jake Barker-Daish,Adelaide United,2012-2014
Ethan Alagich,Adelaide United,2022-2025
Antony Golec,Adelaide United,2011-2014
Mark Ochieng,Adelaide United,2014-2018
Bruce Kamau,Adelaide United,2014-2016
Louis Brain,Adelaide United,2006-2006
Panagiotis Kikianis,Adelaide United,2023-2025
Harry Van der Saag,Adelaide United,2022-2024
Greg Owens,Adelaide United,2006-2007
Alexandar Popovic,Adelaide United,2021-2024
Jordan O'Doherty,Adelaide United,2016-2018
James Jeggo,Adelaide United,2014-2016
Mirko Boland,Adelaide United,2018-2020
Osama Malik,Adelaide United,2011-2016
Mate Dugandzic,Adelaide United,2015-2016
Dzengis Cavusevic,Adelaide United,2018-2018
Harry Crawford,Adelaide United,2025-2025
Kristian Rees,Adelaide United,"2004-2005, 2006-2007"
Yevgen Levchenko,Adelaide United,2011-2012
Jacob Tratt,Adelaide United,2021-2022
Joe Keenan,Adelaide United,2010-2010
Nathan Burns,Adelaide United,2007-2008
Lloyd Owusu,Adelaide United,2010-2011
Steven Lustica,Adelaide United,2013-2014
Bobby Petta,Adelaide United,2006-2008
Miguel Palanca,Adelaide United,2015-2015
Jae-sung Kim,Adelaide United,2017-2017
Ryan Griffiths,Adelaide United,2014-2014
Romário,Adelaide United,2006-2006
Eli Babalj,Adelaide United,"2015-2016, 2017-2017"
Musa Toure,Adelaide United,2023-2024
