name,club,periods
Roy O'Donovan,Newcastle United Jets,"2017-2019, 2020-2021"
Dimitri Petratos,Newcastle United Jets,2017-2020
Apostolos Stamatelopoulos,Newcastle United Jets,"2021-2021, 2023-2024"
Ryan Griffiths,Newcastle United Jets,"2002-2004, 2011-2013"
Beka Mikeltadze,Newcastle United Jets,2021-2023
Andrew Nabbout,Newcastle United Jets,2016-2018
Adam Taggart,Newcastle United Jets,2012-2014
Jason Hoffman,Newcastle United Jets,"2007-2010, 2015-2024"
Labinot Haliti,Newcastle United Jets,"2009-2012, 2015-2017"
Clayton Taylor,Newcastle United Jets,2023-2025
Matt Thompson,Newcastle United Jets,2005-2010
Trent Buhagiar,Newcastle United Jets,2022-2024
Joel Griffiths,Newcastle United Jets,"2001-2003, 2006-2008, 2008-2009, 2009-2010, 2014-2015"
Michael Bridges,Newcastle United Jets,"2004-2004, 2009-2014"
Jeremy Brockie,Newcastle United Jets,2010-2012
Sasho Petrovski,Newcastle United Jets,2009-2011
Angus Thurgate,Newcastle United Jets,2018-2023
Valentino Yuel,Newcastle United Jets,2020-2022
Emile Heskey,Newcastle United Jets,2012-2014
Nikolai Topor-Stanley,Newcastle United Jets,"2009-2012, 2017-2021"
Milos Trifunovic,Newcastle United Jets,2015-2016
Ben Kantarovski,Newcastle United Jets,2008-2022
Steven Ugarkovic,Newcastle United Jets,2016-2021
Archie Goodwin,Newcastle United Jets,2022-2024
Joe Champness,Newcastle United Jets,"2017-2017, 2017-2019, 2020-2020, 2021-2021"
Eli Adams,Newcastle United Jets,2024-2025
Ante Milicic,Newcastle United Jets,2005-2006
Morten Nordstrand,Newcastle United Jets,2016-2017
Lachlan Rose,Newcastle United Jets,2024-2025
Ruben Zadkovich,Newcastle United Jets,"2008-2008, 2010-2014"
Andrew Hoole,Newcastle United Jets,"2013-2015, 2016-2017"
Kosta Grozos,Newcastle United Jets,2021-2025
Édson Montaño,Newcastle United Jets,2014-2015
Jobe Wheelhouse,Newcastle United Jets,2003-2013
Marko Jesic,Newcastle United Jets,
Craig Goodwin,Newcastle United Jets,2012-2014
Nigel Boogaard,Newcastle United Jets,2015-2021
Thomas Aquilina,Newcastle United Jets,2023-2025
Ben Gibson,Newcastle United Jets,2024-2025
Tarek Elrich,Newcastle United Jets,2006-2012
Ali Abbas,Newcastle United Jets,"2009-2012, 2020-2021"
Jin-hyung Song,Newcastle United Jets,2008-2010
Lucas Mauragis,Newcastle United Jets,"2020-2022, 2023-2024"
Enver Alivodic,Newcastle United Jets,2015-2016
Daniel Penha,Newcastle United Jets,2021-2022
Matthew Millar,Newcastle United Jets,"2019-2020, 2021-2021"
Olivier Boumal,Newcastle United Jets,2021-2022
Sean Rooney,Newcastle United Jets,2008-2011
Nicholas Fitzgerald,Newcastle United Jets,2019-2020
Kew Jaliens,Newcastle United Jets,2013-2015
Jerónimo Morales Neumann,Newcastle United Jets,2014-2015
John Koutroumbis,Newcastle United Jets,2016-2021
Kaine Sheppard,Newcastle United Jets,2018-2020
Scott Neville,Newcastle United Jets,2012-2015
Jaushua Sotirio,Newcastle United Jets,2022-2023
Justin Vidic,Newcastle United Jets,2023-2025
David Carney,Newcastle United Jets,"2014-2015, 2015-2016"
Nick Carle,Newcastle United Jets,
Mark Natta,Newcastle United Jets,2022-2025
Mateo Poljak,Newcastle United Jets,2015-2017
Jordan Elsey,Newcastle United Jets,2021-2023
Abdiel Arroyo,Newcastle United Jets,2019-2020
Matthew Ridenton,Newcastle United Jets,2018-2020
Mark Bridge,Newcastle United Jets,2006-2008
Reno Piscopo,Newcastle United Jets,2022-2024
Jade North,Newcastle United Jets,2004-2009
Ki-je Lee,Newcastle United Jets,2015-2016
Sung-hwan Byun,Newcastle United Jets,2011-2012
Francis Jeffers,Newcastle United Jets,"2010-2011, 2011-2012"
Kosta Petratos,Newcastle United Jets,2017-2021
Ryan Kitto,Newcastle United Jets,2015-2016
Savvas Siatravanis,Newcastle United Jets,2021-2022
Stuart Musialik,Newcastle United Jets,2006-2008
Vaughan Coveny,Newcastle United Jets,"2005-2005, 2006-2007"
Franco Parisi,Newcastle United Jets,2005-2006
Jair,Newcastle United Jets,2018-2019
Milton Rodríguez,Newcastle United Jets,2006-2007
Nathan Burns,Newcastle United Jets,2013-2014
Eli Babalj,Newcastle United Jets,2021-2022
Jacob Pepper,Newcastle United Jets,
Dylan Murnane,Newcastle United Jets,2021-2022
Sam Silvera,Newcastle United Jets,2021-2022
Nathan Grimaldi,Newcastle United Jets,2023-2025
Kota Mizunuma,Newcastle United Jets,2025-2025
Joey Gibbs,Newcastle United Jets,2013-2014
Pato Rodríguez,Newcastle United Jets,2018-2018
James McGarry,Newcastle United Jets,2022-2023
Richard Johnson,Newcastle United Jets,"1990-1992, 2005-2006"
Jason Naidovski,Newcastle United Jets,
Aleksandr Kokko,Newcastle United Jets,2016-2017
Ned Zelic,Newcastle United Jets,2005-2006
Leonardo,Newcastle United Jets,2015-2016
Adam Griffiths,Newcastle United Jets,2007-2009
Beka Dartsmelia,Newcastle United Jets,2022-2023
Bernie Ibini-Isei,Newcastle United Jets,2020-2020
Manabu Saito,Newcastle United Jets,2023-2023
Shuo Zhang,Newcastle United Jets,2010-2011
Leilei Ma,Newcastle United Jets,2016-2017
