name,club,periods
Andy Keogh,Perth Glory,"2014-2015, 2015-2019, 2020-2022"
Adam Taggart,Perth Glory,"2011-2012, 2016-2018, 2023-2025"
Diego Castro,Perth Glory,2015-2021
Bruno Fornaroli,Perth Glory,2019-2022
Chris Harold,Perth Glory,2012-2020
Joel Chianese,Perth Glory,"2016-2020, 2021-2021"
Nebojsa Marinkovic,Perth Glory,2014-2017
Chris Ikonomidis,Perth Glory,2018-2021
Mile Sterjovski,Perth Glory,2009-2012
David Williams,Perth Glory,2022-2025
Neil Kilkenny,Perth Glory,2018-2021
Jamie Maclaren,Perth Glory,2013-2015
Steven McGarry,Perth Glory,2010-2014
Jamie Harnwell,Perth Glory,"1999-2003, 2003-2005, 2006-2008, 2008-2011"
Billy Mehmet,Perth Glory,2011-2012
Travis Dodd,Perth Glory,2011-2014
Robbie Fowler,Perth Glory,2010-2011
Bobby Despotovski,Perth Glory,"1996-2005, 2005-2007"
Nick D'Agostino,Perth Glory,2019-2021
Rostyn Griffiths,Perth Glory,"2014-2015, 2016-2017"
Branko Jelić,Perth Glory,2009-2011
Stefan Colakovski,Perth Glory,2022-2024
Sidnei,Perth Glory,2013-2016
Naum Sekulovski,Perth Glory,2006-2011
Scott Neville,Perth Glory,"2008-2012, 2017-2019"
Daniel McBreen,Perth Glory,2010-2010
Richard García,Perth Glory,2014-2017
Todd Howarth,Perth Glory,2009-2012
Daniel Stynes,Perth Glory,"2017-2019, 2020-2022"
Eugène Dadi,Perth Glory,"2008-2009, 2009-2010"
Damian Mori,Perth Glory,2003-2006
György Sándor,Perth Glory,2015-2016
Xavi Torres,Perth Glory,2017-2018
Ryo Nagai,Perth Glory,"2012-2013, 2013-2014"
Callum Timmins,Perth Glory,2020-2022
Victor Sikora,Perth Glory,2009-2012
Ryan Williams,Perth Glory,2022-2023
Carlo Armiento,Perth Glory,2020-2022
Nick Ward,Perth Glory,"2003-2004, 2005-2006, 2012-2013"
Wayne Srhoj,Perth Glory,2008-2012
Shane Lowry,Perth Glory,2016-2019
Dino Djulbic,Perth Glory,"2006-2007, 2007-2009, 2014-2017, 2018-2020"
Ivan Franjic,Perth Glory,2018-2020
Jack Clisby,Perth Glory,"2013-2015, 2021-2023"
Mark Beevers,Perth Glory,2022-2024
Alex Grant,Perth Glory,2015-2021
Adrian Zahra,Perth Glory,2012-2014
Ciaran Bramwell,Perth Glory,2017-2023
Abdul Faisal,Perth Glory,2024-2025
Giordano Colli,Perth Glory,2019-2024
Dane Ingham,Perth Glory,2019-2021
Nikita Rukavytsya,Perth Glory,"2007-2007, 2007-2009"
Salim Khelifi,Perth Glory,"2022-2024, 2024-2024"
Aaron McEneff,Perth Glory,"2022-2024, 2024-2025"
Daniel De Silva,Perth Glory,"2013-2015, 2017-2017"
Jacob Burns,Perth Glory,2009-2014
Trent Ostler,Perth Glory,2016-2025
Nathanael Blair,Perth Glory,2024-2025
Tomislav Mrcela,Perth Glory,"2018-2020, 2024-2025"
Michael Thwaite,Perth Glory,2012-2016
Jason Davidson,Perth Glory,2018-2019
Adam Hughes,Perth Glory,2011-2012
Andrezinho,Perth Glory,2011-2012
Adam Zimarino,Perth Glory,2022-2024
Adam Bugarija,Perth Glory,2024-2025
Fábio Ferreira,Perth Glory,2018-2019
Aleksandar Susnjar,Perth Glory,2023-2024
Kristian Popovic,Perth Glory,
Scott Bulloch,Perth Glory,2008-2010
Brendon Santalab,Perth Glory,2018-2019
Kaelan Majekodunmi,Perth Glory,2023-2025
Josh Risdon,Perth Glory,"2009-2017, 2024-2025"
Jarrod Carluccio,Perth Glory,"2023-2024, 2024-2025"
Josh Mitchell,Perth Glory,2010-2012
Liam Miller,Perth Glory,2011-2013
Jamie Coyne,Perth Glory,"2002-2004, 2005-2011"
Mustafa Amini,Perth Glory,2022-2025
Darryl Lachman,Perth Glory,2020-2024
Juande Prados,Perth Glory,2018-2020
Adriano Pellegrino,Perth Glory,2008-2011
Stuart Young,Perth Glory,2005-2007
Mitchell Mallia,Perth Glory,2017-2017
Brandon O'Neill,Perth Glory,"2012-2015, 2021-2022, 2024-2025"
Denis Kramar,Perth Glory,2015-2016
Michael Baird,Perth Glory,2010-2011
Mitchell Oxborrow,Perth Glory,"2014-2017, 2021-2023"
Oliver Bozanic,Perth Glory,2023-2024
Hagi Gligor,Perth Glory,2015-2016
Darvydas Sernas,Perth Glory,2014-2014
Joshua Rawlins,Perth Glory,"2020-2022, 2024-2024"
Luke Amos,Perth Glory,2025-2025
Luke Bodnar,Perth Glory,2021-2025
Krisztián Vadócz,Perth Glory,2016-2016
Scott Jamieson,Perth Glory,2012-2015
Hiroyuki Ishida,Perth Glory,2005-2006
Brandon Wilson,Perth Glory,"2016-2020, 2020-2021"
Andrija Jukic,Perth Glory,2008-2011
