name,club,periods
Ciro Alves,Persikabo 1973,2019-2022
Dimas Drajad,Persikabo 1973,
Aleksandar Rakic,Persikabo 1973,2022-2022
Wawan Febrianto,Persikabo 1973,
Osas Saha,Persikabo 1973,2019-2020
Yandi Sofyan,Persikabo 1973,2022-2024
Élio Martins,Persikabo 1973,
Sansan Fauzi,Persikabo 1973,
Loris Arnaud,Persikabo 1973,2019-2020
Manahati Lestusen,Persikabo 1973,
Andy Setyo,Persikabo 1973,
Ahmad Nufiandani,Persikabo 1973,2022-2022
Erwin Ramdani,Persikabo 1973,
Pedro Henrique,Persikabo 1973,2023-2023
Gustavo Tocantins,Persikabo 1973,2022-2023
Fareed Sadat,Persikabo 1973,2024-2025
Roni Sugeng,Persikabo 1973,
Leonel Núñez,Persikabo 1973,
Ryan Kurnia,Persikabo 1973,"2016-2017, 2019-2020, 2022-2023"
Nikita Melnikov,Persikabo 1973,2025-2025
Khurshed Beknazarov,Persikabo 1973,2019-2020
Pedrinho,Persikabo 1973,2023-2024
Sílvio Junior,Persikabo 1973,2023-2023
Didik Wahyu,Persikabo 1973,
Soon-hak Hong,Persikabo 1973,
José Varela,Persikabo 1973,2023-2023
Dmitriy Rekish,Persikabo 1973,2018-2019
Louise Parfait,Persikabo 1973,2019-2020
Pedro,Persikabo 1973,2023-2024
Bruno Dybal,Persikabo 1973,2022-2023
Gustavo López,Persikabo 1973,
Tomoki Wada,Persikabo 1973,2022-2023
Irman Toberru,Persikabo 1973,2024-2025
Makan Konate,Persikabo 1973,2024-2024
Hanis Saghara,Persikabo 1973,2021-2022
Tambun Naibaho,Persikabo 1973,
Facundo Talín,Persikabo 1973,
Gustur CP,Persikabo 1973,2020-2022
Keven Alemán,Persikabo 1973,2023-2024
Myat Kaung Khant,Persikabo 1973,2023-2024
Firza Andika,Persikabo 1973,2021-2022
Lucky Oktavianto,Persikabo 1973,2022-2024
Sergey Pushnyakov,Persikabo 1973,2021-2022
Lucão,Persikabo 1973,2022-2023
Nugzar Spanderashvili,Persikabo 1973,2025-2025
Dalmiansyah,Persikabo 1973,"2022-2023, 2024-2025"
Suhandi,Persikabo 1973,
Mariano Berriex,Persikabo 1973,
Abdullatif Triansyah,Persikabo 1973,2024-2025
Angga Wahid,Persikabo 1973,2024-2025
Léo Lelis,Persikabo 1973,2024-2025
Sang-min Kim,Persikabo 1973,
Aboubacar Sylla Iyanga,Persikabo 1973,
Rifad Marasabessy,Persikabo 1973,2019-2021
Agung Mulyadi,Persikabo 1973,2022-2023
Alex Gonçalves,Persikabo 1973,2020-2021
Hendra Bayauw,Persikabo 1973,2020-2022
Ganjar Mukti,Persikabo 1973,
Guntur Triaji,Persikabo 1973,"2019-2022, 2023-2023, 2024-2024"
Rizki Hidayat,Persikabo 1973,"2023-2023, 2024-2024"
Frengky Missa,Persikabo 1973,2023-2024
Isfandyar Abdillah,Persikabo 1973,2023-2025
Irfandi Al Zubeidy,Persikabo 1973,
Aan Redzuan,Persikabo 1973,2024-2025
Abduh Lestaluhu,Persikabo 1973,
Komarodin,Persikabo 1973,"2023-2023, 2024-2024"
Silvio Escobar,Persikabo 1973,"2020-2020, 2020-2021"
Radanfah Abu Bakr,Persikabo 1973,2018-2019
Rafael Conrado,Persikabo 1973,2023-2024
Artyom Filiposyan,Persikabo 1973,2020-2021
Dwiyanto Susilo,Persikabo 1973,2024-2025
Fajar Ginting,Persikabo 1973,"2018-2019, 2023-2024"
Danin Talovic,Persikabo 1973,2021-2022
Alfin Tuasalamony,Persikabo 1973,"2023-2023, 2024-2024"
Petteri Pennanen,Persikabo 1973,2020-2020
Muhammad Rifqi,Persikabo 1973,2022-2022
Aboubacar Camara,Persikabo 1973,
Hardiantono,Persikabo 1973,
Ravi Murdianto,Persikabo 1973,"2018-2018, 2020-2021"
Derry Herlangga,Persikabo 1973,
Henry Rivaldi,Persikabo 1973,2024-2025
Julyano Pratama,Persikabo 1973,"2021-2022, 2023-2023"
Dava,Persikabo 1973,2020-2023
Syahrul Mustofa,Persikabo 1973,2022-2022
Basroh Alamsyah,Persikabo 1973,2024-2025
Zahid Amel,Persikabo 1973,2024-2025
Jovanni Renaldi,Persikabo 1973,"2022-2023, 2024-2025"
Arthur Bonai,Persikabo 1973,2020-2021
Ramadhan Sananta,Persikabo 1973,2022-2022
Dharma Saputra,Persikabo 1973,2024-2024
Andi Ramadhan,Persikabo 1973,
Ahmad Rifal,Persikabo 1973,2024-2025
Kainoa Bailey,Persikabo 1973,2023-2023
Junior Bakayoko,Persikabo 1973,2023-2023
Agung Saputra,Persikabo 1973,2024-2024
Zaenuri Azhar,Persikabo 1973,2023-2024
Shofa Selantika,Persikabo 1973,2023-2024
