name,club,periods
Boaz Solossa,Persewar Waropen,2023-2024
Victor Pae,Persewar Waropen,"2019-2021, 2022-2025"
Daud Kararbo,Persewar Waropen,"2018-2021, 2023-2024, 2024-2025"
Yulyan Tjoe,Persewar Waropen,"2022-2023, 2024-2025"
Mamadou Barry,Persewar Waropen,2021-2023
Diop Wamu,Persewar Waropen,2023-2024
Joshua Isir,Persewar Waropen,2023-2025
Jefron Sitawa,Persewar Waropen,2022-2024
Kaka Youwei,Persewar Waropen,2022-2024
Melianus Maker,Persewar Waropen,"2020-2021, 2023-2025"
Oskar Karisago,Persewar Waropen,2021-2022
Krismon Wombaibobo,Persewar Waropen,2018-2020
Samuel Balinsa,Persewar Waropen,2019-2023
Yudistira Mambrasar,Persewar Waropen,2022-2024
Arody Uopdana,Persewar Waropen,2022-2024
Rafiko Nawipa,Persewar Waropen,"2022-2024, 2025-2025"
Marsel Kararbo,Persewar Waropen,2020-2022
Samuel Gwijangge,Persewar Waropen,2024-2025
Boas Isir,Persewar Waropen,2019-2020
Nyoman Ansanay,Persewar Waropen,2022-2023
James Wanena,Persewar Waropen,2025-2025
Alfons Migau,Persewar Waropen,2023-2025
Friska Womsiwor,Persewar Waropen,2022-2023
Maikelgregorio Koro,Persewar Waropen,2025-2025
Rudy Kurni,Persewar Waropen,2019-2022
Rivaldo Wally,Persewar Waropen,2022-2025
Elfis Harewan,Persewar Waropen,2019-2024
Salvador Ayomi,Persewar Waropen,2022-2025
Alberto Yumame,Persewar Waropen,2024-2025
Izaac Wanggai,Persewar Waropen,2019-2022
Imanuel Rumbiak,Persewar Waropen,"2017-2018, 2022-2023"
Kevin Scheunemann,Persewar Waropen,2020-2021
Anselmus Kaibu,Persewar Waropen,2022-2023
Toni Wanggober,Persewar Waropen,"2020-2021, 2023-2024"
Hermando Walilo,Persewar Waropen,2022-2023
Moses Banggo,Persewar Waropen,2019-2020
Natalis Korowam,Persewar Waropen,2021-2022
Jefri Bisai,Persewar Waropen,"2020-2022, 2023-2024"
Yanto Basna,Persewar Waropen,2025-2025
Gena Woisiri,Persewar Waropen,2021-2023
David Simunapendi,Persewar Waropen,2021-2022
Wellem Buinei,Persewar Waropen,"2019-2022, 2024-2025"
Corneles Hamadi,Persewar Waropen,2021-2022
Stevy Arisoi,Persewar Waropen,2024-2025
Rian Ayomi,Persewar Waropen,"2017-2019, 2022-2024"
Bernardus Kasse,Persewar Waropen,
Fredi Isir,Persewar Waropen,2024-2025
Boas Atururi,Persewar Waropen,2020-2022
Sampari Wardjukur,Persewar Waropen,2021-2022
Tobias Solossa,Persewar Waropen,2024-2025
Piter Mandibondibo,Persewar Waropen,
Devano Dwaramury,Persewar Waropen,2024-2025
Wenceslaus Fangohoy,Persewar Waropen,2025-2025
Zhan Mayor,Persewar Waropen,2024-2025
Makarius Suruan,Persewar Waropen,2022-2023
Andres Geddy,Persewar Waropen,2020-2022
Demianus Kaui,Persewar Waropen,2023-2024
Asrawan Al-Hasanuddin,Persewar Waropen,
James Rogi,Persewar Waropen,2019-2019
Maurits Hamadi,Persewar Waropen,2021-2022
Sheva Ananda,Persewar Waropen,2024-2025
Jebil Fonataba,Persewar Waropen,2020-2022
David Rumakiek,Persewar Waropen,2023-2024
Yohanis Tjoe,Persewar Waropen,"2021-2022, 2024-2025"
Firman Syahbas,Persewar Waropen,2022-2025
Ferry Ayomi,Persewar Waropen,2020-2024
Julyan Onna,Persewar Waropen,2023-2025
Adzib Al Hakim,Persewar Waropen,"2018-2020, 2022-2024, 2025-2025"
Alex Dusay,Persewar Waropen,"2021-2022, 2023-2024"
Ari Wakum,Persewar Waropen,2021-2024
Aurilie Lewerissa,Persewar Waropen,2024-2025
Barep Wahyudi,Persewar Waropen,2018-2023
Fardiansyah,Persewar Waropen,2020-2025
Fahad Abdullah,Persewar Waropen,2023-2025
Yusuf Marani,Persewar Waropen,2023-2025
Jhonny Tagi,Persewar Waropen,"2021-2022, 2022-2023"
Yesaya Kogoya,Persewar Waropen,2024-2025
Samuel Mahuze,Persewar Waropen,2023-2025
Angga Wahid,Persewar Waropen,2025-2025
Zulkifli Kosepa,Persewar Waropen,2024-2025
Marten Raweyai,Persewar Waropen,2023-2024
Anthonius Kipin,Persewar Waropen,2024-2025
Markus Kabiay,Persewar Waropen,2019-2019
Rangga Pratama,Persewar Waropen,2023-2025
Oktovianus Maniani,Persewar Waropen,2019-2020
Andreas Karundeng,Persewar Waropen,2020-2022
Dennis Ivakdalam,Persewar Waropen,2025-2025
Tonny Rumatrai,Persewar Waropen,2018-2023
Afui Fernando Kurni,Persewar Waropen,2020-2022
Patrick Womsiwor,Persewar Waropen,"2021-2022, 2024-2025"
Nevy Duaramury,Persewar Waropen,2024-2024
Yan Sama,Persewar Waropen,2024-2025
Ofri Halitopo,Persewar Waropen,
Arnold Haay,Persewar Waropen,2018-2020
