name,club,periods
Herman Dzumafo,Bhayangkara Presisi FC,"2018-2021, 2022-2022"
Anderson Salles,Bhayangkara Presisi FC,"2019-2020, 2021-2025"
Dendy Sulistyawan,Bhayangkara Presisi FC,"2017-2018, 2018-2025"
Emmanuel Kenmogne,Bhayangkara Presisi FC,
Matías Mier,Bhayangkara Presisi FC,2023-2025
Ilija Spasojević,Bhayangkara Presisi FC,2017-2017
Paulo Sérgio,Bhayangkara Presisi FC,2017-2019
Sani Rizki,Bhayangkara Presisi FC,2018-2025
Greg Nwokolo,Bhayangkara Presisi FC,
Ezechiel Ndouasel,Bhayangkara Presisi FC,2020-2023
Alex,Bhayangkara Presisi FC,2023-2025
Ilham Armaiyn,Bhayangkara Presisi FC,2019-2020
Muhammad Hargianto,Bhayangkara Presisi FC,2017-2025
Thiago Furtuoso,Bhayangkara Presisi FC,
Otávio Dutra,Bhayangkara Presisi FC,
Adam Alis,Bhayangkara Presisi FC,2018-2022
Bruno Matos,Bhayangkara Presisi FC,2019-2020
Junior Brandão,Bhayangkara Presisi FC,
Melvin Platje,Bhayangkara Presisi FC,2022-2022
Alsan Sanda,Bhayangkara Presisi FC,2017-2025
Yu-jun Lee,Bhayangkara Presisi FC,2016-2022
Flávio Beck Junior,Bhayangkara Presisi FC,2019-2019
Youssef Ezzejjari,Bhayangkara Presisi FC,2022-2023
Isaac Pupo,Bhayangkara Presisi FC,
Guy Junior,Bhayangkara Presisi FC,2017-2018
Rudi Widodo,Bhayangkara Presisi FC,
Evan Dimas,Bhayangkara Presisi FC,2021-2022
Titan Agung,Bhayangkara Presisi FC,2021-2025
Frengky Missa,Bhayangkara Presisi FC,
Ramiro Fergonzi,Bhayangkara Presisi FC,2019-2019
Renan Silva,Bhayangkara Presisi FC,2020-2022
Vendry Mofu,Bhayangkara Presisi FC,2017-2019
Alfin Tuasalamony,Bhayangkara Presisi FC,2016-2018
Arthur Bonai,Bhayangkara Presisi FC,2021-2022
Felipe Ferreira,Bhayangkara Presisi FC,
Élio Martins,Bhayangkara Presisi FC,2018-2019
Crislan,Bhayangkara Presisi FC,
Marinus Wanewar,Bhayangkara Presisi FC,2018-2019
Wahyu Subo Seto,Bhayangkara Presisi FC,
Jajang Mulyana,Bhayangkara Presisi FC,2017-2022
TM Ichsan,Bhayangkara Presisi FC,2017-2025
Kasim Botan,Bhayangkara Presisi FC,2022-2025
David Maulana,Bhayangkara Presisi FC,2022-2025
Arif Satria,Bhayangkara Presisi FC,
Fandi Utomo,Bhayangkara Presisi FC,
O.K. John,Bhayangkara Presisi FC,
Vladimir Vujović,Bhayangkara Presisi FC,2018-2019
Hansamu Yama,Bhayangkara Presisi FC,2021-2022
Muhammad Ragil,Bhayangkara Presisi FC,
Nikola Komazec,Bhayangkara Presisi FC,2018-2018
Rachmad Hidayat,Bhayangkara Presisi FC,2019-2019
Indra Kahfi,Bhayangkara Presisi FC,
Marcelo Herrera,Bhayangkara Presisi FC,
Khairallah Abdelkbir,Bhayangkara Presisi FC,
Putu Gede,Bhayangkara Presisi FC,
Raheem Nugraha,Bhayangkara Presisi FC,
Radja Nainggolan,Bhayangkara Presisi FC,
Witan,Bhayangkara Presisi FC,
Alef,Bhayangkara Presisi FC,
Muhammad Ilham,Bhayangkara Presisi FC,
Dinan Javier,Bhayangkara Presisi FC,"2017-2017, 2017-2018"
Felipe Ryan,Bhayangkara Presisi FC,
Abdul Lestaluhu,Bhayangkara Presisi FC,
Andik Vermansyah,Bhayangkara Presisi FC,2020-2025
Fareed Sadat,Bhayangkara Presisi FC,
Léo,Bhayangkara Presisi FC,
Adam Najem,Bhayangkara Presisi FC,2022-2025
Antoni Nugroho,Bhayangkara Presisi FC,"2016-2018, 2022-2025"
Nur Iskandar,Bhayangkara Presisi FC,2019-2020
Achmad Jufriyanto,Bhayangkara Presisi FC,2020-2021
Fauzal Mubaraq,Bhayangkara Presisi FC,2017-2018
Ichwan Tuharea,Bhayangkara Presisi FC,"2020-2022, 2022-2025"
Paulo Helber,Bhayangkara Presisi FC,
Frezy Hudaifi,Bhayangkara Presisi FC,2022-2025
Agu Casmir,Bhayangkara Presisi FC,
Donny Monim,Bhayangkara Presisi FC,2023-2025
Saddil Ramdani,Bhayangkara Presisi FC,2020-2021
Hervé Guy,Bhayangkara Presisi FC,2020-2020
Won-jae Lee,Bhayangkara Presisi FC,2020-2021
Ali Koroy,Bhayangkara Presisi FC,
Mufdi Iskandar,Bhayangkara Presisi FC,
Julio Larrea,Bhayangkara Presisi FC,
Rendika Rama,Bhayangkara Presisi FC,
Leo Saputra,Bhayangkara Presisi FC,
Esquerdinha,Bhayangkara Presisi FC,2019-2019
Patrice Nzekou,Bhayangkara Presisi FC,
Rully Desrian,Bhayangkara Presisi FC,2017-2018
Muchlis Hadi,Bhayangkara Presisi FC,2017-2017
Hedipo Gustavo,Bhayangkara Presisi FC,2019-2019
Shane Malcolm,Bhayangkara Presisi FC,
Wahyu Tri Nugroho,Bhayangkara Presisi FC,2022-2022
Katsuyoshi Kimishima,Bhayangkara Presisi FC,2022-2022
Reinhart Irawan,Bhayangkara Presisi FC,
Ruben Asoka,Bhayangkara Presisi FC,
M. Sabillah,Bhayangkara Presisi FC,
Akbar Rasyid,Bhayangkara Presisi FC,
Ari Supriatna,Bhayangkara Presisi FC,
Jonathan Reis,Bhayangkara Presisi FC,
Bijahil Chalwa,Bhayangkara Presisi FC,
