name,club,periods
Rafly Ariyanto,Persekat Tegal,2024-2025
Agung Supriyanto,Persekat Tegal,"2021-2021, 2022-2024"
Felipe Ryan,Persekat Tegal,2024-2025
Felipe Ferreira,Persekat Tegal,2025-2025
Kahar Muzakkar,Persekat Tegal,2023-2024
Hamdi Sula,Persekat Tegal,"2019-2020, 2024-2025"
Ferdinan Sinaga,Persekat Tegal,2024-2024
Chrystna Bhagascara,Persekat Tegal,"2021-2021, 2022-2022, 2024-2025"
Adilson Silva,Persekat Tegal,2025-2025
Alfin Zidane,Persekat Tegal,2023-2024
Monieaga,Persekat Tegal,2021-2023
Daud Kararbo,Persekat Tegal,2021-2021
Yoga Pratama,Persekat Tegal,2022-2024
Wirdan Jaka,Persekat Tegal,2023-2024
Ibrahim Abou Dicko,Persekat Tegal,2024-2025
Matheus Souza,Persekat Tegal,2023-2024
Sadly,Persekat Tegal,2020-2022
Lucas Cardoso,Persekat Tegal,2023-2023
Samsudin,Persekat Tegal,2021-2022
Widi Syarief,Persekat Tegal,2023-2024
Firmansyah,Persekat Tegal,"2021-2021, 2022-2022, 2023-2024, 2024-2025"
Komarodin,Persekat Tegal,2023-2024
Arif Budiyono,Persekat Tegal,"2020-2021, 2022-2023, 2024-2025"
Riki Dwi Saputro,Persekat Tegal,"2021-2021, 2022-2022, 2024-2025"
Soni Setiawan,Persekat Tegal,2021-2023
Dandi Maulana,Persekat Tegal,2024-2025
Muhammad Ridwan,Persekat Tegal,2021-2023
Syarif Wijianto,Persekat Tegal,2024-2025
Nyoman Sukarja,Persekat Tegal,2024-2025
Rifky Suryawan,Persekat Tegal,2024-2024
Diaz Priambodo,Persekat Tegal,2024-2025
Fatah Aji,Persekat Tegal,"2021-2022, 2024-2025"
Bagus Prasetiyo,Persekat Tegal,"2020-2021, 2022-2023, 2023-2025"
Riza Fahrudin,Persekat Tegal,2021-2022
Khairallah Abdelkbir,Persekat Tegal,2022-2023
Munhar,Persekat Tegal,2021-2022
Arif Suyono,Persekat Tegal,2021-2022
Muhammad Firman,Persekat Tegal,2022-2023
Maryono Susilo,Persekat Tegal,2024-2024
Adhe Owen,Persekat Tegal,"2017-2017, 2020-2021, 2022-2025"
Wisnu Nugroho,Persekat Tegal,2022-2023
Iuri,Persekat Tegal,2024-2025
Usman Egmani,Persekat Tegal,2023-2024
Malik Prayitno,Persekat Tegal,2024-2025
Heronimus Liko,Persekat Tegal,2024-2025
Faizal Pratama,Persekat Tegal,2023-2025
Husain Al Gadri,Persekat Tegal,2021-2022
Fajar Pratama,Persekat Tegal,2024-2025
Fernando Surbay,Persekat Tegal,2022-2023
Tubagus Safrudin,Persekat Tegal,2023-2023
Rafi Herlian,Persekat Tegal,2025-2025
Hanif Ramadhan,Persekat Tegal,2024-2025
Abdi Malik,Persekat Tegal,2021-2023
Hamsa Lestaluhu,Persekat Tegal,2024-2024
Arief Yulianto,Persekat Tegal,2022-2023
Elthon Maran,Persekat Tegal,2022-2023
Edo Pratama,Persekat Tegal,2022-2023
Firman Januari,Persekat Tegal,2024-2024
Imam Mahmudi,Persekat Tegal,2024-2025
Utam Rusdiana,Persekat Tegal,2021-2022
Yericho Christiantoko,Persekat Tegal,"2021-2022, 2022-2023"
Arbeta Rockyawan,Persekat Tegal,"2024-2025, 2025-2025"
Putra Chaniago,Persekat Tegal,2024-2025
Ibnu Ikhsan,Persekat Tegal,2023-2025
Dimas Fani,Persekat Tegal,2024-2025
Sumarna,Persekat Tegal,2023-2024
Alif Jaelani,Persekat Tegal,2023-2024
Hendika Arga,Persekat Tegal,2022-2023
Teddy Heri,Persekat Tegal,2023-2024
Fathul Ihsan,Persekat Tegal,2023-2024
Fiwi Dwipan,Persekat Tegal,2023-2024
Liba Valentino,Persekat Tegal,2021-2024
Farhan Rahman,Persekat Tegal,2023-2024
Denny Arwin,Persekat Tegal,2023-2024
Aulia Hidayat,Persekat Tegal,2023-2024
Muhammad Taufiq,Persekat Tegal,2024-2025
Khoirul Amin,Persekat Tegal,2024-2025
Kaka Irawan,Persekat Tegal,2024-2025
Abdul Gani Lukman,Persekat Tegal,2019-2022
Asri Akbar,Persekat Tegal,2022-2023
Syaiful Ramadhan,Persekat Tegal,2025-2025
Eduard Mandosir,Persekat Tegal,2025-2025
Riski Fajar,Persekat Tegal,2022-2023
Gugun Rahman,Persekat Tegal,2023-2024
Akhmad Prasetyo,Persekat Tegal,"2018-2018, 2019-2023"
Pian Hadiansyah,Persekat Tegal,2022-2024
Nanang Widodo,Persekat Tegal,2023-2024
Sampari Wardjukur,Persekat Tegal,2024-2024
Muhammad Mukhlis,Persekat Tegal,"2021-2022, 2024-2025"
Wahyu Sosilo,Persekat Tegal,2021-2022
