name,club,periods
Gaston Castaño,Gresik United FC,2011-2013
Shohei Matsunaga,Gresik United FC,2012-2016
Patrick da Silva,Gresik United FC,2016-2018
Aldo Barreto,Gresik United FC,2013-2014
Dicky Kurniawan,Gresik United FC,2022-2025
Víctor Bertomeu,Gresik United FC,2023-2024
Renan Silva,Gresik United FC,2024-2025
Marwan Sayedeh,Gresik United FC,2011-2013
Wilkson,Gresik United FC,2024-2025
Kahar Muzakkar,Gresik United FC,2024-2025
Samsul Arif,Gresik United FC,2023-2024
Reza Mustofa,Gresik United FC,"2014-2015, 2015-2016, 2016-2017"
Guy Bertrand Ngon Mamoun,Gresik United FC,2013-2014
Pedro Velázquez,Gresik United FC,2014-2015
Arsyad Yusgiantoro,Gresik United FC,2016-2018
Otávio Dutra,Gresik United FC,2014-2015
Yusuf Efendi,Gresik United FC,2015-2018
James Koko Lomell,Gresik United FC,2011-2012
Sultan Samma,Gresik United FC,2013-2014
Komarodin,Gresik United FC,2016-2017
Agus Indra,Gresik United FC,"2011-2013, 2014-2019"
David Faristian,Gresik United FC,"2008-2010, 2011-2019"
Gustavo Chena,Gresik United FC,"2011-2013, 2014-2015"
Uston Nawawi,Gresik United FC,2011-2013
Ahmad Sembiring,Gresik United FC,"2012-2014, 2017-2018"
Riski Novriansyah,Gresik United FC,2013-2014
Alif Jaelani,Gresik United FC,2024-2025
Ghozali Siregar,Gresik United FC,2016-2017
Hendika Arga,Gresik United FC,2017-2019
Chul-hyong Park,Gresik United FC,2013-2013
In-kyun Oh,Gresik United FC,2016-2017
Dimas Sukarno,Gresik United FC,2023-2024
Azamat Abdullaev,Gresik United FC,2024-2025
Kacung Munib,Gresik United FC,"2007-2008, 2009-2016"
Siswanto,Gresik United FC,2012-2014
Akbar Firmansyah,Gresik United FC,2022-2025
Wismoyo Widhistio,Gresik United FC,"2011-2014, 2014-2017, 2019-2020"
Diogo Rangel,Gresik United FC,2013-2013
Elthon Maran,Gresik United FC,2014-2014
Imam Witoyo,Gresik United FC,2022-2023
Ponsianus Amtop,Gresik United FC,2012-2013
Ambrizal,Gresik United FC,"2013-2014, 2016-2016"
Joko Supriyanto,Gresik United FC,2024-2025
Rachmat Rivai,Gresik United FC,2012-2012
Lan Bastian,Gresik United FC,2009-2015
Rudianto,Gresik United FC,"2008-2009, 2010-2012"
Obet Rivaldo,Gresik United FC,2016-2019
Gusti Rustiawan,Gresik United FC,"2017-2017, 2022-2022"
Pape Latyr N'Diaye,Gresik United FC,2014-2014
Muhammad Ridwan,Gresik United FC,2023-2024
Dian Ardiansyah,Gresik United FC,"2018-2018, 2022-2025"
Jusmadi,Gresik United FC,2016-2018
April Hadi,Gresik United FC,"2012-2013, 2017-2019"
Eduardo,Gresik United FC,2016-2017
Djordje Maksimovic,Gresik United FC,2024-2025
Airlangga Mutamasiqdina,Gresik United FC,2023-2025
Rafli Mursalim,Gresik United FC,2022-2023
Renshi Yamaguchi,Gresik United FC,2023-2024
Gufroni Al Maruf,Gresik United FC,
Arthur Assa,Gresik United FC,2011-2013
Agung Prasetyo,Gresik United FC,2012-2014
Dave Mustaine,Gresik United FC,2017-2017
Supriyono Salimin,Gresik United FC,2014-2017
Made Meiyana,Gresik United FC,2023-2024
Muhammad Isa,Gresik United FC,2022-2023
Hendri Satriadi,Gresik United FC,2016-2017
Imam Bagus,Gresik United FC,2022-2023
Danil Junaidi,Gresik United FC,2016-2017
Muhammad Ghozy,Gresik United FC,2022-2024
Indra Setiawan,Gresik United FC,2013-2014
Rafli Sasyar,Gresik United FC,2022-2024
Rifaldo Lestaluhu,Gresik United FC,2022-2023
Hyun-yeon Choi,Gresik United FC,2017-2017
Risman Maidullah,Gresik United FC,2022-2023
Mahyadi Panggabean,Gresik United FC,2014-2014
Aang Suparman,Gresik United FC,2014-2016
Syahrur Ramadhani,Gresik United FC,2022-2024
Burhan Afiludin,Gresik United FC,2024-2025
Rafli Bahasuan,Gresik United FC,"2022-2023, 2023-2024"
Ade Mochtar,Gresik United FC,2011-2013
Dani Alvianes,Gresik United FC,
Divie Alviandi,Gresik United FC,2022-2024
Iftiqar Rizal,Gresik United FC,2022-2024
KH Yudo,Gresik United FC,2016-2017
Try Hamdani,Gresik United FC,2024-2025
Ade Kristiano,Gresik United FC,2024-2025
Bagus Prasetiyo,Gresik United FC,2023-2023
Émile Mbamba,Gresik United FC,2016-2016
Handi Ramdhan,Gresik United FC,2014-2015
Stevanus Bungaran,Gresik United FC,2016-2016
Ali Raharjo,Gresik United FC,2022-2022
Iswahyudi Ardinata,Gresik United FC,2024-2025
Rendy Saputra,Gresik United FC,2017-2018
Antonius Tuna,Gresik United FC,2024-2024
Doe Sackie Teah,Gresik United FC,2022-2023
Syaiful Amry,Gresik United FC,2011-2013
Ivan Syahdana,Gresik United FC,2024-2025
Gherry Setya,Gresik United FC,2013-2014
