name,club,periods
Fikri Ardiansyah,Persipal Palu FC,2023-2025
Irvan Mofu,Persipal Palu FC,2023-2024
Thales Lima,Persipal Palu FC,2023-2024
Pandi Pulu,Persipal Palu FC,2022-2025
Azis Hutagalung,Persipal Palu FC,2024-2025
Rendy Saputra,Persipal Palu FC,2023-2025
Mohammad Said,Persipal Palu FC,2023-2025
Risqki Utomo,Persipal Palu FC,2024-2025
Daffa Sahrian,Persipal Palu FC,2024-2025
Engelberd Sani,Persipal Palu FC,2023-2024
Muhammad Irvan,Persipal Palu FC,
Anto Tampilang,Persipal Palu FC,2022-2023
Rabbani Tasnim,Persipal Palu FC,2024-2025
Agi Pratama,Persipal Palu FC,
Mohammad Rifaldy,Persipal Palu FC,2022-2024
Drey Panyalay,Persipal Palu FC,
Amirul Mukminin,Persipal Palu FC,
Edgard Amping,Persipal Palu FC,
Oktafianus Fernando,Persipal Palu FC,2023-2023
Murdaim,Persipal Palu FC,
Nur Akbar,Persipal Palu FC,
Taher Jahanbakhsh,Persipal Palu FC,2023-2024
Cheva Lala,Persipal Palu FC,2023-2025
Rosul Ma'arif,Persipal Palu FC,2021-2025
Dedi Tri Maulana,Persipal Palu FC,2023-2025
Agim Fariansyah,Persipal Palu FC,2021-2025
Mykhaylo Kalugin,Persipal Palu FC,2024-2025
Hasan Husain,Persipal Palu FC,
Tinton Suharto,Persipal Palu FC,
Renaldi,Persipal Palu FC,
Ahmed Syuhada,Persipal Palu FC,2023-2024
Lucas Prati,Persipal Palu FC,2024-2024
Gusti Rustiawan,Persipal Palu FC,2022-2023
Tri Setiawan,Persipal Palu FC,2020-2023
Richard Gilbert Matui,Persipal Palu FC,
Jupriyanto,Persipal Palu FC,
Jackson Tiwu,Persipal Palu FC,
Dolly Gultom,Persipal Palu FC,2024-2025
Dona Saputra,Persipal Palu FC,2022-2023
Gusti Sandria,Persipal Palu FC,2022-2023
Ari Maring,Persipal Palu FC,
Hafit Ibrahim,Persipal Palu FC,
Didik Setyawan,Persipal Palu FC,
Rian Firmansyah,Persipal Palu FC,2022-2023
Galang Kurniawan,Persipal Palu FC,2024-2025
Sandrian Tuslin,Persipal Palu FC,2022-2023
Ridwan Abdullah,Persipal Palu FC,
Hanif Mahdi,Persipal Palu FC,2024-2025
Arie Kiswanto,Persipal Palu FC,2022-2023
Marvel Lesa,Persipal Palu FC,2024-2025
Syaifour Ridzal,Persipal Palu FC,
Indra Permana,Persipal Palu FC,
Naldy Renaldy,Persipal Palu FC,2022-2025
Muhammad Syukron,Persipal Palu FC,
Brayen Pondaag,Persipal Palu FC,2023-2024
Komarodin,Persipal Palu FC,2025-2025
George Brown,Persipal Palu FC,2023-2024
Teguh Pangestu,Persipal Palu FC,2024-2025
Hidayat,Persipal Palu FC,2022-2023
Tanjung Sugiarto,Persipal Palu FC,
Atep,Persipal Palu FC,
Rendy Kakasih,Persipal Palu FC,2022-2023
Fajar Ginting,Persipal Palu FC,2022-2023
Ichlasul Qadri,Persipal Palu FC,
Sunawan,Persipal Palu FC,
Chrystna Bhagascara,Persipal Palu FC,
Aed Tri Oka,Persipal Palu FC,2022-2023
Fajar Handika,Persipal Palu FC,2022-2023
Zainal Haq,Persipal Palu FC,
Rian Miziar,Persipal Palu FC,
Akmal Ali,Persipal Palu FC,2021-2025
Rachmat Latief,Persipal Palu FC,2023-2024
Rafiud Drajat,Persipal Palu FC,
Bima Koto,Persipal Palu FC,
Ragil Dimas,Persipal Palu FC,2023-2024
Rajiv Abizal,Persipal Palu FC,2022-2025
Ryan Wiradinata,Persipal Palu FC,"2009-2011, 2015-2017, 2024-2025"
Rival Bustan,Persipal Palu FC,2021-2024
Muhammad Rizki,Persipal Palu FC,2023-2025
Ramadhan,Persipal Palu FC,2022-2025
Derry Herlangga,Persipal Palu FC,
Saddam Tenang,Persipal Palu FC,
Victor Pae,Persipal Palu FC,2025-2025
Deki Rolias,Persipal Palu FC,
Lukman Ahmed-Shaibu,Persipal Palu FC,2024-2025
Agus Indra,Persipal Palu FC,
Joshua Isir,Persipal Palu FC,2025-2025
Gianluca Rossy,Persipal Palu FC,
Elthon Maran,Persipal Palu FC,
Andrean Bonar,Persipal Palu FC,2023-2025
Muhammad Fahri,Persipal Palu FC,
Satria Yudistira,Persipal Palu FC,
Yeter Amohoso,Persipal Palu FC,2023-2024
Samsudin,Persipal Palu FC,
Fikri Arjidan,Persipal Palu FC,2024-2025
Dejan Meleg,Persipal Palu FC,2024-2025
Bima Ragil,Persipal Palu FC,
