name,club,periods
Boaz Solossa,Persipura Jayapura,"2005-2016, 2016-2021, 2024-2025"
Ramai Rumakiek,Persipura Jayapura,"2021-2023, 2023-2025"
Yohanes Pahabol,Persipura Jayapura,"2012-2015, 2015-2018, 2020-2022"
Ian Kabes,Persipura Jayapura,2005-2025
Beto,Persipura Jayapura,"2009-2009, 2011-2012"
Titus Bonai,Persipura Jayapura,"2010-2012, 2014-2014, 2019-2020"
Addison,Persipura Jayapura,"2017-2018, 2018-2018"
Zah Rahan Krangar,Persipura Jayapura,2010-2014
Bio Paulin,Persipura Jayapura,"2007-2016, 2016-2017"
Lukas Mandowen,Persipura Jayapura,2010-2017
Gunansar Mandowen,Persipura Jayapura,"2018-2023, 2023-2025"
Patrich Wanggai,Persipura Jayapura,"2012-2014, 2022-2023"
Hilton Moreira,Persipura Jayapura,2018-2019
Imanuel Wanggai,Persipura Jayapura,"2005-2016, 2016-2020"
Otávio Dutra,Persipura Jayapura,2013-2014
Todd Ferre,Persipura Jayapura,"2018-2020, 2021-2022"
Robertino Pugliara,Persipura Jayapura,"2014-2016, 2017-2017"
Ricky Kayame,Persipura Jayapura,"2013-2016, 2016-2017, 2021-2022, 2023-2024"
Yustinus Pae,Persipura Jayapura,"2007-2021, 2022-2025"
Yevgen Bokhashvili,Persipura Jayapura,2021-2022
Friska Womsiwor,Persipura Jayapura,2015-2019
Marcel Sacramento,Persipura Jayapura,2018-2018
Arody Uopdana,Persipura Jayapura,2024-2025
Elisa Basna,Persipura Jayapura,"2016-2019, 2021-2022, 2023-2025"
Gerald Pangkali,Persipura Jayapura,2009-2016
Osvaldo Haay,Persipura Jayapura,2015-2018
Marinus Wanewar,Persipura Jayapura,"2016-2018, 2019-2021, 2023-2025"
Enzo Célestine,Persipura Jayapura,2023-2024
Ricardo Salampessy,Persipura Jayapura,"2006-2014, 2015-2016, 2016-2023"
Reno Salampessy,Persipura Jayapura,2025-2025
André Ribeiro,Persipura Jayapura,2019-2020
Yohanis Tjoe,Persipura Jayapura,"2010-2020, 2023-2024"
Muhammad Tahir,Persipura Jayapura,"2015-2015, 2016-2023, 2023-2023"
Ricky Cawor,Persipura Jayapura,2021-2022
Mamadou Samassa,Persipura Jayapura,2019-2020
Ramiro Fergonzi,Persipura Jayapura,2022-2022
Brian Fatari,Persipura Jayapura,2021-2023
Nelson Alom,Persipura Jayapura,"2012-2018, 2021-2022"
Lancine Kone,Persipura Jayapura,"2015-2015, 2015-2016"
Ruben Sanadi,Persipura Jayapura,2012-2018
Boakay Foday,Persipura Jayapura,"2014-2014, 2016-2017"
Yan Pieter Nasadit,Persipura Jayapura,"2017-2018, 2022-2024"
Thiago Amaral,Persipura Jayapura,2020-2021
Jun-sik Lim,Persipura Jayapura,2013-2016
Ronaldo Wanma,Persipura Jayapura,2018-2020
Azamat Baymatov,Persipura Jayapura,2023-2024
James Koko Lomell,Persipura Jayapura,2016-2016
Fridolin Yoku,Persipura Jayapura,2020-2025
Ali Nouri,Persipura Jayapura,2024-2025
Rafael Sunuk,Persipura Jayapura,2024-2025
Yohanis Nabar,Persipura Jayapura,"2022-2023, 2024-2025"
Márcio Rozário,Persipura Jayapura,2018-2019
Syaiful Indra,Persipura Jayapura,2022-2023
Eduard Ivakdalam,Persipura Jayapura,1994-2010
Sansan Fauzi,Persipura Jayapura,2022-2023
Izaac Wanggai,Persipura Jayapura,2014-2018
