name,club,periods
Matheus,Nusantara United FC,2023-2024
Kardinata Tarigan,Nusantara United FC,2023-2025
Pandi Lestaluhu,Nusantara United FC,2023-2025
Jason Romero,Nusantara United FC,2024-2025
Oky Kharisma,Nusantara United FC,"2023-2024, 2024-2025"
Vengko Armedya,Nusantara United FC,2025-2025
Hersya Scifo,Nusantara United FC,2023-2025
Sansan Fauzi,Nusantara United FC,2023-2024
Komang Tri,Nusantara United FC,2023-2024
Yusaku Yamadera,Nusantara United FC,2023-2024
Erwin Ramdani,Nusantara United FC,2025-2025
Arif I'tibar,Nusantara United FC,2023-2025
Qischil Gandrum,Nusantara United FC,2024-2025
Supardi,Nusantara United FC,2024-2025
Ahmad Afhridzal,Nusantara United FC,2023-2025
Arianto,Nusantara United FC,2022-2023
Bhima Wibnu,Nusantara United FC,2024-2025
Jimmy Aronggear,Nusantara United FC,2023-2024
Ifan Izdihar,Nusantara United FC,2023-2025
Kevin Scheunemann,Nusantara United FC,2022-2023
Irfan Afghoni,Nusantara United FC,2024-2025
Yudi Safrizal,Nusantara United FC,2024-2025
Daud Kararbo,Nusantara United FC,2022-2023
Agi Pratama,Nusantara United FC,2022-2023
Tegar Pangestu,Nusantara United FC,2022-2023
Gede Agus,Nusantara United FC,2025-2025
Nico Fadilah,Nusantara United FC,2022-2023
Usman Diarra,Nusantara United FC,2022-2023
Fikri Ardiansyah,Nusantara United FC,2022-2023
Dicky Daniel,Nusantara United FC,2024-2025
Bima Lesmana,Nusantara United FC,2024-2025
Adam Mitter,Nusantara United FC,2025-2025
Junda Irawan,Nusantara United FC,2023-2024
Ivan Syahdana,Nusantara United FC,2025-2025
Nathan Suarnatya,Nusantara United FC,2025-2025
Danie Pratama,Nusantara United FC,2023-2025
Fernando Pamungkas,Nusantara United FC,2022-2023
Sunawan,Nusantara United FC,2022-2023
Shunta Nakamura,Nusantara United FC,2024-2024
Robert Rigyaldo,Nusantara United FC,2022-2023
Andri Prabowo,Nusantara United FC,2022-2024
Abrori Zain,Nusantara United FC,2022-2023
Soma Wijaya,Nusantara United FC,2023-2024
Ichsan Aji,Nusantara United FC,2023-2024
Faisal Rizky,Nusantara United FC,2024-2025
Rionaldi Mehran,Nusantara United FC,2024-2025
Dominggus Kereway,Nusantara United FC,2022-2023
Firmansyah,Nusantara United FC,2022-2023
Ilham Fathoni,Nusantara United FC,2022-2023
Dedi Irwandi,Nusantara United FC,2022-2023
Jovan Al Ghony,Nusantara United FC,2024-2025
Hamsa Lestaluhu,Nusantara United FC,2023-2024
Lutfi Masrohan,Nusantara United FC,2023-2024
Wahyu Saputro,Nusantara United FC,2023-2024
Bagas Satrio,Nusantara United FC,2023-2024
Rafi Syarahil,Nusantara United FC,2023-2024
Friska Womsiwor,Nusantara United FC,"2023-2024, 2025-2025"
Sami El Anabi,Nusantara United FC,2024-2025
Mahdi Albaar,Nusantara United FC,2023-2024
Muhammad Isa,Nusantara United FC,2023-2024
Iwan Febrianto,Nusantara United FC,2023-2025
Rakasurya Handika,Nusantara United FC,2024-2025
Braif Fatari,Nusantara United FC,2023-2024
Rizqi Abhirama,Nusantara United FC,2024-2025
Rio Rizky,Nusantara United FC,2024-2025
Rizki Arrohman,Nusantara United FC,2024-2025
Hambali,Nusantara United FC,2024-2025
Fery Bagus,Nusantara United FC,2022-2023
Roni Fatahillah,Nusantara United FC,2022-2023
Ari Maring,Nusantara United FC,2022-2023
Risna Prahalabenta,Nusantara United FC,2023-2023
Andre Oriza,Nusantara United FC,2022-2023
Mukhiddin Odilov,Nusantara United FC,2025-2025
Boas Isir,Nusantara United FC,2022-2023
Vlademir Everton,Nusantara United FC,2025-2025
Adam Anis,Nusantara United FC,2022-2023
Jordan Zamorano,Nusantara United FC,2023-2023
