name,club,periods
Mitsuru Maruoka,RANS Nusantara FC,2022-2024
Makan Konate,RANS Nusantara FC,2022-2023
Septian Bagaskara,RANS Nusantara FC,2022-2023
Evandro Brandão,RANS Nusantara FC,2023-2024
Tavinho,RANS Nusantara FC,2023-2024
Edo Febriansyah,RANS Nusantara FC,2022-2023
Bima Ragil,RANS Nusantara FC,2023-2023
Ade Ivan Hafilah,RANS Nusantara FC,
Wander Luiz,RANS Nusantara FC,2023-2023
Teja Ridwan,RANS Nusantara FC,
Ikhsanul Zikrak,RANS Nusantara FC,
Kenshiro Daniels,RANS Nusantara FC,2023-2024
Ivan Veras,RANS Nusantara FC,2025-2025
Alfin Tuasalamony,RANS Nusantara FC,
David Laly,RANS Nusantara FC,2022-2023
Rifal Lastori,RANS Nusantara FC,
Sirvi Arvani,RANS Nusantara FC,
Abdul Rahman,RANS Nusantara FC,2023-2024
Tarik El Janaby,RANS Nusantara FC,
Yanis Mbombo,RANS Nusantara FC,2023-2023
Jujun Junaidi,RANS Nusantara FC,
Ismael Dunga,RANS Nusantara FC,2024-2025
Ângelo Meneses,RANS Nusantara FC,2023-2024
Wiga Brilian,RANS Nusantara FC,2024-2025
Hamka Hamzah,RANS Nusantara FC,2023-2024
Jalwandi Jamal,RANS Nusantara FC,
Jô Santos,RANS Nusantara FC,2024-2025
Agus Nova,RANS Nusantara FC,2023-2023
KH Yudo,RANS Nusantara FC,2023-2024
Arthur Bonai,RANS Nusantara FC,2022-2023
Kevy Syahertian,RANS Nusantara FC,2023-2023
Muhammad Tahir,RANS Nusantara FC,2023-2023
Rizki Kurniawan,RANS Nusantara FC,
O.K. John,RANS Nusantara FC,2022-2023
Zidane Afandi,RANS Nusantara FC,2023-2024
Muhammad Isa,RANS Nusantara FC,2025-2025
Kodai Iida,RANS Nusantara FC,2022-2022
Rinto Ali,RANS Nusantara FC,
Kiko,RANS Nusantara FC,2023-2024
Andi Sopian,RANS Nusantara FC,
Agung Supriyanto,RANS Nusantara FC,2024-2025
Paulo Sitanggang,RANS Nusantara FC,2023-2024
Syaiful Indra,RANS Nusantara FC,2024-2025
Andi Irfan,RANS Nusantara FC,2023-2024
Iqbal Hadi,RANS Nusantara FC,2024-2025
Wahyudi,RANS Nusantara FC,
Sandy Firmansyah,RANS Nusantara FC,
Anan Lestaluhu,RANS Nusantara FC,2023-2023
Jefron Sitawa,RANS Nusantara FC,
Fery Bagus,RANS Nusantara FC,2025-2025
Eldiansa Maldini,RANS Nusantara FC,2024-2025
Zulkhairi,RANS Nusantara FC,2024-2025
Boas Isir,RANS Nusantara FC,
Galih Ibrahim,RANS Nusantara FC,2024-2025
Tri Rahmad Priadi,RANS Nusantara FC,
Wahyu Kopriyana,RANS Nusantara FC,
Adhitya,RANS Nusantara FC,2024-2025
Wahyu Prasetyo,RANS Nusantara FC,
Asri Akbar,RANS Nusantara FC,
Fahmi Idris,RANS Nusantara FC,2024-2025
Aqsal Mustafa,RANS Nusantara FC,2023-2024
Rendy Juliansyah,RANS Nusantara FC,
Andre Batistuta,RANS Nusantara FC,
Herwin Saputra,RANS Nusantara FC,2022-2023
Syamsir Alam,RANS Nusantara FC,
Abd Aziz,RANS Nusantara FC,
Antonius Tuna,RANS Nusantara FC,2023-2024
Akbar Rizal Lestaluhu,RANS Nusantara FC,
Gama Imbiri,RANS Nusantara FC,
Muharrir,RANS Nusantara FC,
Elina Soka,RANS Nusantara FC,
Dio Rizky,RANS Nusantara FC,2024-2025
Makarius Suruan,RANS Nusantara FC,
Muhammad Rizal,RANS Nusantara FC,
Sansan Fauzi,RANS Nusantara FC,
Ade Suryana,RANS Nusantara FC,2023-2023
Kito Chandra,RANS Nusantara FC,
Dedi Cahyono Putro,RANS Nusantara FC,
Yericho Christiantoko,RANS Nusantara FC,2024-2025
Saiful Ulum,RANS Nusantara FC,2024-2025
Agung Pribadi,RANS Nusantara FC,
Rabbani Tasnim,RANS Nusantara FC,2023-2024
Aray Suhendri,RANS Nusantara FC,
Muhammad Syukron,RANS Nusantara FC,2023-2024
Patrich Wanggai,RANS Nusantara FC,
Ramdani Tawainella,RANS Nusantara FC,
Tegar Infantrie,RANS Nusantara FC,
Hery Prasetyo,RANS Nusantara FC,2024-2025
Denny Arwin,RANS Nusantara FC,
Try Hamdani,RANS Nusantara FC,2023-2024
Kartika Ajie,RANS Nusantara FC,
Samsul Arifin,RANS Nusantara FC,2023-2024
Munhar,RANS Nusantara FC,2024-2025
Vikra Fahlepi,RANS Nusantara FC,2024-2025
Defri Rizki,RANS Nusantara FC,2022-2023
Erwin Ramdani,RANS Nusantara FC,2023-2024
Guntur Ariyadi,RANS Nusantara FC,2024-2025
Ilham Irhaz,RANS Nusantara FC,2024-2025
Wawan Hendrawan,RANS Nusantara FC,2022-2023
