name,club,periods
Marcus Joseph,Mohammedan SC (Kolkata),2021-2023
Eddie Hernández,Mohammedan SC (Kolkata),2023-2024
Josimar,Mohammedan SC (Kolkata),2013-2015
David Lalhlansanga,Mohammedan SC (Kolkata),2023-2024
Sk Faiaz,Mohammedan SC (Kolkata),"2018-2018, 2020-2024"
Lalremsanga,Mohammedan SC (Kolkata),"2023-2024, 2024-2025"
Philip Adjah,Mohammedan SC (Kolkata),"2018-2019, 2020-2021"
Arthur Kouassi,Mohammedan SC (Kolkata),2019-2020
Faisal Ali,Mohammedan SC (Kolkata),"2020-2022, 2023-2023"
Vanlalbiaa Chhangte,Mohammedan SC (Kolkata),"2017-2017, 2019-2021"
Mirjalol Kasimov,Mohammedan SC (Kolkata),2023-2025
James Moga,Mohammedan SC (Kolkata),2016-2016
Nikola Stojanovic,Mohammedan SC (Kolkata),2021-2023
John Chidi,Mohammedan SC (Kolkata),"2019-2020, 2021-2021"
Pedro Manzi,Mohammedan SC (Kolkata),2021-2021
Azharuddin Mallick,Mohammedan SC (Kolkata),2021-2023
Faslu Rahman,Mohammedan SC (Kolkata),2022-2023
Brandon Vanlalremdika,Mohammedan SC (Kolkata),2021-2022
Andjelo Rudovic,Mohammedan SC (Kolkata),2021-2022
Stephanson Pale,Mohammedan SC (Kolkata),2019-2019
Alexis Gómez,Mohammedan SC (Kolkata),2023-2025
Taro Hasegawa,Mohammedan SC (Kolkata),2014-2014
Kean Lewis,Mohammedan SC (Kolkata),2022-2023
Sujit Sadhu,Mohammedan SC (Kolkata),2019-2022
Penn Orji,Mohammedan SC (Kolkata),2013-2014
Pritam Singh,Mohammedan SC (Kolkata),2022-2023
Luciano Sabrosa,Mohammedan SC (Kolkata),2013-2014
Mirlan Murzaev,Mohammedan SC (Kolkata),2023-2023
Prohlad Roy,Mohammedan SC (Kolkata),2017-2018
Dipendu Dowary,Mohammedan SC (Kolkata),"2015-2017, 2018-2018, 2019-2020"
Manvir Singh,Mohammedan SC (Kolkata),2016-2017
Hira Mondal,Mohammedan SC (Kolkata),2019-2021
Christy Davis,Mohammedan SC (Kolkata),2022-2023
Abhishek Rijal,Mohammedan SC (Kolkata),2020-2020
Sanjib Ghosh,Mohammedan SC (Kolkata),2019-2022
Samuel Lalmuanpuia,Mohammedan SC (Kolkata),2023-2024
Tirthankar Sarkar,Mohammedan SC (Kolkata),"2018-2018, 2019-2021"
Asheer Akhtar,Mohammedan SC (Kolkata),"2020-2021, 2021-2022"
Ashim Biswas,Mohammedan SC (Kolkata),2012-2016
Jiten Murmu,Mohammedan SC (Kolkata),"2017-2018, 2019-2020"
Suraj Rawat,Mohammedan SC (Kolkata),2020-2021
Reisangmei Vashum,Mohammedan SC (Kolkata),2017-2018
Jerry Zirsanga,Mohammedan SC (Kolkata),2013-2014
Rahul Kumar Paswan,Mohammedan SC (Kolkata),2022-2023
Evgeniy Kozlov,Mohammedan SC (Kolkata),2024-2024
Manvir Singh,Mohammedan SC (Kolkata),2025-2025
Echezona Anyichie,Mohammedan SC (Kolkata),2018-2018
Ankit Mukherjee,Mohammedan SC (Kolkata),2017-2018
Phoolchand Hembram,Mohammedan SC (Kolkata),
Md Amirul,Mohammedan SC (Kolkata),2018-2020
Prosenjit Chakraborty,Mohammedan SC (Kolkata),"2018-2018, 2018-2019, 2019-2019"
Nikhil Kadam,Mohammedan SC (Kolkata),2020-2022
Debasis Pradhan,Mohammedan SC (Kolkata),
Musa Mudde,Mohammedan SC (Kolkata),2019-2020
Arijeet Singh,Mohammedan SC (Kolkata),"2017-2018, 2020-2022"
Nirmal Chettri,Mohammedan SC (Kolkata),2013-2014
Mohammed Jasim,Mohammedan SC (Kolkata),2023-2025
Tolgay Özbey,Mohammedan SC (Kolkata),2013-2014
Gani Nigam,Mohammedan SC (Kolkata),2020-2021
