name,club,periods
Alaeddine Ajaraie,NorthEast United FC,2024-2025
Parthib Gogoi,NorthEast United FC,2022-2025
Wilmar Jordán Gil,NorthEast United FC,2022-2023
Néstor Albiach,NorthEast United FC,2023-2025
Jithin M.S,NorthEast United FC,2022-2025
Deshorn Brown,NorthEast United FC,2021-2022
Bartholomew Ogbeche,NorthEast United FC,2018-2019
Guillermo Fernández,NorthEast United FC,2024-2025
Federico Gallego,NorthEast United FC,"2018-2019, 2019-2022"
Nicolás Vélez,NorthEast United FC,"2015-2016, 2016-2017"
Luís Machado,NorthEast United FC,2020-2021
Suhair VP,NorthEast United FC,2020-2022
Rowllin Borges,NorthEast United FC,"2016-2017, 2017-2019"
Rochharzela,NorthEast United FC,2020-2024
Emiliano Alfaro,NorthEast United FC,2016-2017
Mohammed Ali Bemammer,NorthEast United FC,2023-2025
Seiminlen Doungel,NorthEast United FC,"2014-2015, 2017-2018"
Tomi Juric,NorthEast United FC,2024-2024
Phalguni Singh,NorthEast United FC,2023-2025
Redeem Tlang,NorthEast United FC,"2014-2014, 2018-2020, 2023-2025"
Asamoah Gyan,NorthEast United FC,2019-2020
Koke,NorthEast United FC,2014-2015
Danmawia,NorthEast United FC,2021-2023
Marcinho,NorthEast United FC,2017-2018
Romain Philippoteaux,NorthEast United FC,2022-2024
Seityasen Singh,NorthEast United FC,"2015-2016, 2016-2017, 2017-2017, 2018-2019"
Kwesi Appiah,NorthEast United FC,2020-2021
Idrissa Sylla,NorthEast United FC,2020-2021
Simão,NorthEast United FC,2015-2016
Juan Cruz Mascia,NorthEast United FC,2018-2019
Martín Cháves,NorthEast United FC,2019-2020
Aaron Evans,NorthEast United FC,2022-2023
Míchel Zabaco,NorthEast United FC,2023-2025
Kondwani Mtonga,NorthEast United FC,"2014-2014, 2015-2015"
Massamba Sambou,NorthEast United FC,2014-2015
Romaric,NorthEast United FC,2016-2017
Dipu Mirdha,NorthEast United FC,"2020-2020, 2022-2023"
Asheer Akhtar,NorthEast United FC,2023-2025
Thoi Singh,NorthEast United FC,2023-2025
Panagiotis Triadis,NorthEast United FC,2019-2020
Ibson Melo,NorthEast United FC,2023-2024
Macarton Louis Nickson,NorthEast United FC,2023-2025
Mohammed Irshad,NorthEast United FC,2021-2023
Imran Khan,NorthEast United FC,2020-2023
Gani Nigam,NorthEast United FC,2021-2024
Benjamin Lambot,NorthEast United FC,2020-2021
Victor Mendy,NorthEast United FC,2015-2016
Katsumi Yusa,NorthEast United FC,2016-2016
Patrick Flottmann,NorthEast United FC,2021-2022
Sambinha,NorthEast United FC,2017-2018
Marcelinho,NorthEast United FC,2022-2022
Lalkhawpuimawia,NorthEast United FC,2020-2022
Maximiliano Barreiro,NorthEast United FC,2019-2019
Matt Derbyshire,NorthEast United FC,2022-2023
Marco Sahanek,NorthEast United FC,2022-2022
Silas,NorthEast United FC,2015-2016
Andy Keogh,NorthEast United FC,2020-2020
Bruno Herrero,NorthEast United FC,2015-2016
Boithang Haokip,NorthEast United FC,"2014-2014, 2015-2015"
Ankith P,NorthEast United FC,2024-2025
John Jairo Mosquera,NorthEast United FC,2018-2018
Shouvik Ghosh,NorthEast United FC,"2016-2016, 2019-2020"
Francis Dadzie,NorthEast United FC,2015-2016
Hernán Santana,NorthEast United FC,2021-2022
Mathias Coureur,NorthEast United FC,2021-2022
André Bikey,NorthEast United FC,2015-2016
Guilherme Batata,NorthEast United FC,2014-2014
Durga Boro,NorthEast United FC,2014-2014
José Leudo,NorthEast United FC,2018-2020
Khassa Camara,NorthEast United FC,2020-2022
Apuia,NorthEast United FC,2019-2021
Mashoor Shereef,NorthEast United FC,2020-2023
Manvir Singh,NorthEast United FC,"2021-2022, 2023-2023, 2023-2024"
Ashutosh Mehta,NorthEast United FC,2020-2021
Danilo,NorthEast United FC,2017-2018
Sumeet Passi,NorthEast United FC,"2016-2016, 2017-2017"
Ningthoujam Binan Singh,NorthEast United FC,
Leo Bertos,NorthEast United FC,2014-2014
Odaïr Fortes,NorthEast United FC,2017-2018
Abdul Hakku,NorthEast United FC,2017-2018
Joni Rabha,NorthEast United FC,
Reagan Singh,NorthEast United FC,"2015-2015, 2016-2017, 2017-2020"
Sampow Rongmei,NorthEast United FC,
Augustine Okrah,NorthEast United FC,2018-2019
Adilson Goiano,NorthEast United FC,2017-2017
Denish Bodo,NorthEast United FC,
Bishnu Rabha,NorthEast United FC,
José Gonçalves,NorthEast United FC,2017-2018
Dipesh Chauhan,NorthEast United FC,2023-2025
Chiranjeet Gogoi,NorthEast United FC,
Alisher Kholmurodov,NorthEast United FC,2023-2023
Gursimrat Singh Gill,NorthEast United FC,2017-2018
Jestin George,NorthEast United FC,"2021-2022, 2023-2023"
Rupert Nongrum,NorthEast United FC,"2018-2020, 2022-2023"
Janeiler Rivas,NorthEast United FC,2019-2019
Luis Yanes,NorthEast United FC,2014-2015
