name,club,periods
Daniel Chima Chukwu,Jamshedpur FC,2022-2024
Ritwik Das,Jamshedpur FC,2021-2025
Jordan Murray,Jamshedpur FC,"2021-2022, 2024-2025"
Greg Stewart,Jamshedpur FC,2021-2022
Nerijus Valskis,Jamshedpur FC,2020-2022
Sanan Mohammed K,Jamshedpur FC,2023-2025
Rei Tachikawa,Jamshedpur FC,2023-2025
Javi Hernández,Jamshedpur FC,2024-2025
Sergio Castel,Jamshedpur FC,2019-2020
Stephen Eze,Jamshedpur FC,"2020-2021, 2024-2025"
Boris Singh,Jamshedpur FC,2021-2023
Peter Hartley,Jamshedpur FC,2020-2023
Ishan Pandita,Jamshedpur FC,2021-2023
Jérémy Manzorro,Jamshedpur FC,2023-2024
Carlos Calvo,Jamshedpur FC,2018-2019
Harry Sawyer,Jamshedpur FC,2022-2023
Seiminlen Doungel,Jamshedpur FC,"2021-2021, 2021-2025"
Pablo Morgado,Jamshedpur FC,2018-2019
Sergio Cidoncha,Jamshedpur FC,2018-2019
Matheus Trindade,Jamshedpur FC,2017-2018
Farukh Choudhary,Jamshedpur FC,"2017-2020, 2021-2023"
Michael Soosairaj,Jamshedpur FC,2018-2019
Noé Acosta,Jamshedpur FC,2019-2020
Imran Khan,Jamshedpur FC,2023-2025
Mario Arqués,Jamshedpur FC,2018-2019
Memo,Jamshedpur FC,2017-2020
Sumeet Passi,Jamshedpur FC,2017-2020
Pratik Chaudhari,Jamshedpur FC,"2018-2019, 2022-2025"
Izu Azuka,Jamshedpur FC,2017-2018
David Grande,Jamshedpur FC,2020-2021
Wellington Priori,Jamshedpur FC,"2018-2018, 2022-2023"
Tiri,Jamshedpur FC,2017-2020
Rafael Crivellaro,Jamshedpur FC,2022-2023
Jay Emmanuel-Thomas,Jamshedpur FC,2022-2023
Ashim Biswas,Jamshedpur FC,2017-2018
Yumnam Raju,Jamshedpur FC,2017-2019
Steve Ambri,Jamshedpur FC,2023-2024
Tim Cahill,Jamshedpur FC,2018-2019
Aniket Jadhav,Jamshedpur FC,"2018-2018, 2019-2021, 2024-2025"
C.K. Vineeth,Jamshedpur FC,2019-2020
Lalruatmawia,Jamshedpur FC,2021-2022
Gourav Mukhi,Jamshedpur FC,"2018-2018, 2019-2020"
Tapan Haldar,Jamshedpur FC,2022-2025
Semboi Haokip,Jamshedpur FC,2023-2024
Augustin Fernandes,Jamshedpur FC,2019-2020
Wungngayam Muirang,Jamshedpur FC,2023-2025
Piush Thakuri,Jamshedpur FC,2019-2023
Komal Thatal,Jamshedpur FC,2021-2024
Lazar Cirkovic,Jamshedpur FC,2024-2025
Alex Lima,Jamshedpur FC,2020-2022
Rishi,Jamshedpur FC,2018-2022
PC Laldinpuia,Jamshedpur FC,2021-2024
Aitor Monroy,Jamshedpur FC,2019-2021
Eli Sabiá,Jamshedpur FC,2021-2023
Pronay Halder,Jamshedpur FC,"2021-2022, 2023-2025"
Nikhil Barla,Jamshedpur FC,2021-2025
Mobashir Rahman,Jamshedpur FC,"2018-2022, 2024-2025"
Jerry Mawihmingthanga,Jamshedpur FC,2017-2019
Issac Vanmalsawma,Jamshedpur FC,2019-2021
Piti,Jamshedpur FC,2019-2020
Muhammed Uvais,Jamshedpur FC,2022-2025
Siddharth Singh,Jamshedpur FC,2017-2018
Sairuat Kima,Jamshedpur FC,2017-2018
Aryan Sonowal,Jamshedpur FC,2019-2022
Raju Gaikwad,Jamshedpur FC,2018-2019
Samir Murmu,Jamshedpur FC,2024-2025
Vinil Poojary,Jamshedpur FC,2022-2023
Saphaba Singh Telem,Jamshedpur FC,2019-2024
Swarup Das,Jamshedpur FC,2018-2020
Sk Sahil,Jamshedpur FC,"2022-2023, 2023-2023, 2024-2024"
Sanjay Balmuchu,Jamshedpur FC,"2018-2019, 2019-2021"
Angelo Singh Keisan,Jamshedpur FC,
Advait Sumbly,Jamshedpur FC,2018-2025
Pawan Kumar,Jamshedpur FC,2020-2022
Keegan Pereira,Jamshedpur FC,2019-2020
Sorokhaibam Nongpoknganba Meitei,Jamshedpur FC,2021-2022
Amrit Gope,Jamshedpur FC,"2017-2021, 2024-2025"
Malsawmzuala,Jamshedpur FC,2018-2019
Kojam Beyong,Jamshedpur FC,2019-2022
Subhasish Roy Chowdhury,Jamshedpur FC,2018-2019
Sreekuttan VS,Jamshedpur FC,2024-2025
Kamlesh Bist,Jamshedpur FC,2022-2023
Robin Das,Jamshedpur FC,2021-2022
Sanjiban Ghosh,Jamshedpur FC,2017-2018
Md Rafique Ali,Jamshedpur FC,2017-2020
Shubham Sarangi,Jamshedpur FC,2024-2025
Sameehg Doutie,Jamshedpur FC,2017-2018
Albino Gomes,Jamshedpur FC,2024-2025
Alen Stevanovic,Jamshedpur FC,2023-2024
Provat Lakra,Jamshedpur FC,2023-2024
Souvik Chakrabarti,Jamshedpur FC,2017-2018
Sourav Das,Jamshedpur FC,2024-2025
Elsinho,Jamshedpur FC,2023-2024
Robin Gurung,Jamshedpur FC,2017-2020
Narender Gahlot,Jamshedpur FC,2019-2022
