name,club,periods
Diego Maurício,Odisha FC,"2020-2021, 2022-2025"
Jerry Mawihmingthanga,Odisha FC,2019-2025
Roy Krishna,Odisha FC,2023-2025
Nandha Kumar Sekar,Odisha FC,
Isak Vanlalruatfela,Odisha FC,2020-2025
Kalu Uche,Odisha FC,
Mourtada Fall,Odisha FC,2023-2025
Marcelinho,Odisha FC,"2020-2021, 2021-2021"
Aridane Santana,Odisha FC,2019-2020
Richard Gadze,Odisha FC,
Gustavo Marmentini,Odisha FC,
Lallianzuala Chhangte,Odisha FC,
Jonathas,Odisha FC,2021-2022
Manu Onwu,Odisha FC,"2020-2020, 2020-2021"
Hugo Boumous,Odisha FC,2024-2025
Javi Hernández,Odisha FC,2021-2022
Daniel Lalhlimpuia,Odisha FC,
Ahmed Jahouh,Odisha FC,2023-2025
Xisco Hernández,Odisha FC,2019-2020
Aridai Cabrera,Odisha FC,2021-2022
Pedro Martín,Odisha FC,2022-2023
Robin Singh,Odisha FC,
Puitea,Odisha FC,2023-2025
Kean Lewis,Odisha FC,
Cole Alexander,Odisha FC,2020-2021
Hans Mulder,Odisha FC,
Mads Junker,Odisha FC,
Víctor Rodríguez,Odisha FC,2022-2023
Saúl Crespo,Odisha FC,2022-2023
Paul Ramfangzauva,Odisha FC,2020-2023
Carlos Delgado,Odisha FC,"2019-2020, 2022-2025"
Florent Malouda,Odisha FC,
Dorielton,Odisha FC,2024-2025
Martín Pérez Guedes,Odisha FC,2019-2020
Adil Nabi,Odisha FC,
Matías Mirabaje,Odisha FC,
Héctor Rodas,Odisha FC,2021-2022
Milan Singh,Odisha FC,
Badara Badji,Odisha FC,
Bikramjit Singh,Odisha FC,
Gianni Zuiverloon,Odisha FC,
Steven Taylor,Odisha FC,2020-2021
Rahim Ali,Odisha FC,2024-2025
Amey Ranawade,Odisha FC,"2023-2024, 2024-2025"
Pritam Kotal,Odisha FC,
Moirangthem Thoiba,Odisha FC,2020-2025
Issac Vanmalsawma,Odisha FC,2021-2024
Guyon Fernandez,Odisha FC,
Sahil Panwar,Odisha FC,2021-2024
Serginho Greene,Odisha FC,
Rene Mihelic,Odisha FC,
Malsawmzuala,Odisha FC,
Wim Raymaekers,Odisha FC,
Sehnaj Singh,Odisha FC,
Paulinho Dias,Odisha FC,
Ulises Dávila,Odisha FC,
Rahul KP,Odisha FC,2025-2025
Adrià Carmona,Odisha FC,
Redeem Tlang,Odisha FC,2022-2022
Vinit Rai,Odisha FC,"2022-2022, 2023-2023"
John Arne Riise,Odisha FC,
Rubén González,Odisha FC,
Marcos Tébar,Odisha FC,
Lalhrezuala Sailung,Odisha FC,"2019-2023, 2023-2023, 2024-2024"
Andrija Kaludjerovic,Odisha FC,
Jerry Lalrinzuala,Odisha FC,2023-2025
David Ngaihte,Odisha FC,
Md Sajid Dhot,Odisha FC,
Nikhil Raj,Odisha FC,2021-2022
Brad Inman,Odisha FC,2021-2021
Alessandro Del Piero,Odisha FC,
Rana Gharami,Odisha FC,
Manish Bhargav,Odisha FC,
Anas Edathodika,Odisha FC,
Cy Goddard,Odisha FC,2023-2024
Bruno Herrero,Odisha FC,
Seityasen Singh,Odisha FC,
Romeo Fernandes,Odisha FC,
Chicão,Odisha FC,
Aniket Jadhav,Odisha FC,2023-2024
Pavel Elias,Odisha FC,
Manuel Arana,Odisha FC,
Princeton Rebello,Odisha FC,2023-2024
David Addy,Odisha FC,
Steven Dias,Odisha FC,
Nikhil Prabhu,Odisha FC,"2022-2022, 2022-2023"
Laldinliana Renthlei,Odisha FC,2023-2024
Premjit Singh,Odisha FC,2020-2022
Sebastian Thangmuansang,Odisha FC,"2021-2023, 2023-2023"
Michael Soosairaj,Odisha FC,2022-2024
Naoba Singh,Odisha FC,
Dinis,Odisha FC,
Robert Lalthlamuana,Odisha FC,
Seiminmang Manchong,Odisha FC,
Sena Ralte,Odisha FC,
Roberto Carlos,Odisha FC,
Soram Poirei,Odisha FC,
Rupert Nongrum,Odisha FC,
Jeremy Zohminghlua,Odisha FC,
Narendra Naik,Odisha FC,
