name,club,periods
Diego Váleri,Portland Timbers,"2013-2013, 2013-2022, 2022-2022"
Fanendo Adi,Portland Timbers,"2014-2014, 2014-2018"
Sebastián Blanco,Portland Timbers,2017-2024
Felipe Mora,Portland Timbers,"2020-2020, 2021-2025"
Dairon Asprilla,Portland Timbers,"2015-2016, 2017-2019, 2019-2024"
Darlington Nagbe,Portland Timbers,2011-2017
Jeremy Ebobisse,Portland Timbers,"2017-2017, 2017-2018, 2018-2021"
Ryan Pore,Portland Timbers,"2009-2011, 2011-2011"
Evander,Portland Timbers,2023-2025
Jaroslaw Niezgoda,Portland Timbers,2020-2024
Bright Dike,Portland Timbers,"2010-2012, 2012-2013"
Maximiliano Urruti,Portland Timbers,2013-2015
Rodney Wallace,Portland Timbers,"2011-2016, 2021-2021"
Santiago Moreno,Portland Timbers,2021-2025
Will Johnson,Portland Timbers,2012-2015
Yimmi Chará,Portland Timbers,2020-2024
Jonathan Rodríguez,Portland Timbers,2024-2025
Jack Jewsbury,Portland Timbers,2011-2017
Brian Fernández,Portland Timbers,2019-2020
Diego Chará,Portland Timbers,2011-2025
Mandjou Keita,Portland Timbers,"2009-2009, 2010-2010"
Larrys Mabiala,Portland Timbers,2017-2024
Cristhian Paredes,Portland Timbers,"2018-2019, 2020-2025"
Bill Tuiloma,Portland Timbers,"2017-2017, 2017-2018, 2018-2019, 2019-2023"
Ryan Johnson,Portland Timbers,2013-2014
Gastón Fernández,Portland Timbers,2014-2015
Antony,Portland Timbers,2023-2025
Andrew Gregor,Portland Timbers,"2004-2005, 2007-2008"
Bryan Jordan,Portland Timbers,"2007-2008, 2008-2008"
Luke Kreamalmeyer,Portland Timbers,2006-2008
Jack McInerney,Portland Timbers,2016-2017
Samuel Armenteros,Portland Timbers,2018-2018
Chris Brown,Portland Timbers,2008-2009
Kenny Cooper Jr.,Portland Timbers,2011-2012
Marvin Loría,Portland Timbers,"2019-2019, 2019-2025"
Kalif Alhassan,Portland Timbers,2010-2015
Lawrence Olum,Portland Timbers,"2007-2009, 2017-2019"
Futty Danso,Portland Timbers,2009-2014
Frédéric Piquionne,Portland Timbers,2013-2014
Kris Boyd,Portland Timbers,2012-2013
Franck Boli,Portland Timbers,2023-2024
Liam Ridgewell,Portland Timbers,"2014-2015, 2015-2016, 2016-2019"
George Josten,Portland Timbers,2009-2011
Jorge Perlaza,Portland Timbers,2011-2012
Eryk Williamson,Portland Timbers,"2018-2018, 2018-2018, 2018-2019, 2019-2025"
Alvas Powell,Portland Timbers,"2013-2014, 2015-2018"
Lucas Melano,Portland Timbers,"2015-2017, 2017-2017, 2018-2019"
Justin Thompson,Portland Timbers,2007-2008
Brian Farber,Portland Timbers,2009-2010
Nat Borchers,Portland Timbers,2015-2017
Darren Mattocks,Portland Timbers,2016-2018
David Hague,Portland Timbers,2007-2008
Nathan Fogaça,Portland Timbers,"2022-2023, 2023-2023, 2023-2024"
Scot Thompson,Portland Timbers,"2004-2004, 2004-2004, 2005-2011"
Jorge Villafaña,Portland Timbers,"2014-2016, 2018-2021"
David Guzmán,Portland Timbers,2017-2019
Eric Brunner,Portland Timbers,2010-2012
Takayuki Suzuki,Portland Timbers,2008-2010
Zac McGraw,Portland Timbers,2020-2025
Hugo Alcaraz-Cuellar,Portland Timbers,2002-2007
Juan Mosquera,Portland Timbers,2022-2025
Danny Mwanga,Portland Timbers,2012-2013
Andy Polo,Portland Timbers,"2018-2018, 2019-2022"
Byron Álvarez,Portland Timbers,"2003-2007, 2008-2009"
Christopher Bagley,Portland Timbers,2007-2009
Claudio Bravo,Portland Timbers,2021-2025
Jorge Moreira,Portland Timbers,2019-2020
Andrew Jean-Baptiste,Portland Timbers,"2012-2012, 2012-2013"
Jack Barmby,Portland Timbers,"2016-2016, 2017-2018, 2018-2018"
Sal Zizzo,Portland Timbers,2011-2013
Ross Smith,Portland Timbers,2010-2011
David Hayes,Portland Timbers,2009-2010
Ben Zemanski,Portland Timbers,"2013-2017, 2017-2018"
Jaime Ambriz,Portland Timbers,2006-2008
George Fochive,Portland Timbers,"2014-2014, 2014-2016, 2021-2023"
David Ayala,Portland Timbers,2022-2025
Miguel Guante-Vásquez,Portland Timbers,2007-2009
Dario Župarić,Portland Timbers,2020-2025
Cameron Knowles,Portland Timbers,2007-2010
Alejandro Gutierrez,Portland Timbers,2006-2007
Julio Cascante,Portland Timbers,2018-2021
Mubarike Chisoni,Portland Timbers,2006-2007
Michael Nanchoff,Portland Timbers,"2013-2013, 2013-2016"
Andrés Flores,Portland Timbers,2018-2021
Norberto Paparatto,Portland Timbers,2014-2016
Alex Nimo,Portland Timbers,"2009-2009, 2010-2013"
Shaun Higgins,Portland Timbers,"2005-2005, 2007-2010"
Leonard Griffin,Portland Timbers,"2007-2008, 2008-2009"
Vytautas Andriuskevicius,Portland Timbers,2016-2018
Oral Bullen,Portland Timbers,2006-2006
Tyler Clegg,Portland Timbers,2022-2023
Mike Chabala,Portland Timbers,2011-2012
Eddie Johnson,Portland Timbers,2010-2012
Mason Toye,Portland Timbers,2024-2025
Franck Songo'o,Portland Timbers,2012-2013
José Valencia,Portland Timbers,"2012-2012, 2013-2014, 2014-2014"
Kevin Kelsy,Portland Timbers,2025-2025
Antou Jallow,Portland Timbers,2009-2010
Justin Rasmussen,Portland Timbers,2022-2024
