name,club,periods
Brian White,Vancouver Whitecaps FC,2021-2025
Ryan Gauld,Vancouver Whitecaps FC,2021-2025
Camilo Sanvezzo,Vancouver Whitecaps FC,2011-2014
Cristian Techera,Vancouver Whitecaps FC,"2015-2015, 2016-2019, 2019-2019"
Pedro Morales,Vancouver Whitecaps FC,2014-2017
Fredy Montero,Vancouver Whitecaps FC,"2017-2017, 2019-2021"
Kekuta Manneh,Vancouver Whitecaps FC,2013-2017
Eduardo Sebrango,Vancouver Whitecaps FC,"1999-2000, 2006-2009"
Darren Mattocks,Vancouver Whitecaps FC,2012-2016
Yordy Reyna,Vancouver Whitecaps FC,2017-2020
Charles Gbeke,Vancouver Whitecaps FC,"2001-2002, 2008-2010"
Lucas Cavallini,Vancouver Whitecaps FC,2020-2023
Cristian Dájome,Vancouver Whitecaps FC,2020-2023
Kei Kamara,Vancouver Whitecaps FC,2017-2018
Erik Hurtado,Vancouver Whitecaps FC,"2013-2015, 2015-2018"
Nicolás Mezquida,Vancouver Whitecaps FC,2014-2018
Martin Nash,Vancouver Whitecaps FC,"1999-2000, 2004-2010"
Kendall Waston,Vancouver Whitecaps FC,2014-2019
Eric Hassli,Vancouver Whitecaps FC,2011-2012
Marcus Haber,Vancouver Whitecaps FC,"2009-2010, 2010-2010"
Octavio Rivero,Vancouver Whitecaps FC,2015-2016
Kenny Miller,Vancouver Whitecaps FC,2012-2014
Marlon James,Vancouver Whitecaps FC,2009-2010
Alphonso Davies,Vancouver Whitecaps FC,2016-2019
Pedro Vite,Vancouver Whitecaps FC,2021-2025
Gershon Koffie,Vancouver Whitecaps FC,2011-2016
Jordan Harvey,Vancouver Whitecaps FC,2011-2017
Fafà Picault,Vancouver Whitecaps FC,2024-2024
Brek Shea,Vancouver Whitecaps FC,2017-2018
Joey Gjertsen,Vancouver Whitecaps FC,
Simon Becher,Vancouver Whitecaps FC,"2022-2022, 2023-2024"
Ranko Veselinović,Vancouver Whitecaps FC,"2020-2020, 2021-2025"
Ryan Raposo,Vancouver Whitecaps FC,2020-2025
Tosaint Ricketts,Vancouver Whitecaps FC,"2019-2022, 2022-2023"
Julian Gressel,Vancouver Whitecaps FC,2022-2023
