name,club,periods
Carlos Vela,Los Angeles FC,"2018-2024, 2024-2025"
Denis Bouanga,Los Angeles FC,2022-2025
Diego Rossi,Los Angeles FC,"2018-2021, 2022-2022"
Cristian Arango,Los Angeles FC,2021-2023
Adama Diomande,Los Angeles FC,2018-2020
Mateusz Bogusz,Los Angeles FC,2023-2025
Ryan Hollingshead,Los Angeles FC,2022-2025
Latif Blessing,Los Angeles FC,2017-2023
Cristian Olivera,Los Angeles FC,2023-2025
José Cifuentes,Los Angeles FC,2020-2023
Danny Musovski,Los Angeles FC,"2019-2021, 2021-2022"
Eduard Atuesta,Los Angeles FC,"2018-2018, 2019-2022, 2024-2024"
Mahala Opoku,Los Angeles FC,2020-2023
Timothy Tillman,Los Angeles FC,2023-2025
Bradley Wright-Phillips,Los Angeles FC,2020-2020
Mark-Anthony Kaye,Los Angeles FC,2018-2021
Brian Rodríguez,Los Angeles FC,"2019-2021, 2021-2022"
Kei Kamara,Los Angeles FC,2024-2025
David Martínez,Los Angeles FC,2024-2025
Christian Ramirez,Los Angeles FC,2018-2019
Mamadou Mbacke,Los Angeles FC,"2021-2022, 2023-2023, 2024-2024"
Nathan Ordaz,Los Angeles FC,"2022-2022, 2022-2025"
Walker Zimmerman,Los Angeles FC,2017-2020
Lee Nguyen,Los Angeles FC,2018-2019
Benny Feilhaber,Los Angeles FC,2018-2019
Kellyn Acosta,Los Angeles FC,2022-2024
Jesús Murillo,Los Angeles FC,"2020-2020, 2021-2025"
Steven Beitashour,Los Angeles FC,2018-2020
Gareth Bale,Los Angeles FC,2022-2023
Aaron Long,Los Angeles FC,2023-2025
Laurent Ciman,Los Angeles FC,2017-2018
Stipe Biuk,Los Angeles FC,"2023-2024, 2024-2024"
Ilie Sánchez,Los Angeles FC,2022-2024
Eddie Segura,Los Angeles FC,"2019-2019, 2019-2023, 2023-2025"
Corey Baird,Los Angeles FC,2021-2021
Filip Krastev,Los Angeles FC,2023-2024
Christian Torres,Los Angeles FC,"2020-2021, 2021-2024"
Tomás Ángel,Los Angeles FC,"2024-2024, 2024-2024"
Ismael Tajouri-Shradi,Los Angeles FC,2021-2022
Olivier Giroud,Los Angeles FC,2024-2025
Mohamed El-Munir,Los Angeles FC,2018-2021
Marcos Ureña,Los Angeles FC,2017-2018
Tristan Blackmon,Los Angeles FC,"2018-2018, 2018-2019, 2019-2021"
Jeremy Ebobisse,Los Angeles FC,2024-2025
Franco Escobar,Los Angeles FC,2021-2023
Diego Palacios,Los Angeles FC,2019-2024
Mark Delgado,Los Angeles FC,2025-2025
Jordan Harvey,Los Angeles FC,2017-2022
Cal Jennings,Los Angeles FC,"2021-2021, 2021-2023"
Mario González,Los Angeles FC,"2023-2024, 2024-2024, 2025-2025, 2025-2025"
Marlon,Los Angeles FC,2024-2025
Francisco Ginella,Los Angeles FC,"2020-2022, 2024-2024"
Matheus Maia,Los Angeles FC,
Joshua Pérez,Los Angeles FC,"2018-2018, 2018-2019, 2019-2020"
Lewis O'Brien,Los Angeles FC,2024-2024
Danilo Silva,Los Angeles FC,"2018-2019, 2019-2020"
João Moutinho,Los Angeles FC,2018-2018
Rodolfo Zelaya,Los Angeles FC,"2019-2019, 2019-2020"
Moon-hwan Kim,Los Angeles FC,2021-2022
Omar Campos,Los Angeles FC,2024-2025
Adrien Pérez,Los Angeles FC,2019-2019
Giorgio Chiellini,Los Angeles FC,2022-2024
Denil Maldonado,Los Angeles FC,2023-2023
Dejan Jakovic,Los Angeles FC,"2018-2019, 2019-2019, 2019-2021"
Niko Hämäläinen,Los Angeles FC,2019-2019
Diego Rosales,Los Angeles FC,"2023-2024, 2024-2025"
Noah Dollenmayer,Los Angeles FC,2022-2023
Danny Trejo,Los Angeles FC,"2021-2021, 2022-2022, 2022-2023"
Cengiz Ünder,Los Angeles FC,2025-2025
Julian Gaines,Los Angeles FC,2021-2024
Tommy Musto,Los Angeles FC,2024-2025
Abraham Romero,Los Angeles FC,2023-2024
Artem Smolyakov,Los Angeles FC,2025-2025
Eldin Jakupović,Los Angeles FC,2023-2024
Thomas Hasal,Los Angeles FC,2024-2025
Mohamed Traore,Los Angeles FC,"2020-2022, 2022-2023, 2023-2024"
Javen Romero,Los Angeles FC,
Javi Pérez,Los Angeles FC,"2019-2019, 2019-2020"
Ladji Malle,Los Angeles FC,
Christopher Jaime,Los Angeles FC,
Adrian Wibowo,Los Angeles FC,2024-2025
Armando Avila,Los Angeles FC,
Rodrigo Pacheco,Los Angeles FC,"2017-2017, 2017-2018"
Michee Ngalina,Los Angeles FC,2021-2021
Cristian Tello,Los Angeles FC,2022-2023
Jeremi Rodríguez,Los Angeles FC,
Adam Saldaña,Los Angeles FC,2025-2025
Luis López,Los Angeles FC,"2018-2018, 2018-2019"
Álvaro Quezada,Los Angeles FC,"2021-2021, 2021-2022"
Bryan Moyado,Los Angeles FC,
Shaft Brewer Jr.,Los Angeles FC,"2018-2018, 2018-2019, 2019-2019"
Aaron Kovar,Los Angeles FC,2018-2018
Pablo Sisniega,Los Angeles FC,2019-2021
John McCarthy,Los Angeles FC,2022-2024
Marco Farfán,Los Angeles FC,2021-2022
Raheem Edwards,Los Angeles FC,"2017-2017, 2020-2021, 2021-2022"
Bryce Duke,Los Angeles FC,"2020-2021, 2021-2022"
Érik Dueñas,Los Angeles FC,"2020-2022, 2022-2025"
