name,club,periods
Brian McBride,Columbus Crew,"1995-2000, 2001-2003, 2003-2004"
Jeff Cunningham,Columbus Crew,"1998-2005, 2010-2012"
Gyasi Zardes,Columbus Crew,2018-2022
Federico Higuaín,Columbus Crew,"2012-2020, 2022-2022"
Cucho Hernández,Columbus Crew,2022-2025
Stern John,Columbus Crew,1998-1999
Edson Buddle,Columbus Crew,2001-2006
Justin Meram,Columbus Crew,"2011-2018, 2018-2019"
Lucas Zelarayán,Columbus Crew,2020-2023
Eddie Gaven,Columbus Crew,2006-2013
Guillermo Barros Schelotto,Columbus Crew,2007-2011
Kei Kamara,Columbus Crew,"2006-2007, 2014-2016"
Ola Kamara,Columbus Crew,2016-2018
Ethan Finlay,Columbus Crew,2012-2017
Dante Washington,Columbus Crew,"1996-1996, 2000-2003, 2004-2005"
Diego Rossi,Columbus Crew,2023-2025
Pedro Santos,Columbus Crew,2017-2022
Christian Ramirez,Columbus Crew,2023-2025
Brian Maisonneuve,Columbus Crew,1996-2005
Robert Warzycha,Columbus Crew,1996-2003
Brian West,Columbus Crew,"1998-1998, 1998-2004"
Alejandro Moreno,Columbus Crew,2007-2009
Emilio Rentería,Columbus Crew,2009-2013
Steven Lenhart,Columbus Crew,2008-2011
Pete Marino,Columbus Crew,1996-1997
Chad Marshall,Columbus Crew,2004-2013
Andrés Mendoza,Columbus Crew,2010-2012
Jairo Arrieta,Columbus Crew,2012-2015
Robbie Rogers,Columbus Crew,2007-2012
Jason Garey,Columbus Crew,2006-2010
Jason Farrell,Columbus Crew,"1997-1997, 1998-2000"
Jacen Russell-Rowe,Columbus Crew,2022-2025
Dominic Oduro,Columbus Crew,2013-2014
Bernardo Añor,Columbus Crew,2011-2015
John Wilmar Pérez,Columbus Crew,2000-2003
Derrick Etienne Jr.,Columbus Crew,2020-2023
Darlington Nagbe,Columbus Crew,2019-2025
Ross Paule,Columbus Crew,2003-2005
Miguel Berry,Columbus Crew,"2020-2020, 2020-2021, 2021-2022"
Kyle Martino,Columbus Crew,2002-2006
Max Arfsten,Columbus Crew,2022-2025
Josh Williams,Columbus Crew,"2010-2014, 2016-2024"
Jonathan Mensah,Columbus Crew,2017-2023
Tony Tchani,Columbus Crew,2011-2017
Marcelo Carrera,Columbus Crew,"1996-1997, 1998-1998"
Frankie Hejduk,Columbus Crew,2003-2010
Ancil Elcock,Columbus Crew,1997-2002
Andy Iro,Columbus Crew,2008-2011
Thomas Dooley,Columbus Crew,1997-2000
Adrián Paz,Columbus Crew,1996-1997
Todd Yeagley,Columbus Crew,1996-2002
Malte Amundsen,Columbus Crew,2023-2025
Harrison Afful,Columbus Crew,2015-2021
Adam Jahn,Columbus Crew,"2016-2018, 2018-2019"
Aidan Morris,Columbus Crew,2020-2024
Alexandru Mățan,Columbus Crew,"2021-2022, 2022-2025"
Luis Díaz,Columbus Crew,2019-2023
Sean Zawadzki,Columbus Crew,2022-2025
Emmanuel Ekpo,Columbus Crew,2008-2012
Brad Evans,Columbus Crew,2007-2008
Duncan Oughton,Columbus Crew,2001-2011
Mike Lapper,Columbus Crew,1997-2002
Adam Moffat,Columbus Crew,2008-2010
Doctor Khumalo,Columbus Crew,1996-1997
Mohamed Farsi,Columbus Crew,2022-2025
Aaron Schoenfeld,Columbus Crew,"2012-2014, 2014-2016"
Joseph Ngwenya,Columbus Crew,2006-2007
Cornell Glen,Columbus Crew,2005-2006
Knox Cameron,Columbus Crew,2005-2006
David Accam,Columbus Crew,2019-2020
Niko Hansen,Columbus Crew,2017-2019
A.J. Wood,Columbus Crew,1997-1998
Adam Bedell,Columbus Crew,"2014-2015, 2015-2015, 2015-2015"
Ned Grabavoy,Columbus Crew,2006-2007
Andy Herrón,Columbus Crew,2007-2008
Freddy García,Columbus Crew,2002-2004
Artur,Columbus Crew,"2017-2017, 2018-2022"
Steven Moreira,Columbus Crew,2021-2025
Rob Smith,Columbus Crew,1996-2000
Billy Thompson,Columbus Crew,1996-2000
Milovan Mirosevic,Columbus Crew,2012-2013
Youness Mokhtar,Columbus Crew,2019-2021
Kekuta Manneh,Columbus Crew,2017-2018
Sebastián Rozental,Columbus Crew,2006-2007
John Wolyniec,Columbus Crew,2005-2006
Dilly Duka,Columbus Crew,"2010-2013, 2016-2017"
Tommy Heinemann,Columbus Crew,2011-2013
Eric Vásquez,Columbus Crew,2005-2007
Paul Caligiuri,Columbus Crew,1996-1997
Mike Clark,Columbus Crew,1996-2004
Eric Denton,Columbus Crew,2002-2005
Stefani Miglioranzi,Columbus Crew,2006-2009
DeJuan Jones,Columbus Crew,2024-2025
Erik Hurtado,Columbus Crew,2021-2023
Bradley Wright-Phillips,Columbus Crew,2020-2022
Héctor Jiménez,Columbus Crew,2014-2021
Kevin Molino,Columbus Crew,2021-2024
Chris Henderson,Columbus Crew,
