name,club,periods
Conor Casey,Colorado Rapids,2007-2012
Paul Bravo,Colorado Rapids,1996-2002
Omar Cummings,Colorado Rapids,2007-2013
Diego Rubio,Colorado Rapids,2018-2024
John Spencer,Colorado Rapids,2001-2005
Chris Henderson,Colorado Rapids,"1996-1999, 2001-2006"
Dominique Badji,Colorado Rapids,"2015-2015, 2015-2018, 2021-2022"
Jonathan Lewis,Colorado Rapids,2019-2025
Cole Bassett,Colorado Rapids,"2018-2022, 2022-2022, 2022-2025"
Wolde Harris,Colorado Rapids,"1997-2000, 2005-2006"
Mark Chung,Colorado Rapids,2001-2006
Marcelo Balboa,Colorado Rapids,1996-2002
Deshorn Brown,Colorado Rapids,2013-2015
Rafael Navarro,Colorado Rapids,"2023-2024, 2025-2025"
Jorge Dely Valdés,Colorado Rapids,1999-2001
Chris Carrieri,Colorado Rapids,2001-2004
Ross Paule,Colorado Rapids,"1997-1997, 1997-1997, 1997-1997, 1997-1997, 1997-2002"
Kevin Doyle,Colorado Rapids,2015-2017
Kei Kamara,Colorado Rapids,2018-2020
André Shinyashiki,Colorado Rapids,2019-2022
Jean-Philippe Peguero,Colorado Rapids,2004-2006
Jeff Larentowicz,Colorado Rapids,2010-2013
Drew Moor,Colorado Rapids,"2009-2015, 2019-2023"
Dillon Powers,Colorado Rapids,2013-2017
Shkëlzen Gashi,Colorado Rapids,2016-2019
Djordje Mihailovic,Colorado Rapids,2024-2025
Jeff Cunningham,Colorado Rapids,2005-2006
Jovan Kirovski,Colorado Rapids,2006-2008
Michael Barrios,Colorado Rapids,2021-2023
Dillon Serna,Colorado Rapids,2013-2020
Vicente Sánchez,Colorado Rapids,2013-2016
Steve Trittschuh,Colorado Rapids,1996-1999
Junior Agogo,Colorado Rapids,2000-2001
Jean Harbor,Colorado Rapids,1996-1997
Kyle Beckerman,Colorado Rapids,2002-2007
Gaby Torres,Colorado Rapids,2013-2016
Nicolás Hernández,Colorado Rapids,2006-2008
Colin Clark,Colorado Rapids,2006-2010
Kamani Hill,Colorado Rapids,2012-2014
Jaime Castrillón,Colorado Rapids,2012-2014
Lalas Abubakar,Colorado Rapids,"2019-2019, 2019-2024"
Gyasi Zardes,Colorado Rapids,2022-2023
Nick LaBrocca,Colorado Rapids,"2007-2010, 2013-2016"
Nicolás Mezquida,Colorado Rapids,2018-2022
Peter Vermes,Colorado Rapids,1997-2000
Shaun Bartlett,Colorado Rapids,1995-1996
Jacob Peterson,Colorado Rapids,2006-2010
Dedi Ben Dayan,Colorado Rapids,2005-2006
Edson Buddle,Colorado Rapids,2012-2015
Calvin Harris,Colorado Rapids,2022-2025
Jamie Smith,Colorado Rapids,2009-2014
Keegan Rosenberry,Colorado Rapids,2018-2025
Tommy Smith,Colorado Rapids,2018-2020
Kévin Cabral,Colorado Rapids,2022-2025
Marlon Hairston,Colorado Rapids,"2014-2015, 2015-2019"
Mehdi Ballouchy,Colorado Rapids,2007-2010
Adrián Paz,Colorado Rapids,1997-1999
Waldir Sáenz,Colorado Rapids,1998-1999
Andre Akpan,Colorado Rapids,"2010-2010, 2010-2013"
Joey DiGiamarino,Colorado Rapids,"1998-2001, 2004-2005"
Sam Nicholson,Colorado Rapids,"2018-2020, 2022-2024"
Kellyn Acosta,Colorado Rapids,2018-2022
Zizi Roberts,Colorado Rapids,2004-2006
David Patiño,Colorado Rapids,1997-1998
Hérculez Gómez,Colorado Rapids,2007-2008
Caleb Folan,Colorado Rapids,2011-2012
Pablo Mastroeni,Colorado Rapids,2002-2013
Atiba Harris,Colorado Rapids,2013-2014
Kosuke Kimura,Colorado Rapids,2007-2012
Sanna Nyassi,Colorado Rapids,2010-2011
Terry Cooke,Colorado Rapids,2005-2009
Alain N'Kong,Colorado Rapids,2005-2007
Danny Wilson,Colorado Rapids,2018-2024
Wells Thompson,Colorado Rapids,2010-2012
Tam McManus,Colorado Rapids,2008-2009
Nathan Sturgis,Colorado Rapids,2012-2014
Braian Galván,Colorado Rapids,2020-2024
Brian Mullan,Colorado Rapids,2010-2015
Zach Kingsley,Colorado Rapids,2002-2005
Quincy Amarikwa,Colorado Rapids,2010-2012
Jordan Cila,Colorado Rapids,2003-2005
Tony Cascio,Colorado Rapids,"2012-2014, 2014-2015"
Sean Henderson,Colorado Rapids,1996-1999
José Mari,Colorado Rapids,2014-2015
Marquis White,Colorado Rapids,"1998-1999, 1999-1999, 1999-1999, 1999-2000"
Mark-Anthony Kaye,Colorado Rapids,2021-2022
Scott Benedetti,Colorado Rapids,1996-1997
Roy Wegerle,Colorado Rapids,1996-1997
Nat Borchers,Colorado Rapids,2003-2006
Younes Namli,Colorado Rapids,2020-2021
Mike Petke,Colorado Rapids,2005-2008
Luis Solignac,Colorado Rapids,2015-2016
Sam Vines,Colorado Rapids,"2018-2018, 2018-2021, 2024-2025"
Martín Rivero,Colorado Rapids,2012-2013
Max,Colorado Rapids,2022-2024
Anders Limpar,Colorado Rapids,1999-2000
Edgar Castillo,Colorado Rapids,2018-2018
Clint Mathis,Colorado Rapids,2005-2007
Bobby Burling,Colorado Rapids,2014-2018
Alan Gordon,Colorado Rapids,2017-2018
