name,club,periods
Jason Kreis,FC Dallas,1995-2004
Jesús Ferreira,FC Dallas,"2017-2018, 2018-2025"
Kenny Cooper Jr.,FC Dallas,"2006-2009, 2013-2013"
Blas Pérez,FC Dallas,2012-2016
Fabián Castillo,FC Dallas,"2011-2016, 2017-2017"
Carlos Ruiz,FC Dallas,"2006-2008, 2016-2017"
Michael Barrios,FC Dallas,2015-2021
Maximiliano Urruti,FC Dallas,2015-2018
Ariel Graziani,FC Dallas,"1999-1999, 2000-2002"
Jeff Cunningham,FC Dallas,2008-2010
Dante Washington,FC Dallas,1996-2000
Tesho Akindele,FC Dallas,2014-2018
Bobby Rhine,FC Dallas,1999-2008
Mauro Díaz,FC Dallas,2013-2018
Jorge Rodríguez,FC Dallas,1997-2003
David Ferreira,FC Dallas,"2009-2010, 2011-2014"
Matt Hedges,FC Dallas,2012-2022
Eddie Johnson,FC Dallas,2001-2006
Gerell Elliott,FC Dallas,1996-1999
Roland Lamah,FC Dallas,2017-2018
Ryan Hollingshead,FC Dallas,"2013-2013, 2013-2022"
Jáder Obrian,FC Dallas,2021-2023
Petar Musa,FC Dallas,2024-2025
Abe Thompson,FC Dallas,2005-2008
Brek Shea,FC Dallas,2008-2013
Franco Jara,FC Dallas,2020-2023
Paul Arriola,FC Dallas,2022-2025
Damián Álvarez,FC Dallas,"1997-1997, 1998-1998"
Ricardo Pepi,FC Dallas,"2019-2019, 2019-2020, 2020-2022"
Chad Deering,FC Dallas,1998-2004
Arturo Álvarez,FC Dallas,2005-2008
Alan Velasco,FC Dallas,2022-2025
Ramón Núñez,FC Dallas,"2004-2007, 2013-2014"
Michel,FC Dallas,2013-2016
Ted Eck,FC Dallas,1996-2001
Santiago Mosquera,FC Dallas,2018-2021
Kellyn Acosta,FC Dallas,2012-2018
Atiba Harris,FC Dallas,"2009-2011, 2015-2018"
Óscar Pareja,FC Dallas,1998-2006
Jackson,FC Dallas,"2010-2011, 2012-2012, 2012-2013"
David Texeira,FC Dallas,2014-2016
Reto Ziegler,FC Dallas,2018-2021
Ronnie O'Brien,FC Dallas,2002-2006
Marvin Chávez,FC Dallas,2009-2011
Roberto Mina,FC Dallas,2005-2008
Dominic Oduro,FC Dallas,2006-2009
Juan Carlos Toja,FC Dallas,"2007-2007, 2007-2008"
Dominique Badji,FC Dallas,2018-2019
Brian Haynes,FC Dallas,"1996-1999, 1999-2000"
Zdenek Ondrasek,FC Dallas,2019-2020
Toni Nhleko,FC Dallas,"2003-2003, 2005-2005"
Antonio Martínez,FC Dallas,2000-2003
Walker Zimmerman,FC Dallas,2013-2017
Brad Davis,FC Dallas,2003-2005
Mickey Trotman,FC Dallas,1998-1999
Drew Moor,FC Dallas,2005-2009
Bernard Kamungo,FC Dallas,2022-2025
Hugo Sánchez,FC Dallas,1996-1997
Cristian Colmán,FC Dallas,"2017-2019, 2019-2020"
George John,FC Dallas,"2009-2012, 2012-2015"
Milton Rodríguez,FC Dallas,2010-2011
Richard Farrer,FC Dallas,"1996-1997, 1997-2002"
Ronald Cerritos,FC Dallas,2002-2003
Nkosi Tafari,FC Dallas,"2020-2020, 2020-2025"
Oleksiy Korol,FC Dallas,2000-2002
Je-Vaughn Watson,FC Dallas,2013-2016
Logan Farrington,FC Dallas,2023-2025
Mark Santel,FC Dallas,1996-2000
Víctor Ulloa,FC Dallas,2011-2018
Ugo Ihemelu,FC Dallas,2009-2013
Dax McCarty,FC Dallas,2006-2011
Aaron Pitchkolan,FC Dallas,2005-2009
Patrickson Delgado,FC Dallas,"2024-2024, 2025-2025"
Rubén Luna,FC Dallas,"2010-2012, 2012-2013"
Brandon Servania,FC Dallas,"2018-2018, 2018-2019, 2019-2021, 2021-2023"
André Rocha,FC Dallas,2008-2009
Maynor Figueroa,FC Dallas,2016-2019
Clarence Goodson,FC Dallas,2004-2008
Sebastian Lletget,FC Dallas,2022-2025
Joselito Vaca,FC Dallas,2001-2004
Zach Loyd,FC Dallas,2010-2016
Andrew Jacobson,FC Dallas,2011-2014
Carlos Gruezo,FC Dallas,2016-2019
Eric Dade,FC Dallas,"1997-2000, 2001-2001"
Ryan Suarez,FC Dallas,2001-2003
Jorge Flores,FC Dallas,"1996-1999, 1999-1999, 1999-2000"
Sam Junqua,FC Dallas,2023-2024
Steve Morrow,FC Dallas,2002-2003
Eric Ávila,FC Dallas,2008-2011
Leonel Álvarez,FC Dallas,"1996-1996, 1998-1999"
Jair Benítez,FC Dallas,2009-2015
Facundo Quignón,FC Dallas,2021-2024
Eugene Ansah,FC Dallas,2023-2025
Paxton Pomykal,FC Dallas,2016-2025
Andrés Escobar,FC Dallas,2014-2014
Chris Gbandi,FC Dallas,2002-2008
Ricardo Villar,FC Dallas,2011-2013
Marco Farfán,FC Dallas,2022-2025
Dave van den Bergh,FC Dallas,2009-2010
