name,club,periods
Facundo Torres,Orlando City SC,2022-2025
Cyle Larin,Orlando City SC,2015-2018
Nani,Orlando City SC,2019-2022
Duncan McGuire,Orlando City SC,2022-2025
Kaká,Orlando City SC,"2014-2014, 2014-2017"
Dom Dwyer,Orlando City SC,"2013-2013, 2017-2021"
Chris Mueller,Orlando City SC,2018-2022
Tesho Akindele,Orlando City SC,2018-2023
Benji Michel,Orlando City SC,2019-2023
Daryl Dike,Orlando City SC,"2020-2021, 2021-2022"
Ercan Kara,Orlando City SC,2022-2023
Martín Ojeda,Orlando City SC,2023-2025
Ramiro Enrique,Orlando City SC,2023-2025
Júnior Urso,Orlando City SC,"2020-2023, 2023-2024"
Carlos Rivas,Orlando City SC,2015-2018
Kevin Molino,Orlando City SC,2011-2017
Iván Angulo,Orlando City SC,"2022-2023, 2024-2025"
Sacha Kljestan,Orlando City SC,2018-2019
Mauricio Pereyra,Orlando City SC,2019-2024
Luis Muriel,Orlando City SC,2024-2025
Júlio Baptista,Orlando City SC,2016-2017
Robin Jansson,Orlando City SC,2019-2025
Cristian Higuita,Orlando City SC,2015-2020
César Araújo,Orlando City SC,2022-2025
Dagur Dan Thórhallsson,Orlando City SC,2023-2025
Adrian Winter,Orlando City SC,2015-2016
Scott Sutter,Orlando City SC,2017-2019
Seb Hines,Orlando City SC,"2015-2015, 2016-2018"
Kyle Smith,Orlando City SC,2018-2025
Yoshimar Yotún,Orlando City SC,2017-2019
Antônio Carlos,Orlando City SC,"2020-2020, 2021-2024"
Alexandre Pato,Orlando City SC,2021-2023
Giles Barnes,Orlando City SC,2017-2018
Ruan,Orlando City SC,2019-2023
Will Johnson,Orlando City SC,2017-2020
Marco Pašalić,Orlando City SC,2025-2025
Andrés Perea,Orlando City SC,"2020-2020, 2021-2022"
Silvester van der Water,Orlando City SC,2021-2022
Bryan Róchez,Orlando City SC,"2015-2016, 2016-2017"
Brek Shea,Orlando City SC,2015-2017
Stéfano Pinho,Orlando City SC,2017-2019
João Moutinho,Orlando City SC,2018-2023
Wilder Cartagena,Orlando City SC,"2022-2023, 2024-2025"
Rodrigo Schlegel,Orlando City SC,"2020-2020, 2021-2025"
Pedro Ribeiro,Orlando City SC,2015-2017
Santiago Patiño,Orlando City SC,"2019-2020, 2020-2021"
Aurélien Collin,Orlando City SC,2014-2016
Rafael Santos,Orlando City SC,2023-2025
Nicolás Lodeiro,Orlando City SC,2024-2025
Justin Meram,Orlando City SC,2018-2018
Jack Lynn,Orlando City SC,"2022-2022, 2022-2025"
Alex Freeman,Orlando City SC,2022-2025
Darwin Cerén,Orlando City SC,2014-2016
Lewis Neal,Orlando City SC,"2011-2012, 2014-2017"
Eric Ávila,Orlando City SC,2015-2016
Carlos Ascues,Orlando City SC,"2018-2018, 2019-2020"
Chris Schuler,Orlando City SC,2018-2019
PC,Orlando City SC,2017-2018
Amro Tarek,Orlando City SC,"2018-2018, 2018-2018"
Dillon Powers,Orlando City SC,2017-2020
Jhegson Méndez,Orlando City SC,2019-2022
Matías Pérez García,Orlando City SC,2016-2017
Lamine Sané,Orlando City SC,2018-2020
Matheus Aiás,Orlando City SC,"2020-2021, 2022-2022"
David Mateos,Orlando City SC,2015-2017
Jonathan Spector,Orlando City SC,2017-2019
David Brekalo,Orlando City SC,2024-2025
Servando Carrasco,Orlando City SC,2015-2017
Luke Boden,Orlando City SC,2011-2017
Antonio Nocerino,Orlando City SC,2016-2018
Tyler Turner,Orlando City SC,2014-2017
Corey Ashe,Orlando City SC,2015-2015
Danilo Acosta,Orlando City SC,2019-2019
José Villarreal,Orlando City SC,2017-2019
Danny Mwanga,Orlando City SC,2014-2015
Cam Lindley,Orlando City SC,"2018-2018, 2018-2019, 2019-2020"
Nicholas Gioacchini,Orlando City SC,2022-2022
Brandon Austin,Orlando City SC,2021-2021
Thomas Williams,Orlando City SC,"2020-2020, 2021-2025"
Mikey Ambrose,Orlando City SC,2015-2016
Pedro Gallese,Orlando City SC,2020-2025
Eduard Atuesta,Orlando City SC,2025-2025
Martin Paterson,Orlando City SC,"2015-2015, 2015-2015"
Abdi Salim,Orlando City SC,"2022-2024, 2024-2025"
Conor Donovan,Orlando City SC,"2015-2015, 2015-2018"
Alejandro Granados,Orlando City SC,"2022-2022, 2023-2023"
Favian Loyola,Orlando City SC,"2022-2022, 2022-2025"
Nicolás Rodríguez,Orlando City SC,2025-2025
Josh Saunders,Orlando City SC,2017-2018
Juninho,Orlando City SC,2023-2023
Jordan Bender,Orlando City SC,"2018-2021, 2021-2022"
Josh Ford,Orlando City SC,"2014-2015, 2015-2016"
Javier Otero,Orlando City SC,"2020-2020, 2022-2025"
Joran Gerbet,Orlando City SC,2024-2025
Greg Ranjitsingh,Orlando City SC,"2019-2019, 2021-2021"
Gustavo Caraballo,Orlando City SC,2023-2025
Shak Mohammed,Orlando City SC,2022-2025
Raul Aguilera,Orlando City SC,2020-2022
Yutaro Tsukada,Orlando City SC,2023-2025
David Loera,Orlando City SC,"2016-2016, 2017-2017, 2019-2021, 2021-2022"
