name,club,periods
Lionel Messi,Inter Miami CF,2023-2025
Leonardo Campana,Inter Miami CF,"2022-2022, 2023-2024"
Gonzalo Higuaín,Inter Miami CF,2020-2023
Luis Suárez,Inter Miami CF,2024-2025
Robert Taylor,Inter Miami CF,2022-2025
Josef Martínez,Inter Miami CF,2023-2024
Matías Rojas,Inter Miami CF,2024-2025
Robbie Robinson,Inter Miami CF,2020-2024
Jordi Alba,Inter Miami CF,2023-2025
Benja Cremaschi,Inter Miami CF,2022-2025
Diego Gómez,Inter Miami CF,2023-2025
Rodolfo Pizarro,Inter Miami CF,"2020-2022, 2022-2023"
Lewis Morgan,Inter Miami CF,2020-2021
Brek Shea,Inter Miami CF,2020-2023
Ariel Lassiter,Inter Miami CF,2021-2023
Indiana Vassilev,Inter Miami CF,"2021-2021, 2022-2022"
Nicolás Stefanelli,Inter Miami CF,2023-2024
David Ruíz,Inter Miami CF,"2021-2021, 2022-2025"
Tadeo Allende,Inter Miami CF,2025-2025
Federico Higuaín,Inter Miami CF,2020-2022
Julián Carranza,Inter Miami CF,"2019-2019, 2019-2021, 2022-2022"
Telasco Segovia,Inter Miami CF,2025-2025
Jean Mota,Inter Miami CF,2022-2024
Tomás Avilés,Inter Miami CF,2023-2025
Ian Fray,Inter Miami CF,2021-2025
Juan Agudelo,Inter Miami CF,2019-2021
Facundo Farías,Inter Miami CF,2023-2025
Shanyder Borgelin,Inter Miami CF,"2022-2023, 2023-2024"
Christian Makoun,Inter Miami CF,"2020-2020, 2020-2022"
Leo Afonso,Inter Miami CF,2023-2025
Franco Negri,Inter Miami CF,2023-2024
Alejandro Pozuelo,Inter Miami CF,2022-2023
Federico Redondo,Inter Miami CF,2024-2025
Emerson Rodríguez,Inter Miami CF,"2022-2023, 2023-2024, 2024-2024, 2024-2025"
Sergiy Kryvtsov,Inter Miami CF,2023-2025
Blaise Matuidi,Inter Miami CF,2020-2023
Leandro González Pírez,Inter Miami CF,"2020-2022, 2023-2024"
Kieran Gibbs,Inter Miami CF,2021-2023
Sergio Busquets,Inter Miami CF,2023-2025
Matías Pellegrini,Inter Miami CF,"2019-2019, 2019-2021, 2022-2022"
Corentin Jean,Inter Miami CF,"2022-2024, 2024-2024"
Dixon Arroyo,Inter Miami CF,2023-2024
Mikey Ambrose,Inter Miami CF,2019-2020
Noah Allen,Inter Miami CF,2022-2025
Fafà Picault,Inter Miami CF,2024-2025
Christopher McVey,Inter Miami CF,2022-2024
Nicolás Figal,Inter Miami CF,2020-2022
Ryan Sailor,Inter Miami CF,2022-2025
David Martínez,Inter Miami CF,2024-2025
Damion Lowe,Inter Miami CF,2022-2023
Julian Gressel,Inter Miami CF,2024-2025
Bryce Duke,Inter Miami CF,2022-2023
Román Torres,Inter Miami CF,2020-2020
A. J. DeLaGarza,Inter Miami CF,2020-2021
Gonzalo Luján,Inter Miami CF,2025-2025
Jairo Quinteros,Inter Miami CF,"2020-2020, 2021-2022"
Luis Argudo,Inter Miami CF,2019-2020
Lawson Sunderland,Inter Miami CF,2022-2025
Ventura Alvarado,Inter Miami CF,2021-2022
Jerome Kiesewetter,Inter Miami CF,"2019-2020, 2020-2021"
Josh Penn,Inter Miami CF,"2021-2021, 2021-2021, 2021-2022"
Alvas Powell,Inter Miami CF,2019-2021
Lee Nguyen,Inter Miami CF,2019-2020
Maximiliano Falcón,Inter Miami CF,2025-2025
CJ dos Santos,Inter Miami CF,2022-2024
Clément Diop,Inter Miami CF,2022-2022
Rocco Ríos Novo,Inter Miami CF,2025-2025
Israel Boatwright,Inter Miami CF,"2023-2023, 2023-2025"
Jake LaCava,Inter Miami CF,"2022-2023, 2023-2024"
Pep Casas,Inter Miami CF,2023-2025
Oscar Ustari,Inter Miami CF,2024-2025
Santiago Morales,Inter Miami CF,2023-2025
Drake Callender,Inter Miami CF,"2019-2021, 2021-2025"
Sami Fouad Guediri,Inter Miami CF,"2021-2021, 2021-2022"
Mo Adams,Inter Miami CF,2021-2022
DeAndre Yedlin,Inter Miami CF,2022-2024
Víctor Ulloa,Inter Miami CF,2019-2024
Gregore,Inter Miami CF,2021-2024
Kamal Miller,Inter Miami CF,2023-2024
Marcelo Weigandt,Inter Miami CF,2024-2025
Yannick Bright,Inter Miami CF,2023-2025
Jay Chapman,Inter Miami CF,2019-2022
Nick Marsman,Inter Miami CF,2021-2023
Kelvin Leerdam,Inter Miami CF,2021-2022
Ben Sweat,Inter Miami CF,2019-2020
John McCarthy,Inter Miami CF,2019-2022
Wil Trapp,Inter Miami CF,2020-2021
Aimé Mabika,Inter Miami CF,"2021-2021, 2022-2023"
Dylan Nealis,Inter Miami CF,2020-2021
Joevin Jones,Inter Miami CF,2021-2023
Luis Robles,Inter Miami CF,2019-2021
Harvey Neville,Inter Miami CF,"2022-2023, 2023-2024"
Nicolás Freire,Inter Miami CF,2024-2024
Andrés Reyes,Inter Miami CF,2020-2020
Ryan Shawcross,Inter Miami CF,2021-2022
Edison Azcona,Inter Miami CF,"2021-2021, 2021-2022, 2022-2024, 2024-2024"
George Acosta,Inter Miami CF,"2020-2021, 2021-2023"
