name,club,periods
Ante Razov,Chicago Fire FC,"1998-2000, 2001-2005"
Nemanja Nikolics,Chicago Fire FC,2017-2020
Chris Rolfe,Chicago Fire FC,"2005-2010, 2012-2014"
David Accam,Chicago Fire FC,2015-2018
Josh Wolff,Chicago Fire FC,1998-2003
Piotr Nowak,Chicago Fire FC,1998-2003
Dema Kovalenko,Chicago Fire FC,"1999-2002, 2002-2003"
Mike Magee,Chicago Fire FC,"2013-2015, 2015-2016"
Marco Pappa,Chicago Fire FC,"2008-2009, 2010-2012"
Damani Ralph,Chicago Fire FC,2003-2005
Jesse Marsch,Chicago Fire FC,1998-2006
Patrick Nyarko,Chicago Fire FC,2008-2016
Nate Jaqua,Chicago Fire FC,2003-2006
Hristo Stoichkov,Chicago Fire FC,2000-2003
Brian McBride,Chicago Fire FC,2008-2010
Chad Barrett,Chicago Fire FC,2005-2008
Robert Beric,Chicago Fire FC,2020-2022
Dominic Oduro,Chicago Fire FC,2011-2013
Cuauhtémoc Blanco,Chicago Fire FC,"2007-2008, 2008-2010"
Lubos Kubik,Chicago Fire FC,1998-2001
Aleksandar Katai,Chicago Fire FC,"2018-2018, 2018-2020"
Justin Mapp,Chicago Fire FC,2003-2010
Fabian Herbers,Chicago Fire FC,2018-2025
Andy Herrón,Chicago Fire FC,"2004-2007, 2008-2009"
Hugo Cuypers,Chicago Fire FC,2024-2025
C.J. Sapong,Chicago Fire FC,2019-2021
Roman Kosecki,Chicago Fire FC,1998-2000
Jeff Larentowicz,Chicago Fire FC,2013-2016
Michael de Leeuw,Chicago Fire FC,2016-2019
Kennedy Igboananike,Chicago Fire FC,2015-2016
Brian Gutiérrez,Chicago Fire FC,2020-2025
Gonzalo Segares,Chicago Fire FC,"2005-2010, 2010-2015"
Quincy Amarikwa,Chicago Fire FC,2013-2015
Jerzy Podbrozny,Chicago Fire FC,1998-2000
Maren Haile-Selassie,Chicago Fire FC,"2023-2023, 2024-2025"
Chris Armas,Chicago Fire FC,1998-2007
Kacper Przybylko,Chicago Fire FC,2022-2024
Eric Wynalda,Chicago Fire FC,2001-2002
Przemyslaw Frankowski,Chicago Fire FC,2019-2021
Diego Gutiérrez,Chicago Fire FC,"1997-2002, 2006-2009"
Harry Shipp,Chicago Fire FC,2014-2016
Thiago Corrêa,Chicago Fire FC,2005-2008
Calen Carr,Chicago Fire FC,2006-2011
Luis Solignac,Chicago Fire FC,2016-2019
John Thorrington,Chicago Fire FC,2005-2010
Rafael Czichos,Chicago Fire FC,2022-2025
Arturo Álvarez,Chicago Fire FC,2016-2017
Bastian Schweinsteiger,Chicago Fire FC,2017-2020
Andy Williams,Chicago Fire FC,2003-2005
Luka Stojanovic,Chicago Fire FC,2020-2022
Frank Klopas,Chicago Fire FC,1998-2000
Jhon Durán,Chicago Fire FC,2022-2023
Sebastián Grazzini,Chicago Fire FC,"2011-2012, 2013-2013"
Mauricio Pineda,Chicago Fire FC,2020-2025
Georgios Koutsias,Chicago Fire FC,"2023-2025, 2025-2025"
Diego Chaves,Chicago Fire FC,2011-2012
Răzvan Cociș,Chicago Fire FC,2014-2017
Djordje Mihailovic,Chicago Fire FC,2017-2020
Kelly Gray,Chicago Fire FC,2003-2005
Wilman Conde,Chicago Fire FC,"2007-2011, 2011-2012"
Kei Kamara,Chicago Fire FC,2023-2024
Carlos Bocanegra,Chicago Fire FC,2000-2003
Chris Mueller,Chicago Fire FC,"2017-2017, 2022-2025"
Jamar Beasley,Chicago Fire FC,2001-2002
Ignacio Aliseda,Chicago Fire FC,2020-2022
Álvaro Medrán,Chicago Fire FC,2020-2022
Francisco Calvo,Chicago Fire FC,2019-2022
Iván Guerrero,Chicago Fire FC,2005-2008
Mike Banner,Chicago Fire FC,2007-2012
Peter Lowry,Chicago Fire FC,2008-2011
Jim Curtin,Chicago Fire FC,2001-2008
Gilberto,Chicago Fire FC,2015-2016
Dipsy Selolwane,Chicago Fire FC,"2001-2002, 2003-2005"
Baggio Husidic,Chicago Fire FC,2008-2012
Dilly Duka,Chicago Fire FC,2013-2014
Sherjill MacDonald,Chicago Fire FC,2012-2013
Nico Gaitán,Chicago Fire FC,2019-2020
Alan Gordon,Chicago Fire FC,2018-2019
Ritchie Kotschau,Chicago Fire FC,1998-2000
Or Baruch,Chicago Fire FC,"2011-2012, 2014-2014"
Juan Anangonó,Chicago Fire FC,"2013-2014, 2014-2015"
C.J. Brown,Chicago Fire FC,1998-2010
Boris Sekulic,Chicago Fire FC,2020-2023
Alex Lima,Chicago Fire FC,2012-2015
Jalil Anibaba,Chicago Fire FC,2011-2014
Evan Whitfield,Chicago Fire FC,"1999-1999, 1999-2004"
Carlos Terán,Chicago Fire FC,2020-2025
Gastón Giménez,Chicago Fire FC,2020-2025
Dan Paladini,Chicago Fire FC,2011-2013
Austin Berry,Chicago Fire FC,2012-2014
Sergiy Daniv,Chicago Fire FC,2001-2003
Lubomir Reiter,Chicago Fire FC,2005-2005
Andrew Gutman,Chicago Fire FC,"2016-2016, 2023-2025"
Logan Pause,Chicago Fire FC,2003-2015
Cory Gibbs,Chicago Fire FC,2010-2012
Matt Polster,Chicago Fire FC,2015-2019
Collins John,Chicago Fire FC,2010-2011
Kellyn Acosta,Chicago Fire FC,2024-2025
