name,club,periods
Josef Martínez,Atlanta United FC,"2017-2017, 2017-2023"
Thiago Almada,Atlanta United FC,2022-2024
Georgios Giakoumakis,Atlanta United FC,2023-2024
Miguel Almirón,Atlanta United FC,"2017-2019, 2025-2025"
Héctor Villalba,Atlanta United FC,"2016-2016, 2016-2020"
Julian Gressel,Atlanta United FC,2017-2020
Esequiel Barco,Atlanta United FC,"2018-2022, 2023-2024"
Marcelino Moreno,Atlanta United FC,"2020-2023, 2023-2023"
Saba Lobjanidze,Atlanta United FC,2023-2025
Luiz Araújo,Atlanta United FC,2021-2023
Gonzalo Martínez,Atlanta United FC,2019-2020
Brooks Lennon,Atlanta United FC,2019-2025
Daniel Ríos,Atlanta United FC,2024-2024
Brandon Vazquez,Atlanta United FC,"2017-2018, 2018-2019, 2019-2019"
Jamal Thiaré,Atlanta United FC,2023-2025
Juan José Purata,Atlanta United FC,2022-2023
Yamil Asad,Atlanta United FC,2017-2017
Andrew Gutman,Atlanta United FC,"2021-2021, 2021-2023"
Xande Silva,Atlanta United FC,"2023-2023, 2024-2025"
Ronaldo Cisneros,Atlanta United FC,2022-2022
Tyler Wolff,Atlanta United FC,"2020-2022, 2023-2024"
Edwin Mosquera,Atlanta United FC,"2022-2023, 2023-2025"
Caleb Wiley,Atlanta United FC,2022-2024
Dom Dwyer,Atlanta United FC,2022-2023
Emerson Hyndman,Atlanta United FC,"2019-2019, 2020-2023"
Franco Escobar,Atlanta United FC,"2018-2021, 2021-2021"
Jeff Larentowicz,Atlanta United FC,2017-2021
Nick Firmino,Atlanta United FC,2024-2025
Miles Robinson,Atlanta United FC,"2017-2017, 2017-2018, 2018-2024"
Leandro González Pírez,Atlanta United FC,2017-2020
Emmanuel Latte Lath,Atlanta United FC,2025-2025
Justin Meram,Atlanta United FC,2019-2020
Kevin Kratz,Atlanta United FC,"2016-2016, 2016-2020"
Anton Walkes,Atlanta United FC,"2017-2017, 2020-2021"
Jon Gallagher,Atlanta United FC,"2018-2018, 2018-2019, 2019-2019, 2020-2020"
Adam Jahn,Atlanta United FC,2020-2021
Aleksey Miranchuk,Atlanta United FC,2024-2025
George Bello,Atlanta United FC,"2018-2018, 2018-2019, 2019-2022"
Romario Williams,Atlanta United FC,"2017-2017, 2017-2019"
Jacob Peterson,Atlanta United FC,2017-2018
Greg Garza,Atlanta United FC,"2017-2017, 2018-2018"
Eric Remedi,Atlanta United FC,2018-2021
Stian Gregersen,Atlanta United FC,2024-2025
Jake Mulraney,Atlanta United FC,2020-2022
Carlos Carmona,Atlanta United FC,2017-2018
Machop Chol,Atlanta United FC,2021-2024
Kenwyne Jones,Atlanta United FC,"2016-2016, 2016-2018"
Bartosz Slisz,Atlanta United FC,2024-2025
Jackson Conway,Atlanta United FC,"2020-2023, 2023-2023, 2023-2024"
Ronald Hernández,Atlanta United FC,"2021-2021, 2022-2025"
Santiago Sosa,Atlanta United FC,"2021-2024, 2024-2025"
Darlington Nagbe,Atlanta United FC,2017-2019
Tyrone Mears,Atlanta United FC,2017-2017
Erik López,Atlanta United FC,"2020-2020, 2021-2022, 2022-2023"
Andrew Carleton,Atlanta United FC,"2016-2016, 2016-2018, 2018-2019, 2019-2020, 2020-2021"
Jürgen Damm,Atlanta United FC,2020-2022
Mo Adams,Atlanta United FC,"2019-2019, 2019-2021"
Derrick Williams,Atlanta United FC,2023-2025
Ajani Fortune,Atlanta United FC,2023-2025
Miguel Berry,Atlanta United FC,2023-2023
Matheus Rossetto,Atlanta United FC,2020-2024
Érick Torres,Atlanta United FC,2020-2022
George Campbell,Atlanta United FC,2020-2022
Alan Franco,Atlanta United FC,2021-2023
Tristan Muyumba,Atlanta United FC,2023-2025
Chris McCann,Atlanta United FC,"2016-2016, 2016-2019"
Alexander Tambakis,Atlanta United FC,"2016-2016, 2016-2017, 2017-2017"
Mateusz Klich,Atlanta United FC,2024-2025
Bobby Boswell,Atlanta United FC,2017-2018
Kyle Reynish,Atlanta United FC,2017-2018
Edgar Castillo,Atlanta United FC,2020-2021
Clément Diop,Atlanta United FC,2023-2024
Andrew Wheeler-Omiunu,Atlanta United FC,"2017-2018, 2018-2019"
Lisandro López,Atlanta United FC,2021-2021
Mark Bloom,Atlanta United FC,2017-2018
Chris Goslin,Atlanta United FC,"2016-2017, 2017-2018, 2018-2019, 2019-2020"
Ashton Gordon,Atlanta United FC,2025-2025
Cayman Togashi,Atlanta United FC,2025-2025
JJ Williams,Atlanta United FC,"2020-2020, 2020-2021"
Luiz Fernando Nascimento,Atlanta United FC,"2019-2019, 2019-2020"
Jack Gurr,Atlanta United FC,"2020-2020, 2021-2021"
Adyn Torres,Atlanta United FC,2024-2025
Harrison Heath,Atlanta United FC,"2016-2017, 2017-2017"
Will Reilly,Atlanta United FC,2024-2025
Raúl Gudiño,Atlanta United FC,2022-2023
José Hernández,Atlanta United FC,"2018-2018, 2018-2019, 2019-2020"
Paul Christensen,Atlanta United FC,"2018-2018, 2018-2018"
Alan Carleton,Atlanta United FC,
Zach Loyd,Atlanta United FC,2016-2018
Lagos Kunga,Atlanta United FC,"2018-2018, 2018-2019, 2019-2020, 2020-2021"
Quentin Westberg,Atlanta United FC,2023-2025
Brad Guzan,Atlanta United FC,2017-2025
Laurence Wyke,Atlanta United FC,"2020-2020, 2020-2021"
Dion Pereira,Atlanta United FC,"2019-2019, 2019-2020"
Michael Parkhurst,Atlanta United FC,2016-2020
Amar Sejdić,Atlanta United FC,2021-2024
Franco Ibarra,Atlanta United FC,"2021-2023, 2023-2024, 2024-2025"
Luis Abram,Atlanta United FC,2023-2025
Mikey Ambrose,Atlanta United FC,"2016-2018, 2018-2019, 2019-2019, 2020-2023"
Dax McCarty,Atlanta United FC,2024-2025
