name,club,periods
João Klauss,St. Louis CITY SC,2022-2025
Eduard Löwen,St. Louis CITY SC,2022-2025
Nicholas Gioacchini,St. Louis CITY SC,2022-2024
Samuel Adeniran,St. Louis CITY SC,"2022-2023, 2023-2024"
Cedric Teuchert,St. Louis CITY SC,2024-2025
Simon Becher,St. Louis CITY SC,2024-2025
Tim Parker,St. Louis CITY SC,2022-2024
Marcel Hartel,St. Louis CITY SC,2024-2025
Indiana Vassilev,St. Louis CITY SC,"2022-2022, 2023-2025"
Nökkvi Thórisson,St. Louis CITY SC,"2023-2025, 2025-2025"
Rasmus Alm,St. Louis CITY SC,2023-2025
Jared Stroud,St. Louis CITY SC,2022-2023
Célio Pompeu,St. Louis CITY SC,2022-2025
Tomas Ostrák,St. Louis CITY SC,2022-2025
AZ Jackson,St. Louis CITY SC,2022-2024
Njabulo Blom,St. Louis CITY SC,"2023-2024, 2025-2025"
Tomas Totland,St. Louis CITY SC,2024-2025
Miguel Perez,St. Louis CITY SC,"2023-2024, 2024-2025"
Kyle Hiebert,St. Louis CITY SC,2023-2025
Hosei Kijima,St. Louis CITY SC,2023-2024
Henry Kessler,St. Louis CITY SC,2024-2025
Johnny Klein,St. Louis CITY SC,"2022-2023, 2024-2025"
Akil Watts,St. Louis CITY SC,2023-2025
Jake Nerwinski,St. Louis CITY SC,2023-2025
Joakim Nilsson,St. Louis CITY SC,2022-2025
Anthony Markanich Jr.,St. Louis CITY SC,2023-2024
Chris Durkin,St. Louis CITY SC,2023-2025
Joshua Yaro,St. Louis CITY SC,2023-2025
Brendan McSorley,St. Louis CITY SC,2023-2024
Conrad Wallem,St. Louis CITY SC,2025-2025
MyKhi Joyner,St. Louis CITY SC,2025-2025
Selmir Pidro,St. Louis CITY SC,"2022-2022, 2022-2023, 2024-2025, 2025-2025"
Alfredo Morales,St. Louis CITY SC,2025-2025
Nikolas Dyhr,St. Louis CITY SC,2024-2024
Jon Bell,St. Louis CITY SC,2022-2023
Michael Wentzel,St. Louis CITY SC,2024-2025
Roman Bürki,St. Louis CITY SC,2022-2025
Caden Glover,St. Louis CITY SC,2023-2025
Ben Lundt,St. Louis CITY SC,2023-2025
Jake Girdwood-Reich,St. Louis CITY SC,2024-2025
Isak Jensen,St. Louis CITY SC,"2022-2023, 2024-2024"
Jannes Horn,St. Louis CITY SC,2024-2025
Jayden Reid,St. Louis CITY SC,2024-2025
Lucas Bartlett,St. Louis CITY SC,2023-2023
John Nelson,St. Louis CITY SC,2022-2023
Timo Baumgartl,St. Louis CITY SC,2025-2025
