name,club,periods
Dániel Gazdag,Philadelphia Union,2021-2025
Sébastien Le Toux,Philadelphia Union,"2009-2012, 2012-2016, 2018-2018"
Julián Carranza,Philadelphia Union,"2021-2022, 2022-2024"
Kacper Przybylko,Philadelphia Union,2018-2022
Mikael Uhre,Philadelphia Union,2022-2025
C.J. Sapong,Philadelphia Union,2014-2019
Cory Burke,Philadelphia Union,"2017-2018, 2018-2019, 2019-2020, 2020-2023"
Alejandro Bedoya,Philadelphia Union,2016-2025
Jack McInerney,Philadelphia Union,2010-2014
Ilsinho,Philadelphia Union,2016-2022
Sérgio Santos,Philadelphia Union,2019-2022
Fafà Picault,Philadelphia Union,2017-2019
Tai Baribo,Philadelphia Union,2023-2025
Conor Casey,Philadelphia Union,2012-2016
Roland Alberg,Philadelphia Union,2016-2018
Chris Pontius,Philadelphia Union,2015-2018
Jack Elliott,Philadelphia Union,2017-2024
Anthony Fontana,Philadelphia Union,"2018-2018, 2018-2019, 2019-2022"
Jamiro Monteiro,Philadelphia Union,"2019-2019, 2020-2022"
Danny Mwanga,Philadelphia Union,2010-2012
Quinn Sullivan,Philadelphia Union,2021-2025
Freddy Adu,Philadelphia Union,"2011-2013, 2013-2013"
Vincent Nogueira,Philadelphia Union,2014-2016
Jakob Glesnes,Philadelphia Union,2020-2025
Andrew Wenger,Philadelphia Union,2014-2015
Marco Fabián,Philadelphia Union,2019-2020
Antoine Hoppenot,Philadelphia Union,2012-2016
Jack McGlynn,Philadelphia Union,2021-2025
Kai Wagner,Philadelphia Union,2019-2025
Nathan Harriel,Philadelphia Union,2021-2025
Gabriel Gómez,Philadelphia Union,2012-2013
Brenden Aaronson,Philadelphia Union,2019-2021
Sheanon Williams,Philadelphia Union,2010-2015
Lionard Pajoy,Philadelphia Union,2012-2012
Brian Carroll,Philadelphia Union,"2010-2017, 2017-2018"
Danny Cruz,Philadelphia Union,"2012-2015, 2015-2016"
Maurice Edu,Philadelphia Union,"2014-2014, 2015-2017, 2017-2018"
Tranquillo Barnetta,Philadelphia Union,2015-2017
David Accam,Philadelphia Union,2018-2019
Haris Medunjanin,Philadelphia Union,2017-2019
Carlos Ruiz,Philadelphia Union,2011-2011
Amobi Okugo,Philadelphia Union,2010-2015
Jesús Bueno,Philadelphia Union,2021-2025
Fernando Aristeguieta,Philadelphia Union,2015-2015
Fabian Herbers,Philadelphia Union,"2016-2016, 2016-2017, 2017-2018, 2018-2018"
Borek Dockal,Philadelphia Union,2018-2018
Marcus Epps,Philadelphia Union,"2017-2017, 2017-2018, 2018-2018"
Chris Donovan,Philadelphia Union,2022-2025
Jay Simpson,Philadelphia Union,2017-2019
Paxten Aaronson,Philadelphia Union,2021-2023
Michael Farfán,Philadelphia Union,2011-2013
Eric Ayuk,Philadelphia Union,"2015-2016, 2016-2017, 2017-2018, 2018-2018"
Justin Mapp,Philadelphia Union,2010-2011
José Martínez,Philadelphia Union,2020-2024
Damion Lowe,Philadelphia Union,2023-2024
Zach Pfeffer,Philadelphia Union,"2010-2013, 2013-2015, 2015-2016"
Leon Flach,Philadelphia Union,2021-2025
Fábinho,Philadelphia Union,2013-2020
Veljko Paunovic,Philadelphia Union,2011-2012
Andrés Perea,Philadelphia Union,"2022-2023, 2023-2024"
Cristian Maidana,Philadelphia Union,2014-2015
Keegan Rosenberry,Philadelphia Union,"2016-2017, 2017-2018"
Róger Torres,Philadelphia Union,"2010-2012, 2012-2014"
Carlos Valdés,Philadelphia Union,"2011-2013, 2013-2014, 2014-2015"
Richie Marquez,Philadelphia Union,"2014-2014, 2015-2017, 2017-2019"
Pedro Ribeiro,Philadelphia Union,"2014-2014, 2014-2015"
Michael Orozco,Philadelphia Union,2010-2011
Brian Brown,Philadelphia Union,2014-2014
Josué Martínez,Philadelphia Union,2012-2013
Alejandro Moreno,Philadelphia Union,2009-2010
Ken Tribbett,Philadelphia Union,"2016-2017, 2017-2018"
Mark McKenzie,Philadelphia Union,"2018-2018, 2018-2019, 2019-2021"
Keon Daniel,Philadelphia Union,2011-2014
Matt Real,Philadelphia Union,"2018-2018, 2018-2019, 2019-2024, 2024-2025"
Auston Trusty,Philadelphia Union,2017-2019
Jovan Lukić,Philadelphia Union,2025-2025
Leo Fernandes,Philadelphia Union,"2013-2013, 2013-2015, 2015-2016, 2016-2017"
Derrick Jones,Philadelphia Union,"2016-2017, 2017-2018, 2018-2019"
Oguchi Onyewu,Philadelphia Union,2017-2018
Kléberson,Philadelphia Union,2013-2013
Joaquín Torres,Philadelphia Union,"2023-2024, 2024-2025"
Kyle Nakazawa,Philadelphia Union,2010-2012
Aaron Wheeler,Philadelphia Union,2013-2015
Steven Vitória,Philadelphia Union,2015-2015
Wálter Restrepo,Philadelphia Union,"2016-2016, 2016-2017"
Shea Salinas,Philadelphia Union,2009-2010
Bruno Damiani,Philadelphia Union,2025-2025
Stuart Findlay,Philadelphia Union,2021-2022
Andrew Wooten,Philadelphia Union,2019-2021
Gabriel Farfán,Philadelphia Union,2011-2013
Ian Glavinovich,Philadelphia Union,2025-2025
Jordan Harvey,Philadelphia Union,2009-2011
Danny Califf,Philadelphia Union,2010-2012
Adam Najem,Philadelphia Union,"2017-2017, 2017-2018, 2018-2019"
Jack de Vries,Philadelphia Union,"2020-2021, 2022-2022"
Chris Konopka,Philadelphia Union,2012-2013
Frankie Westfield,Philadelphia Union,2025-2025
Matt Kassel,Philadelphia Union,2013-2014
Cavan Sullivan,Philadelphia Union,2024-2025
