name,club,periods
Karol Swiderski,Charlotte FC,"2022-2024, 2024-2025"
Patrick Agyemang,Charlotte FC,2022-2025
Kerwin Vargas,Charlotte FC,2022-2025
Daniel Ríos,Charlotte FC,2022-2023
Liel Abada,Charlotte FC,2024-2025
Enzo Copetti,Charlotte FC,2023-2024
Ben Bender,Charlotte FC,"2022-2024, 2024-2025"
André Shinyashiki,Charlotte FC,2022-2023
Ashley Westwood,Charlotte FC,2023-2025
Brandt Bronico,Charlotte FC,"2020-2021, 2021-2025"
Yordy Reyna,Charlotte FC,2021-2023
McKinze Gaines,Charlotte FC,2021-2023
Kamil Jóźwiak,Charlotte FC,2022-2024
Justin Meram,Charlotte FC,2023-2024
Pep Biel,Charlotte FC,2024-2025
Christian Fuchs,Charlotte FC,2022-2023
Iuri Tavares,Charlotte FC,2024-2025
Scott Arfield,Charlotte FC,2023-2024
Brecht Dejaegere,Charlotte FC,2023-2024
Christian Ortíz,Charlotte FC,2022-2022
Brandon Cambridge,Charlotte FC,2022-2025
Adilson Malanda,Charlotte FC,2022-2025
Derrick Jones,Charlotte FC,2022-2023
Nikola Petković,Charlotte FC,2024-2025
Júnior Urso,Charlotte FC,2024-2025
Wilfried Zaha,Charlotte FC,2025-2026
Quinn McNeill,Charlotte FC,"2022-2022, 2022-2023"
Tim Ream,Charlotte FC,2024-2025
Adam Armour,Charlotte FC,"2021-2021, 2021-2023"
Jordy Alcívar,Charlotte FC,2022-2023
Nuno Santos,Charlotte FC,"2022-2023, 2023-2023"
Guzmán Corujo,Charlotte FC,2022-2024
Djibril Diani,Charlotte FC,2024-2025
Jaylin Lindsey,Charlotte FC,2021-2025
Harrison Afful,Charlotte FC,2021-2024
Hamady Diop,Charlotte FC,"2022-2024, 2025-2025"
Jamie Paterson,Charlotte FC,2024-2025
Koa Santos,Charlotte FC,"2022-2022, 2022-2023"
David Bingham,Charlotte FC,2024-2025
Eryk Williamson,Charlotte FC,2025-2025
Vinicius Mello,Charlotte FC,2022-2024
João Pedro,Charlotte FC,"2024-2025, 2025-2025"
Pablo Sisniega,Charlotte FC,2021-2024
Nimfasha Berchimas,Charlotte FC,2022-2025
Idan Toklomati,Charlotte FC,2024-2025
Souleyman Doumbia,Charlotte FC,2025-2025
Bill Tuiloma,Charlotte FC,2023-2025
George Marks,Charlotte FC,"2022-2024, 2024-2025"
Chris Hegardt,Charlotte FC,"2022-2022, 2022-2023, 2023-2024"
Alan Franco,Charlotte FC,2022-2022
Christian Makoun,Charlotte FC,2022-2022
Tyger Smalls,Charlotte FC,2023-2025
Kristijan Kahlina,Charlotte FC,2022-2025
Anton Walkes,Charlotte FC,2021-2025
Jan Sobocinski,Charlotte FC,"2021-2021, 2021-2024"
Joseph Mora,Charlotte FC,2021-2023
Jere Uronen,Charlotte FC,2023-2025
Andrew Privett,Charlotte FC,2022-2025
Nathan Byrne,Charlotte FC,2022-2025
Nick Scardina,Charlotte FC,2022-2025
