name,club,periods
Jordan Morris,Seattle Sounders FC,"2016-2021, 2021-2025"
Raúl Ruidíaz,Seattle Sounders FC,2018-2025
Fredy Montero,Seattle Sounders FC,"2009-2010, 2011-2013, 2013-2013, 2014-2014, 2021-2024"
Nicolás Lodeiro,Seattle Sounders FC,2016-2024
Clint Dempsey,Seattle Sounders FC,"2013-2014, 2014-2018"
Obafemi Martins,Seattle Sounders FC,2013-2016
Cristian Roldán,Seattle Sounders FC,2015-2025
Lamar Neagle,Seattle Sounders FC,"2009-2009, 2011-2012, 2013-2015, 2017-2018, 2018-2019"
Will Bruin,Seattle Sounders FC,"2017-2019, 2019-2023"
Eddie Johnson,Seattle Sounders FC,2012-2013
Brad Evans,Seattle Sounders FC,2008-2018
Sébastien Le Toux,Seattle Sounders FC,2007-2009
Albert Rusnák,Seattle Sounders FC,2022-2025
Osvaldo Alonso,Seattle Sounders FC,"2009-2019, 2024-2024"
Roger Levesque,Seattle Sounders FC,"2003-2004, 2006-2012"
Steve Zakuani,Seattle Sounders FC,2009-2013
Álvaro Fernández,Seattle Sounders FC,"2010-2012, 2016-2017"
Nate Jaqua,Seattle Sounders FC,2008-2011
Cam Weaver,Seattle Sounders FC,"2006-2008, 2014-2015"
Chad Barrett,Seattle Sounders FC,2013-2015
Víctor Rodríguez,Seattle Sounders FC,2017-2020
Paul Rothrock,Seattle Sounders FC,2023-2025
Chad Marshall,Seattle Sounders FC,2013-2019
Mauro Rosales,Seattle Sounders FC,2011-2014
Harry Shipp,Seattle Sounders FC,"2017-2017, 2017-2020"
Leighton O'Brien,Seattle Sounders FC,"2001-2002, 2003-2003, 2004-2005, 2005-2005, 2005-2009"
Marco Pappa,Seattle Sounders FC,2014-2016
Andy Rose,Seattle Sounders FC,2012-2016
Mike Fucito,Seattle Sounders FC,"2009-2009, 2010-2012"
Kelvin Leerdam,Seattle Sounders FC,2017-2021
Sammy Ochoa,Seattle Sounders FC,2011-2013
Greg Howes,Seattle Sounders FC,"2000-2001, 2007-2008"
Yeimar Gómez Andrade,Seattle Sounders FC,2020-2025
João Paulo,Seattle Sounders FC,"2020-2020, 2021-2025"
Léo Chú,Seattle Sounders FC,2021-2025
Gustav Svensson,Seattle Sounders FC,2017-2021
David Estrada,Seattle Sounders FC,"2010-2014, 2014-2014, 2014-2014, 2014-2014"
